gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
163989965																																																											UGENT	nematodes			PreservedSpecimen					101872																															1962-12-14																																																																																													Macroposthonia sphaerocephalum								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Macroposthonia		sphaerocephalum									
163990031																																																											UGENT	nematodes			PreservedSpecimen					100030																															1986-07-31																						NAMIBIA					Ai-Ais																																																				paratype: 1 f ,														Theristus tessae								Animalia	Nemata	Chromadorea	Monhysterida	Xyalidae	Theristus		tessae									
163990035																																																											UGENT	nematodes			PreservedSpecimen					100039																																																																																																																												Perspiria megamphidia								Animalia	Nemata				Perspiria		megamphidia									
163990045																																																											UGENT	nematodes			PreservedSpecimen					100168																															1931-03-02																																																																															lectotype m.														Trachypleurosum conformis								Animalia	Nemata	Enoplea	Dorylaimida	Actinolaimidae	Trachypleurosum		conformis									
163990068																																																											UGENT	nematodes			PreservedSpecimen					100205																															1967-08-31																																																																															holotype: m ,paratype: juv. ,														Theristus quadripapillatus								Animalia	Nemata	Chromadorea	Monhysterida	Xyalidae	Theristus		quadripapillatus									
163990085																																																											UGENT	nematodes			PreservedSpecimen					100263																															1978-01-23																						ARGENTINA					Balcance																																																				paratype: 2 f ,														Xiphinema balcanceanus								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Xiphinema		balcanceanus									
163990116																																																											UGENT	nematodes			PreservedSpecimen					100356																																																					CÔTE D'IVOIRE					Maraoue, Tree Savanna																																																				paratype: 10 ,														Thornenema maraouense								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Thornenema		maraouense									
163990130																																																											UGENT	nematodes			PreservedSpecimen					100375																															1967-10-16																																																																															paratype: f ,														Tylenchus vesiculosus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		vesiculosus									
163990132																																																											UGENT	nematodes			PreservedSpecimen					100376																																																																																																														paratype: 2 m, 3 f ,														Tylenchus vesiculosus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		vesiculosus									
163990231																																																											UGENT	nematodes			PreservedSpecimen					100596																															1975-08-05																						CÔTE D'IVOIRE					Taï, Primary Forest, Diospyros chevalieri De Wild																																																				paratype: 1 f ,														Willinema nanum								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Willinema		nanum									
163990312																																																											UGENT	nematodes			PreservedSpecimen					100696																																																																																																																												Trichodorus taylori								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		taylori									
163990314																																																											UGENT	nematodes			PreservedSpecimen					100697																																																																																																																												Trichodorus taylori								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		taylori									
163990574																																																											UGENT	nematodes			PreservedSpecimen					100805																																																																																																																												Trichodorus beirensis								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		beirensis									
163990608																																																											UGENT	nematodes			PreservedSpecimen					101049																																																																																																																												Pungentus silvestris								Animalia	Nemata	Enoplea	Dorylaimida	Nordiidae	Pungentus		silvestris									
163990644																																																											UGENT	nematodes			PreservedSpecimen					101171																																																																																																																												Paratylenchus sp								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		sp									
163990666																																																											UGENT	nematodes			PreservedSpecimen					101231																																																																																																																												Tylencholaimus proximus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylencholaimus		proximus									
163990709																																																											UGENT	nematodes			PreservedSpecimen					101337																															1962-06-05																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990799																																																											UGENT	nematodes			PreservedSpecimen					101517																																																																																																																												Tylenchus leptosoma								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		leptosoma									
163990861																																																											UGENT	nematodes			PreservedSpecimen					101662																																																																																																																												Pungentus silvestris								Animalia	Nemata	Enoplea	Dorylaimida	Nordiidae	Pungentus		silvestris									
163990868																																																											UGENT	nematodes			PreservedSpecimen					101678																															1962-05-09																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990888																																																											UGENT	nematodes			PreservedSpecimen					101727																															1962-09-14																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990902																																																											UGENT	nematodes			PreservedSpecimen					101750																																																					UNITED KINGDOM					Ungrazed grass, Bb, R.E.S.																																																																		Rotylenchus pumilus								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		pumilus									
163990903																																																											UGENT	nematodes			PreservedSpecimen					101753																															1962-09-21																																																																																													Rotylenchus goodeyi								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		goodeyi									
163990932																																																											UGENT	nematodes			PreservedSpecimen					101798																															1962-11-06																																																																																													Psilenchus leptosoma								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Psilenchus		leptosoma									
163991010																																																											UGENT	nematodes			PreservedSpecimen					101899																															1962-12-28																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163991043																																																											UGENT	nematodes			PreservedSpecimen					101949																															1963-01-18																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163991116																																																											UGENT	nematodes			PreservedSpecimen					100989																																																																																																																												Xyala psammonalis								Animalia	Nemata				Xyala		psammonalis									
163987224																																																											UGENT	nematodes			PreservedSpecimen					100125																																																					IRAN, ISLAMIC REPUBLIC OF					Camellia Sinensis L., Lahidjan																																																				paratype: m, juv 1 ,														Ditylenchus cylindricus								Animalia	Nemata	Chromadorea	Rhabditida	Anguinidae	Ditylenchus		cylindricus									
163987255																																																											UGENT	nematodes			PreservedSpecimen					100266																															1978-06-12																						BELGIUM					Bikschote																																																				holotype: f ,														Aphanolaimus deconincki								Animalia	Nemata	Chromadorea	Plectida	Leptolaimidae	Aphanolaimus		deconincki									
163987277																																																											UGENT	nematodes			PreservedSpecimen					100383																															1972-02-26																						FRANCE					Marseille																																																				paratype: 1 m ,														Dracograllus demania								Animalia	Nemata	Chromadorea	Desmodorida	Draconematidae	Dracograllus		demania									
163987316																																																											UGENT	nematodes			PreservedSpecimen					100522																																																																																																														paratype: 2 f, 1 m ,														Daptonema williamsi								Animalia	Nemata	Chromadorea	Monhysterida	Xyalidae	Daptonema		williamsi									
163987353																																																											UGENT	nematodes			PreservedSpecimen					100684																																																					BRAZIL					Belmonte Faz Futurosa Bahia State, Theobroma cacao																																																				paratype: 1 m, 4 f ,														Allotrichodorus sharmai								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Allotrichodorus		sharmai									
163987357																																																											UGENT	nematodes			PreservedSpecimen					100688																																																					BRAZIL					Soil Coffee  Marau																																																				holotype: f ,paratype: 2 f ,														Allotrichodorus loofi								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Allotrichodorus		loofi									
163987366																																																											UGENT	nematodes			PreservedSpecimen					100729																																																																																																														holotype: f ,paratype: 1 f, 1 juv ,														Dorylaimellus bambesae								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Dorylaimellus		bambesae									
163987367																																																											UGENT	nematodes			PreservedSpecimen					100730																																																																																																														paratype: f ,														Dorylaimellus bambesae								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Dorylaimellus		bambesae									
163987673																																																											UGENT	nematodes			PreservedSpecimen					100952																															1972-07-05																																																																																													Chromadoropsis longispiculosa Furstenberg & Vincx, 0								Animalia	Nemata	Chromadorea	Desmodorida	Desmodoridae	Chromadoropsis		longispiculosa				Furstenberg & Vincx, 0					
163987709																																																											UGENT	nematodes			PreservedSpecimen					100982																															1981-02-17																																																																																													Adoncholaimus papillatus Furstenberg & Vincx, 0								Animalia	Nemata	Enoplea	Enoplida	Oncholaimidae	Adoncholaimus		papillatus				Furstenberg & Vincx, 0					
163987758																																																											UGENT	nematodes			PreservedSpecimen					101070																																																																																																																												Eudorylaimus monohystera								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus		monohystera									
163987764																																																											UGENT	nematodes			PreservedSpecimen					101084																																																																																																																												Aporcelaimus obtusicaudatus								Animalia	Nemata	Enoplea	Dorylaimida	Aporcelaimidae	Aporcelaimus		obtusicaudatus									
163987901																																																											UGENT	nematodes			PreservedSpecimen					101342																															1962-06-07																																																																																													Diphterophora communis								Animalia	Nemata	Enoplea	Triplonchida	Diphterophoridae	Diphterophora		communis									
163987911																																																											UGENT	nematodes			PreservedSpecimen					101397																															1962-09-05																																																																																													Boleodorus thylactus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Boleodorus		thylactus									
163987951																																																											UGENT	nematodes			PreservedSpecimen					101461																																																																																																																												Aporcelaimus regius								Animalia	Nemata	Enoplea	Dorylaimida	Aporcelaimidae	Aporcelaimus		regius									
163988079																																																											UGENT	nematodes			PreservedSpecimen					101791																															1962-10-29																																																																																													Anatonchus tridentatus								Animalia	Nemata	Enoplea	Mononchida	Anatonchidae	Anatonchus		tridentatus									
163989121																																																											UGENT	nematodes			PreservedSpecimen					100049																															1973-08-08																						MALAYSIA					Pasoh Forest, Negeri Sembilan																																																																		Helicotylenchus paracanalis								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus		paracanalis									
163989129																																																											UGENT	nematodes			PreservedSpecimen					100054																															1970-08-17																						KOREA, REPUBLIC OF					Walnut Young Duk																																																																		Hemicycliophora juglansis								Animalia	Nemata	Chromadorea	Rhabditida	Hemicycliophoridae	Hemicycliophora		juglansis									
163989173																																																											UGENT	nematodes			PreservedSpecimen					100087																																																																																																																												Meloidogyne oteifae								Animalia	Nemata	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne		oteifae									
163989183																																																											UGENT	nematodes			PreservedSpecimen					100093																																																																																																														paedotype														Meloidogyne deconincki								Animalia	Nemata	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne		deconincki									
163989216																																																											UGENT	nematodes			PreservedSpecimen					100113																																																																																																																												Meloidogyne littoralis								Animalia	Nemata	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne		littoralis									
163989363																																																											UGENT	nematodes			PreservedSpecimen					100275																															1980-04-03																						ALGERIA					Oued En-Namous (Ain Sefra)																																																				paratype: 2 f ,														Halalaimus algeriensis								Animalia	Nemata	Enoplea	Enoplida	Oxystominidae	Halalaimus		algeriensis									
163989729																																																											UGENT	nematodes			PreservedSpecimen					100440																															1979-06-27																																																																																													Paracanthonchus heterodontus								Animalia	Nemata	Chromadorea	Chromadorida	Cyatholaimidae	Paracanthonchus		heterodontus									
163989734																																																											UGENT	nematodes			PreservedSpecimen					100445																															1979-08-14																						CÔTE D'IVOIRE					Bingerville I.F.C.C., Coffea arabica L.																																																																		Hemicriconemoides snoecki								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Hemicriconemoides		snoecki									
163989741																																																											UGENT	nematodes			PreservedSpecimen					100455																															1979-08-14																						CÔTE D'IVOIRE					Bingerville I.F.C.C., Coffea arabica L.																																																																		Hemicriconemoides snoecki								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Hemicriconemoides		snoecki									
163989784																																																											UGENT	nematodes			PreservedSpecimen					100636																															1980-09-15																																																																															holotype: m ,														Oncholaimellus heidi								Animalia	Nemata	Enoplea	Enoplida	Oncholaimidae	Oncholaimellus		heidi									
163989796																																																											UGENT	nematodes			PreservedSpecimen					100666																																																					UNITED STATES					CBES Marianna, Arkansas Soybean plots																																																				paratype: 1 m, 4 f ,														Hoplolaimus magnistylus								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Hoplolaimus		magnistylus									
163989797																																																											UGENT	nematodes			PreservedSpecimen					100667																																																					UNITED STATES					H. Haggard farm near Enola Ark Faul Kuer, Co																																																																		Meiodorus hollisi								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Meiodorus		hollisi									
163989820																																																											UGENT	nematodes			PreservedSpecimen					100751																															1985-03-04																						INDIA					Host. Oryza sativa, Cuttack																																																				paratype: perineal pattern ,														Meloidogyne kalinga								Animalia	Nemata	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne		kalinga									
163989825																																																											UGENT	nematodes			PreservedSpecimen					100792																															1983-01-19																																																																															paratype: 1 f ,														Ogma terrestris								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Ogma		terrestris									
163989831																																																											UGENT	nematodes			PreservedSpecimen					100827																															1981-05-19																						SWITZERLAND					Ufenau																																																																		Laimaphelenchus penardi								Animalia	Nemata	Chromadorea	Rhabditida	Aphelenchoididae	Laimaphelenchus		penardi									
163989835																																																											UGENT	nematodes			PreservedSpecimen					100831																															1985-05-07																																																																																													Laimaphelenchus praepenardi								Animalia	Nemata	Chromadorea	Rhabditida	Aphelenchoididae	Laimaphelenchus		praepenardi									
163989837																																																											UGENT	nematodes			PreservedSpecimen					100833																																																					NETHERLANDS					grond helm Texel																																																				paratype: 1 f ,														Longidorus kuiperi								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Longidorus		kuiperi									
163989849																																																											UGENT	nematodes			PreservedSpecimen					100876																															1983-10-09																						JAPAN					Acer sp.; Hirakura Misugi Mura Mie																																																				paratype: 5 f ,														Neolobrocriconema hirakuraense N. Minagawa & T. Mizukubo, 1986								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Neolobrocriconema		hirakuraense				N. Minagawa & T. Mizukubo, 1986					
163989858																																																											UGENT	nematodes			PreservedSpecimen					100885																																																					JAPAN					Styrax japonica, Nishinasuno Tochigi																																																				paratype: f ,														Lobocriconema nasuense N. Minagawa, 1987								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Lobocriconema		nasuense				N. Minagawa, 1987					
163989868																																																											UGENT	nematodes			PreservedSpecimen					101061																																																																																																																												Mononchus papillatus								Animalia	Nemata	Enoplea	Mononchida	Mononchidae	Mononchus		papillatus									
163989869																																																											UGENT	nematodes			PreservedSpecimen					101113																																																																																																																												Eudorylaimus spp								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus		spp									
163989873																																																											UGENT	nematodes			PreservedSpecimen					101124																																																																																																																												Oxydirus oxycephaloides								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Oxydirus		oxycephaloides									
163989879																																																											UGENT	nematodes			PreservedSpecimen					101161																															1961-10-25																																																																																													Longidorus eloncatus								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Longidorus		eloncatus									
163989934																																																											UGENT	nematodes			PreservedSpecimen					101704																															1962-05-16																																																																																													(Meso)dorylaimus (paraten)								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	(Meso)dorylaimus		(paraten)									
163989935																																																											UGENT	nematodes			PreservedSpecimen					101709																															1962-05-16																																																																																													Paratylenchus 30B								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		30B									
163989940																																																											UGENT	nematodes			PreservedSpecimen					101726																															1962-09-13																																																																																													Paratylenchus 30A								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		30A									
163989953																																																											UGENT	nematodes			PreservedSpecimen					101820																																																																																																																												Heterodera tabacum								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Heterodera		tabacum									
163989955																																																											UGENT	nematodes			PreservedSpecimen					101827																															1962-11-21																																																																																													Paratylenchus 30B								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		30B									
163989959																																																											UGENT	nematodes			PreservedSpecimen					101845																															1962-12-08																																																																																													Paratylenchus 30A								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		30A									
163989976																																																											UGENT	nematodes			PreservedSpecimen					101985																															1962-05-18																						BELGIUM					Garden University Ghent																																																																		Mesodorylaimus subtilis								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Mesodorylaimus		subtilis									
163990056																																																											UGENT	nematodes			PreservedSpecimen					100188																															1967-09-26																						AUSTRALIA					Yonge Reef op +/- 33m diepte, fijn zand																																																				holotype: m ,paratype: 1 m ,														Tricoma goldeni								Animalia	Nemata	Chromadorea	Desmoscolecida	Desmoscolecidae	Tricoma		goldeni									
163990070																																																											UGENT	nematodes			PreservedSpecimen					100226																																																					IRAN, ISLAMIC REPUBLIC OF					Karadj																																																				paratype: 2 f ,														Tylenchus cerealis								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		cerealis									
163990097																																																											UGENT	nematodes			PreservedSpecimen					100280																															1979-07-20																						CÔTE D'IVOIRE					Diospyros chevalieri De Wild primary forest, Tai																																																				paratype: m ,														Trichodorus eburneus								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		eburneus									
163990120																																																											UGENT	nematodes			PreservedSpecimen					100358																																																					CÔTE D'IVOIRE					Maraoue,Tree Savanna																																																				paratype: 5 ,														Thornenema samsoeni								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Thornenema		samsoeni									
163990157																																																											UGENT	nematodes			PreservedSpecimen					100463																															1978-09-05																																																																																													Richtersia deconincki								Animalia	Nemata	Chromadorea	Chromadorida	?	Richtersia		deconincki									
163990273																																																											UGENT	nematodes			PreservedSpecimen					100622																															1980-09-02																						JAPAN					Nishi-yunoura Kumamoto Pref.																																																				paratype: 1 m ,														Pseudocriconema japonicum Minagawa, 1984								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Pseudocriconema		japonicum				Minagawa, 1984					
163990280																																																											UGENT	nematodes			PreservedSpecimen					100625																															1980-09-02																						JAPAN					Nishi-yunoura Kumamoto Pref.																																																				paratype: 5 f ,														Pseudocriconema japonicum Minagawa, 1984								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Pseudocriconema		japonicum				Minagawa, 1984					
163990324																																																											UGENT	nematodes			PreservedSpecimen					100709																																																																																																																												Xiphinema dolosum								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Xiphinema		dolosum									
163990601																																																											UGENT	nematodes			PreservedSpecimen					100984																															1987-02-12																																																																																													Viscosia erasmi Furstenberg & Vincx, 0								Animalia	Nemata	Enoplea	Enoplida	Oncholaimidae	Viscosia		erasmi				Furstenberg & Vincx, 0					
163990646																																																											UGENT	nematodes			PreservedSpecimen					101173																															1961-11-16																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990650																																																											UGENT	nematodes			PreservedSpecimen					101181																																																																																																																												Tylenchorhynchus camelliferus								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		camelliferus									
163990662																																																											UGENT	nematodes			PreservedSpecimen					101216																																																																																																																												Paratylenchus microdorus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		microdorus									
163990706																																																											UGENT	nematodes			PreservedSpecimen					101333																															1962-06-05																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163990720																																																											UGENT	nematodes			PreservedSpecimen					101363																																																																																																																												Tylenchorhynchus nanus								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		nanus									
163990731																																																											UGENT	nematodes			PreservedSpecimen					101382																															1962-08-31																																																																																													Pungentus silvestris								Animalia	Nemata	Enoplea	Dorylaimida	Nordiidae	Pungentus		silvestris									
163990766																																																											UGENT	nematodes			PreservedSpecimen					101446																															1962-02-07																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163990792																																																											UGENT	nematodes			PreservedSpecimen					101509																																																																																																																												Tylenchorhynchus brevidens								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		brevidens									
163990818																																																											UGENT	nematodes			PreservedSpecimen					101568																															1962-03-30																																																																																													Tylenchus costatus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		costatus									
163990820																																																											UGENT	nematodes			PreservedSpecimen					101570																															1962-03-31																																																																																													Tylenchus costatus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		costatus									
163990942																																																											UGENT	nematodes			PreservedSpecimen					101814																															1962-11-16																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990960																																																											UGENT	nematodes			PreservedSpecimen					101854																															1962-12-07																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990987																																																											UGENT	nematodes			PreservedSpecimen					101864																															1962-12-10																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163991029																																																											UGENT	nematodes			PreservedSpecimen					101923																															1963-01-11																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
233219542																																																											UGENT	nematodes			PreservedSpecimen					101406																															1962-09-07																																																																																													Paratylenchus curvitatus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		curvitatus									
163987237																																																											UGENT	nematodes			PreservedSpecimen					100149																															1967-09-25																						GREECE					algen + foraminiferen, Nymphe Island																																																				allotype: f ,														Desmoscolex membranosus								Animalia	Nemata	Chromadorea	Desmoscolecida	Desmoscolecidae	Desmoscolex		membranosus									
163987243																																																											UGENT	nematodes			PreservedSpecimen					100156																																																																																																																												Amphidelus effilatus								Animalia	Nemata	Enoplea	Enoplida	Alaimidae	Amphidelus		effilatus									
163987265																																																											UGENT	nematodes			PreservedSpecimen					100344																																																					SOUTH AFRICA					Third Beach Port St. Johns Transkei																																																				holotype: f ,														Axonchium transkiensi								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Axonchium		transkiensi									
163987279																																																											UGENT	nematodes			PreservedSpecimen					100385																															1972-02-26																						FRANCE					Marseille																																																				paratype: 1 ,														Dracograllus demania								Animalia	Nemata	Chromadorea	Desmodorida	Draconematidae	Dracograllus		demania									
163987285																																																											UGENT	nematodes			PreservedSpecimen					100419																															1968-01-29																						FRENCH POLYNESIA					Bora Bora, Motu Toopau coarse sand																																																				paratype: 1 f ,														Dracograllus timmia								Animalia	Nemata	Chromadorea	Chromadorida		Dracograllus		timmia									
163987288																																																											UGENT	nematodes			PreservedSpecimen					100433																															1975-01-10																																																																															paratype: 1 m ,														Chromadora lorenzeni								Animalia	Nemata	Chromadorea	Chromadorida	Chromadoridae	Chromadora		lorenzeni									
163987306																																																											UGENT	nematodes			PreservedSpecimen					100490																																																					TURKEY					Gladiolus soil, Eyüp Gögtürk, Istanbul																																																				paratype: 1 f ,														Coslenchus turkeyensis								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Coslenchus		turkeyensis									
163987329																																																											UGENT	nematodes			PreservedSpecimen					100638																																																																																																														paratype: 2 m, 3 f ,														Dracograllus antillensis								Animalia	Nemata	Chromadorea	Desmodorida	Draconematidae	Dracograllus		antillensis									
163987337																																																											UGENT	nematodes			PreservedSpecimen					100661																															1979-10-15																																																																															paratype: 1 m, 1f ,														Dolichodorus grandaspicatus								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Dolichodorus		grandaspicatus									
163987341																																																											UGENT	nematodes			PreservedSpecimen					100670																																																					AUSTRALIA					Citrus soil, farm to Merbein Vic.																																																																		Discolaimus texanus								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Discolaimus		texanus									
163987390																																																											UGENT	nematodes			PreservedSpecimen					100799																																																					SPAIN					Granada																																																				paratype: 1 f , 1 juv ,														Chronogaster zujarensis								Animalia	Nemata	Chromadorea	Plectida	Leptolaimidae	Chronogaster		zujarensis									
163987834																																																											UGENT	nematodes			PreservedSpecimen					101222																																																																																																																												Eudorylaimus monohystera								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus		monohystera									
163987853																																																											UGENT	nematodes			PreservedSpecimen					101261																															1961-12-29																																																																																													Criconemoides informis								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Criconemoides		informis									
163987862																																																											UGENT	nematodes			PreservedSpecimen					101269																																																																																																																												Dorylaimellus aequalis								Animalia	Nemata	Enoplea	Dorylaimida	Belondiridae	Dorylaimellus		aequalis									
