gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
163989882																																																											UGENT	nematodes			PreservedSpecimen					101189																															1961-11-22																																																																																													Macroposthonia rusica								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Macroposthonia		rusica									
163989946																																																											UGENT	nematodes			PreservedSpecimen					101780																																																					NETHERLANDS					Yrseke, op sla																																																																		Mermis (mermis)								Animalia	Nemata	Enoplea	Mermithida	Mermithidae	Mermis		(mermis)									
163989961																																																											UGENT	nematodes			PreservedSpecimen					101849																																																																																																																												Globodera sp								Animalia	Nemata	Chromadorea	Rhabditida		Globodera		sp									
163989969																																																											UGENT	nematodes			PreservedSpecimen					101892																															1962-12-20																																																																																													Mesodorylaimus sub								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Mesodorylaimus		sub									
163990039																																																											UGENT	nematodes			PreservedSpecimen					100066																																																					PORTUGAL					tomato soil Lagoalva farm Nr Alpzarca																																																				paratype: 7 juv ,														Trichodorus lusitanicus								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		lusitanicus									
163990052																																																											UGENT	nematodes			PreservedSpecimen					100183																															1967-09-02																						AUSTRALIA					Yonge Reef, kleine zandplek op rif																																																				holotype: m ,														Tricoma logispicula								Animalia	Nemata	Chromadorea	Desmoscolecida	Desmoscolecidae	Tricoma		logispicula									
163990065																																																											UGENT	nematodes			PreservedSpecimen					100199																															1967-10-14																						AUSTRALIA					Lizard Isl., 20m Bastin; Great Barrier Reef																																																				holotype: m ,														Quadricoma papillata								Animalia	Nemata	Chromadorea	Desmoscolecida	Desmoscolecidae	Quadricoma		papillata									
163990082																																																											UGENT	nematodes			PreservedSpecimen					100244																																																					ARGENTINA					Soil around potato Verde Tucuman																																																				holotype: f ,paratype: m ,														Xiphidorus tucumanensis								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Xiphidorus		tucumanensis									
163990083																																																											UGENT	nematodes			PreservedSpecimen					100245																																																																																																																												Xiphidorus saladillensis								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Xiphidorus		saladillensis									
163990113																																																											UGENT	nematodes			PreservedSpecimen					100355																																																					CÔTE D'IVOIRE					Maraoue, Tree Savanna																																																				paratype: 11 ,														Thornenema maraouense								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Thornenema		maraouense									
163990142																																																											UGENT	nematodes			PreservedSpecimen					100398																																																					FRANCE					Marseille																																																				paratype: 5? ,														Prochaetosoma vitiellia								Animalia	Nemata	Chromadorea	Desmodorida	Draconematidae	Prochaetosoma		vitiellia									
163990176																																																											UGENT	nematodes			PreservedSpecimen					100498																																																					CÔTE D'IVOIRE					Canne à sucre, Rte Lakota->Sassandra																																																				paratype: 2 f ,														Xiphinema hygrophilum								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Xiphinema		hygrophilum									
163990182																																																											UGENT	nematodes			PreservedSpecimen					100503																																																																																																																												Viscosia franzé?								Animalia	Nemata	Enoplea	Enoplida	Oncholaimidae	Viscosia		franzé?									
163990221																																																											UGENT	nematodes			PreservedSpecimen					100592																															1975-08-05																						CÔTE D'IVOIRE					Taï, Primary Forest, Diospyros chevalieri De Wild																																																																		Willinema eburnense								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Willinema		eburnense									
163990256																																																											UGENT	nematodes			PreservedSpecimen					100607																															1979-08-05																						CÔTE D'IVOIRE					Taï Primary Forest, Diospyros chevalieri																																																				paratype: 1 m ,														Sicaguttur hooperi								Animalia	Nemata				Sicaguttur		hooperi									
163990331																																																											UGENT	nematodes			PreservedSpecimen					100712																																																																																																																												Xiphinema phoenicis								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Xiphinema		phoenicis									
163990351																																																											UGENT	nematodes			PreservedSpecimen					100742																																																																																																																												Richtersia mediterranea								Animalia	Nemata	Chromadorea	Chromadorida	Selachinematidae	Richtersia		mediterranea									
163990559																																																											UGENT	nematodes			PreservedSpecimen					100776																																																					BRAZIL					Itamaraju Faz. Vigia, Bahia State, Theobroma c.																																																				paratype: 1 f ,														Peltamigratus vigae								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Peltamigratus		vigae									
163990594																																																											UGENT	nematodes			PreservedSpecimen					100888																															1981-07-10																						JAPAN					Miscanthus sinensis, Yatabe Ibaraki																																																				paratype: 5 m ,														Verutus mesoangustus N. Minagawa, 1986								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Verutus		mesoangustus				N. Minagawa, 1986					
163990632																																																											UGENT	nematodes			PreservedSpecimen					101139																																																																																																																												Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990641																																																											UGENT	nematodes			PreservedSpecimen					101157																																																																																																																												Tylenchus thornei								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		thornei									
163990667																																																											UGENT	nematodes			PreservedSpecimen					101232																																																																																																																												Pratylenchus neglectus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		neglectus									
163990779																																																											UGENT	nematodes			PreservedSpecimen					101471																															1962-02-20																																																																																													Tylenchus costatus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		costatus									
163990859																																																											UGENT	nematodes			PreservedSpecimen					101660																																																																																																																												Rotylenchus brachyurus								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		brachyurus									
163990865																																																											UGENT	nematodes			PreservedSpecimen					101666																															1962-02-02																																																																																													Pungentus silvestris								Animalia	Nemata	Enoplea	Dorylaimida	Nordiidae	Pungentus		silvestris									
163990912																																																											UGENT	nematodes			PreservedSpecimen					101766																															1962-10-04																																																																																													Tylenchus sp								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		sp									
163990933																																																											UGENT	nematodes			PreservedSpecimen					101799																																																																																																																												Psilenchus leptosoma								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Psilenchus		leptosoma									
163991003																																																											UGENT	nematodes			PreservedSpecimen					101887																															1962-12-18																																																																																													Tylenchus costatus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		costatus									
163991005																																																											UGENT	nematodes			PreservedSpecimen					101894																															1962-12-20																																																																																													Rotylenchus uniformis								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		uniformis									
163991016																																																											UGENT	nematodes			PreservedSpecimen					101905																															1962-12-31																																																																																													Tylenchus thornei								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		thornei									
163991020																																																											UGENT	nematodes			PreservedSpecimen					101913																															1963-01-07																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163991033																																																											UGENT	nematodes			PreservedSpecimen					101927																															1963-01-11																																																																																													Psilenchus leptosoma								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Psilenchus		leptosoma									
163991036																																																											UGENT	nematodes			PreservedSpecimen					101933																															1963-01-12																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163991041																																																											UGENT	nematodes			PreservedSpecimen					101947																															1963-01-18																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163991064																																																											UGENT	nematodes			PreservedSpecimen					101972																															1963-02-04																																																																																													Rotylenchus goodeyi								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		goodeyi									
163991105																																																											UGENT	nematodes			PreservedSpecimen					102034																															1963-02-11																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163987232																																																											UGENT	nematodes			PreservedSpecimen					100144																															1967-09-25																						GREECE					Nymphe Island																																																																		Desmoscolex brevisetosus								Animalia	Nemata	Chromadorea	Desmoscolecida	Desmoscolecidae	Desmoscolex		brevisetosus									
163987275																																																											UGENT	nematodes			PreservedSpecimen					100381																																																																																																																												Dracograllus stekhoveni								Animalia	Nemata	Chromadorea	Desmodorida	Draconematidae	Dracograllus		stekhoveni									
163987296																																																											UGENT	nematodes			PreservedSpecimen					100475																															1978-09-05																																																																																													Calomicrolaimus monstrosus								Animalia	Nemata	Chromadorea	Desmodorida	Microlaimidae	Calomicrolaimus		monstrosus									
163987304																																																											UGENT	nematodes			PreservedSpecimen					100488																																																					GHANA					Maize, Kumasi																																																				paratype: 5 f ,														Coslenchus franklina								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Coslenchus		franklina									
163987344																																																											UGENT	nematodes			PreservedSpecimen					100673																															1955-11-16																						UNITED STATES					Lake Placid. Florida, Pinus																																																				paratype: 2 f ,														Chronogaster floridensis								Animalia	Nemata	Chromadorea	Plectida	Leptolaimidae	Chronogaster		floridensis									
163987363																																																											UGENT	nematodes			PreservedSpecimen					100721																																																																																																														paratype: 1 f ,														Enchodelus signyensis Coomans, 0								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Enchodelus		signyensis				Coomans, 0					
163987374																																																											UGENT	nematodes			PreservedSpecimen					100758																															1931-03-03																																																																																													Actinca costata								Animalia	Nemata	Enoplea	Dorylaimida	Actinolaimidae	Actinca		costata									
163987761																																																											UGENT	nematodes			PreservedSpecimen					101071																																																																																																																												Eudorylaimus monohystera								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus		monohystera									
163987825																																																											UGENT	nematodes			PreservedSpecimen					101208																																																																																																																												Doryllium uniforme								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Doryllium		uniforme									
163987848																																																											UGENT	nematodes			PreservedSpecimen					101242																															1961-12-22																																																																																													Eudorylaimus nothus								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus		nothus									
163987895																																																											UGENT	nematodes			PreservedSpecimen					101321																															1962-05-28																																																																																													Eudorylaimus centrocereus								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus		centrocereus									
163987913																																																											UGENT	nematodes			PreservedSpecimen					101402																															1962-09-06																																																																																													Diphterophora communis								Animalia	Nemata	Enoplea	Triplonchida	Diphterophoridae	Diphterophora		communis									
163987934																																																											UGENT	nematodes			PreservedSpecimen					101437																															1972-11-27																																																																																													Brachydorus ?								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Brachydorus		?									
163987940																																																											UGENT	nematodes			PreservedSpecimen					101442																															1962-02-07																																																																																													Eudorylaimus nothus?								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus		nothus?									
163987961																																																											UGENT	nematodes			PreservedSpecimen					101487																															1962-02-23																																																																																													Aphelenchus avenae								Animalia	Nemata	Chromadorea	Rhabditida	Aphelenchidae	Aphelenchus		avenae									
163987974																																																											UGENT	nematodes			PreservedSpecimen					101504																																																																																																																												Eudorylaimus? nothus								Animalia	Nemata	Enoplea	Dorylaimida	Qudsianematidae	Eudorylaimus?		nothus									
163987992																																																											UGENT	nematodes			PreservedSpecimen					101551																																																																																																																												Aporcelaimus (sup.)								Animalia	Nemata	Enoplea	Dorylaimida	Aporcelaimidae	Aporcelaimus		(sup.)									
163988010																																																											UGENT	nematodes			PreservedSpecimen					101599																																																																																																														paratype: f ,														Dolichodorus silvestris (partim)								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Dolichodorus		silvestris (partim)									
163988087																																																											UGENT	nematodes			PreservedSpecimen					101877																															1962-12-17																																																																																													Boleodorus thylactus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Boleodorus		thylactus									
163989295																																																											UGENT	nematodes			PreservedSpecimen					100214																																																					UNITED KINGDOM					Ex. Broadbalk Wilderness wooded RES																																																				paratype: 4 f ,														Helicotylenchus paxilli								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus		paxilli									
163989321																																																											UGENT	nematodes			PreservedSpecimen					100229																																																					BRUNEI DARUSSALAM					Capsicum annuum, soil, wth Peregrine																																																				paratype: 1 m ,														Neomalenchus ovalis								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Neomalenchus		ovalis									
163989338																																																											UGENT	nematodes			PreservedSpecimen					100252																																																																																																																												Helicotylenchus sandersae								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus		sandersae									
163989413																																																											UGENT	nematodes			PreservedSpecimen					100332																																																					KOREA, REPUBLIC OF					Apple; An-Shim-Nyon																																																																		Hemicycliophora koreana								Animalia	Nemata	Chromadorea	Rhabditida	Hemicycliophoridae	Hemicycliophora		koreana									
163989415																																																											UGENT	nematodes			PreservedSpecimen					100334																																																					KOREA, REPUBLIC OF					Apple; An-Shim-Nyon																																																				paratype: 8 f, 3 juv. ,														Hemicycliophora koreana								Animalia	Nemata	Chromadorea	Rhabditida	Hemicycliophoridae	Hemicycliophora		koreana									
163989428																																																											UGENT	nematodes			PreservedSpecimen					100369																																																					INDIA					Banana mura paradisiaca?; Thao Bal, Manipur																																																				paratype: 1 female ,														Imphalenchus indicus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Imphalenchus		indicus									
163989482																																																											UGENT	nematodes			PreservedSpecimen					100436																																																																																																																												Paracanthonchus caecus								Animalia	Nemata	Chromadorea	Chromadorida	Cyatholaimidae	Paracanthonchus		caecus									
163989765																																																											UGENT	nematodes			PreservedSpecimen					100534																																																																																																														paratype: f ,														Oncholaimus balli								Animalia	Nemata	Enoplea	Enoplida	Oncholaimidae	Oncholaimus		balli									
163989787																																																											UGENT	nematodes			PreservedSpecimen					100648																																																					CONGO, THE DEMOCRATIC REPUBLIC OF THE					4200m Ruwenzori Mousse Hépati Ques Marais de Nya..																																																				paralectotype 2 f														Laimydorus parafecundus								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Laimydorus		parafecundus									
163989812																																																											UGENT	nematodes			PreservedSpecimen					100726																																																					IRAN, ISLAMIC REPUBLIC OF					slootoever Zavareh																																																				paratype: 1 f ,														Hemicycliophora lutosoides								Animalia	Nemata	Chromadorea	Rhabditida	Hemicycliophoridae	Hemicycliophora		lutosoides									
163989836																																																											UGENT	nematodes			PreservedSpecimen					100832																															1985-11-25																						NETHERLANDS					Oostvoorne, grond duindoorn																																																				paratype: 1 f ,														Longidorus dunensis								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Longidorus		dunensis									
163989878																																																											UGENT	nematodes			PreservedSpecimen					101151																																																																																																																												Miculenchus salvus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Miculenchus		salvus									
163989900																																																											UGENT	nematodes			PreservedSpecimen					101367																															1962-06-29																																																																																													Paratylenchus (30A)								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		(30A)									
163989901																																																											UGENT	nematodes			PreservedSpecimen					101376																															1962-08-30																																																																																													Paratylenchus (30B)								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		(30B)									
163989919																																																											UGENT	nematodes			PreservedSpecimen					101587																															1962-04-06																																																																																													Paratylenchus 30A								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		30A									
163989927																																																											UGENT	nematodes			PreservedSpecimen					101670																															1962-05-05																																																																																													Hemicycliophora ? Conida								Animalia	Nemata	Chromadorea	Rhabditida	Hemicycliophoridae	Hemicycliophora		? Conida									
163989942																																																											UGENT	nematodes			PreservedSpecimen					101756																															1962-10-01																																																																																													Paratylenchus 30A								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchulidae	Paratylenchus		30A									
163990058																																																											UGENT	nematodes			PreservedSpecimen					100190																															1967-09-12																						AUSTRALIA					+/- 800m van Lizard Island,Great Barrrier Reef																																																				holotype: m ,														Tricoma timmi								Animalia	Nemata	Chromadorea	Desmoscolecida	Desmoscolecidae	Tricoma		timmi									
163990087																																																											UGENT	nematodes			PreservedSpecimen					100270																																																																																																																												Trichodorus orientalis								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		orientalis									
163990149																																																											UGENT	nematodes			PreservedSpecimen					100403																															1973-01-09																																																																															paratype: f ,														Stephanolaimus gandavensis								Animalia	Nemata	Chromadorea	Plectida	Leptolaimidae	Stephanolaimus		gandavensis									
163990172																																																											UGENT	nematodes			PreservedSpecimen					100496																															1978-01-23																						ARGENTINA					Potato field Balcarce																																																				holotype: f ,paratype: 1 f ,														Xiphidorus balcarceanus								Animalia	Nemata	Enoplea	Dorylaimida	Longidoridae	Xiphidorus		balcarceanus									
163990197																																																											UGENT	nematodes			PreservedSpecimen					100568																																																					CAMEROON					Palm tree																																																				holotype: f ,paratype: 1 m ,														Sclerolabia camerunensia E. Geraert, 1972								Animalia	Nemata				Sclerolabia		camerunensia				E. Geraert, 1972					
163990217																																																											UGENT	nematodes			PreservedSpecimen					100588																																																					CAMEROON					Palm tree																																																				paratype: 2 m ,														Willinema paraparvum E. Geraert, 1972								Animalia	Nemata	Enoplea	Dorylaimida	Dorylaimidae	Willinema		paraparvum				E. Geraert, 1972					
163990307																																																											UGENT	nematodes			PreservedSpecimen					100694																																																					ITALY					Piedmont 1, Pinus strobus																																																				holotype: f ,paratype: 3 f ,														Trichodorus taylori Mancine, 1980								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		taylori				Mancine, 1980					
163990353																																																											UGENT	nematodes			PreservedSpecimen					100743																																																																																																																												Richtersia mediterranea								Animalia	Nemata	Chromadorea	Chromadorida	Selachinematidae	Richtersia		mediterranea									
163990573																																																											UGENT	nematodes			PreservedSpecimen					100804																																																																																																																												Trichodorus petrusalberti								Animalia	Nemata	Enoplea	Triplonchida	Trichodoridae	Trichodorus		petrusalberti									
163990582																																																											UGENT	nematodes			PreservedSpecimen					100841																																																					KOREA, REPUBLIC OF					Rice-Oryza sativa, Yuga-Myon, Talsong Gun Kyungsangbukdo																																																				holotype: f ,paratype: 4 f ,														Proditylenchus longicauda								Animalia	Nemata	Chromadorea	Rhabditida	Anguinidae	Proditylenchus		longicauda									
163990589																																																											UGENT	nematodes			PreservedSpecimen					100859																																																																																																																												Rotylenchus cazorlensis								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		cazorlensis									
163990597																																																											UGENT	nematodes			PreservedSpecimen					100942																																																																																																																												Procamacolaimus tubifer Gerlach 1953 in Furstenberg & Vincx, 1988								Animalia	Nemata	Chromadorea	Plectida	Leptolaimidae	Procamacolaimus		tubifer				Gerlach 1953 in Furstenberg & Vincx, 1988					
163990624																																																											UGENT	nematodes			PreservedSpecimen					101115																																																																																																																												Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990674																																																											UGENT	nematodes			PreservedSpecimen					101247																															1961-12-27																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990703																																																											UGENT	nematodes			PreservedSpecimen					101328																															1962-06-01																																																																																													Tylenchus sp								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		sp									
163990715																																																											UGENT	nematodes			PreservedSpecimen					101353																															1962-06-14																																																																																													Rotylenchus goodeyi								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		goodeyi									
163990754																																																											UGENT	nematodes			PreservedSpecimen					101412																																																																																																																												Rotylenchus goodeyi								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		goodeyi									
163990761																																																											UGENT	nematodes			PreservedSpecimen					101438																																																																																																																												Thada cancellata								Animalia	Nemata	Chromadorea	Rhabditida	Anguinidae	Thada		cancellata									
163990776																																																											UGENT	nematodes			PreservedSpecimen					101466																															1962-02-15																																																																																													Tylenchorhynchus brevidem								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		brevidem									
163990785																																																											UGENT	nematodes			PreservedSpecimen					101486																															1962-02-23																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163990801																																																											UGENT	nematodes			PreservedSpecimen					101529																															1962-03-08																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990810																																																											UGENT	nematodes			PreservedSpecimen					101548																																																																																																																												Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990836																																																											UGENT	nematodes			PreservedSpecimen					101596																															1962-04-13																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990857																																																											UGENT	nematodes			PreservedSpecimen					101658																															1962-05-04																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163990867																																																											UGENT	nematodes			PreservedSpecimen					101676																															1962-05-09																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990887																																																											UGENT	nematodes			PreservedSpecimen					101724																															1962-09-13																																																																																													Pratylenchus crenatus								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		crenatus									
163990946																																																											UGENT	nematodes			PreservedSpecimen					101825																															1962-11-19																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163990957																																																											UGENT	nematodes			PreservedSpecimen					101847																															1962-12-04																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163991026																																																											UGENT	nematodes			PreservedSpecimen					101918																															1963-01-07																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163991050																																																											UGENT	nematodes			PreservedSpecimen					101960																																																																																																																												Rotylenchus uniformis								Animalia	Nemata	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchus		uniformis									
163991053																																																											UGENT	nematodes			PreservedSpecimen					101963																															1963-01-29																																																																																													Tylenchorhynchus dubius								Animalia	Nemata	Chromadorea	Rhabditida	Belonolaimidae	Tylenchorhynchus		dubius									
163991072																																																											UGENT	nematodes			PreservedSpecimen					101978																															1963-02-06																																																																																													Tylenchus agricola								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Tylenchus		agricola									
163991088																																																											UGENT	nematodes			PreservedSpecimen					101993																																																					NETHERLANDS					Wageningen, wei van Rooyem, witte klaver																																																																		Pratylenchus pratensis de Man								Animalia	Nemata	Chromadorea	Rhabditida	Pratylenchidae	Pratylenchus		pratensis de Man									
163991119																																																											UGENT	nematodes			PreservedSpecimen					100993																																																																																																																												Xyala striata								Animalia	Nemata				Xyala		striata									
893665533																																																											UGENT	nematodes			PreservedSpecimen					100645																															1983-09-20																																																																															paratype: 1f ,														Zanenchus memorosus								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Zanenchus		memorosus									
163987204																																																											UGENT	nematodes			PreservedSpecimen					100023																															1981-12-15																						BRAZIL					Km 45 Rodovia Manaus-Boas Vista, AM																																																																		Cucullitylenchus amazonensis								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Cucullitylenchus		amazonensis									
163987245																																																											UGENT	nematodes			PreservedSpecimen					100165																																																					INDIA					Grasse N.B. Gardens Howrah (W. Bengal)																																																				paratype: f. ,														Athernema unicus								Animalia	Nemata				Athernema		unicus									
163987302																																																											UGENT	nematodes			PreservedSpecimen					100486																															1961-10-19																						NICARAGUA					Banana-soil, 18N, Quint Ligia Cavaza																																																				paratype: 1 f ,														Coslenchus bisexualis								Animalia	Nemata	Chromadorea	Rhabditida	Tylenchidae	Coslenchus		bisexualis									
163987314																																																											UGENT	nematodes			PreservedSpecimen					100518																															1972-09-14																																																																																													Desmodora schulsi								Animalia	Nemata	Chromadorea	Desmodorida	Desmodoridae	Desmodora		schulsi									
163987350																																																											UGENT	nematodes			PreservedSpecimen					100679																															1983-01-19																						CHILE					Orange Bay,Hoste Island, moist soil beneath tundra																																																				paratype: 2 m ,														Criconema giardi								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Criconema		giardi									
163987384																																																											UGENT	nematodes			PreservedSpecimen					100787																															1983-01-19																						CHILE					Orange Bay, Hoste Island, soil under tundra																																																				paratype: 1 f ,														Criconema certesi								Animalia	Nemata	Chromadorea	Rhabditida	Criconematidae	Criconema		certesi									
