"Abbrev","Slide-nbr","Genus","species","Author","Year","Synoniems","Phylum","Classis","Subclassis","Ordo","Subordo","Infraordo","Superfamilia","Familia","Subfamilia","Old number","nbr of specimens of main/typecies","Total nbr of specimens in slide","Holotype","Allotype","Paratypes","Other types","Others","Type locality","Locality","Country","Date","Article","Reference","Specifications","Other species","Determination","Cobb-slide","Glass-slide","Present","Absent","Sent in loan to","Loandoucment","Controle"
"UGMD",103066,"Boleodorus","thylactus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchidae",,"ZIRUG3066","1/-/-","8",,,,,TRUE,,"Wheat, Karadj/ Iran","Iran","1967-09-11 00:00:00","Repr-",,,"D. destructor 1/-/-, N. affinis -/2/-, T. filif. Com. (thornei)-/1/-, A. avenae -/1/-, saprof. 2",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103067,"Boleodorus","thylactus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchidae",,"ZIRUG3067","2/-/1","12",,,,,TRUE,,"Wheat, Karadj/ Iran","Iran","1967-09-11 00:00:00","Repr-",,"nog 4 extra te determineren","Paraphelenchus basili -/1/-, N. affinis 1/-/-, A. avenae 1/-/2, 4 extra te determineren",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",102509,"Aporcelaimus",,,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Dorylaimoidea","Aporceliamidae",,"ZIRUG2509","1/-/-","1",,,,,FALSE,,"Virelles 6,host, Carpinus 18",,,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",102510,"Mylonchulus","brachyuris",,0,,"Nematoda","Enoplea","Dorylaimia","Mononchida","Mononchina",,"Mononchoidea","Mononchidae",,"ZIRUG2510","1/-/1","4",,,,,TRUE,,"Virelles 6,host, Carpinus 18",,,"Repr-",,,"Anatonchus tridentatus -/-/1; Tripyla filicaudata -/-/1",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",102511,"Anatonchus","tridentatus",,0,,"Nematoda","Enoplea","Dorylaimia","Mononchida","Mononchina",,"Anatonchoidea","Anatonchidae",,"ZIRUG2511","1/1/2","4",,,,,FALSE,,"Virelles 6,host, Carpinus 18",,,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",102512,"Anatonchus","tridentatus",,0,,"Nematoda","Enoplea","Dorylaimia","Mononchida","Mononchina",,"Anatonchoidea","Anatonchidae",,"ZIRUG2512","-/-/3","3",,,,,FALSE,,"Virelles 6,host, Carpinus 18",,,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",102513,"Anatonchus","tridentatus",,0,,"Nematoda","Enoplea","Dorylaimia","Mononchida","Mononchina",,"Anatonchoidea","Anatonchidae",,"ZIRUG2513","1/0/2","3",,,,,FALSE,,"Virelles 6,host, Carpinus 18",,,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",102514,"Dorylaimus",,,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Dorylaimoidea","Dorylaimidae",,"ZIRUG2514","1/-/-","4",,,,,TRUE,,"Virelles 6,host, Carpinus 18",,,"Repr-",,,"Aporcelaimus -/-/3",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",102515,"Tripyla","filicaudata",,0,,"Nematoda","Enoplea","Enoplia","Triplonchida","Tripylina",,"Triploidea","Tripylidae",,"ZIRUG2515","1/-/-","4",,,,,TRUE,,"Virelles 6,host, Caprinus 18",,,"Repr-",,,"Dorylaimus 1/-/-; Aporcelaimus -/-/2",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",102516,"Mesodorylaimus",,,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Dorylaimoidea","Dorylaimidae",,"ZIRUG2516","2/-/-","4",,,,,TRUE,,"Virelles 6,host, Carpinus 18",,,"Repr-",,,"Aporcelaimus -/-/2",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",102517,"Xenocriconemella","macrodora",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG2517","6/-/1","7",,,,,FALSE,,"Virelles 2,host, Quercus 14",,,"Repr-",,"Vaak ook bij genus Criconema gerekend",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",102518,"Tylenchus",,,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchidae",,"ZIRUG2518","2/-/-","5",,,,,TRUE,,"Virelles 2,host, Quercus 14",,,"Repr-",,"Cephalobus nog eens bekijken, er staat een vraagteken bij","Boleodorus thylactus -/1/-; Cephalobus 1/-/1",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103681,"Seinura","demani",,,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Aphelenchidae",,"ZIRUG3681","1/-/-","1",,,,"Neoparatype",TRUE,,,,,"Repr-",,"10064",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103682,"Seinura","demani",,,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Aphelenchidae",,"ZIRUG3682","1/-/-","1",,,,"Neoparatype",TRUE,,,,,"Repr-",,"10064",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103683,"Seinura","demani",,,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Aphelenchidae",,"ZIRUG3683","-/1/-","1",,,,"Neoparatype",TRUE,,,,,"Repr-",,"10064",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103684,"Hemicriconemoides","taiwanensis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3684","8/-/-","8",,,"8 females",,FALSE,"Awar Point mangrove onder Pandanus",,,,"Repr-",,"PNG 1361, coll 18/6/82, Grootaert",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103685,"Hemicriconemoides","taiwanensis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3685","8/-/-","8",,,"8 females",,FALSE,"Awar Point mangrove onder Pandanus",,,,"Repr-",,"PNG 1363, coll 18/6/82, Grootaert",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103686,"Hemicriconemoides","taiwanensis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3686","3/-/-","6",,,"3 females",,TRUE,"Boroibus",,"Papua New Guinea",,"Repr-",,"PNG 1334, coll 18/6/82, Grootaert","H. mangiferae 3/-/-",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103687,"Hemicriconemoides","cocoplullus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3687","3/-/-","7",,,,,TRUE,,,,,"Repr-",,"PNG 1146","Meloidogyne -/4/-",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103688,"Ogma","gracile",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3688","7/-/-","10",,,,,TRUE,,"Boroi bush","Papua New Guinea",,"Repr-",,"PNG 1335,coll. P. Grootaert 16/6/82","Hemicriconemoides cocoplullus 3/-/-",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103689,"Hemicriconemoides","cocoplullus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3689","1/-/-","6",,,,,TRUE,,,,,"Repr-",,"PNG 1146","H. obtussus 3/-/1, Heterocephalobus 1/-/-",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103690,"Ogma","civellae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3690","10/-/-","10",,,,,FALSE,,"Awar Point","Papua New Guinea",,"Repr-",,"PNG 1156,coll. P. Grootaert 16/6/82",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103691,"Ogma","civellae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG3691","-/-/1","8",,,,,TRUE,,"Awar Point","Papua New Guinea",,"Repr-",,"PNG 1156,coll. P. Grootaert 16/6/82, 7 nog te determineren","Nog 7 extra te determineren",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103692,"Pratylenchus","gutierrezi",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Pratylenchidae",,"ZIRUG3692","3/-/-","3",,,"3 females",,FALSE,"Coffeae arrabica",,"Costa Rica",,"Repr-",,"Coll. R. Lopez Recd 20/3/91",,,FALSE,TRUE,TRUE,FALSE,,"U",
"UGMD",103693,"Pratylenchus","gutierrezi",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Pratylenchidae",,"ZIRUG3693","-/2/-","2",,,"3 females",,FALSE,"Coffeae arrabica",,"Costa Rica",,"Repr-",,"Coll. R. Lopez Recd 20/3/91",,,FALSE,TRUE,TRUE,FALSE,,"U",
"UGMD",103694,"Helicotylenchus","neoformis?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Hoplolaimidae",,"ZIRUG3694",,,,,,,FALSE,,"Marais","Zuid Afrika",,"Repr-",,"tvli 1343, het preparaat is gebroken en uitgedroogd er werden geen nematoden terug gevonden",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103695,"Helicotylenchus","neoformis?",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Hoplolaimidae",,"ZIRUG3695","2/1/-","4",,,,,TRUE,,"Marais","Zuid Afrika",,"Repr-",,"tvli 1343","Scutellonema brachyurus 1/-/-",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103696,"Stictylus","mucronatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Neotylenchidae",,"ZIRUG3696","14/10/-","24",,,,,FALSE,,"Rhizoctonia cerealis",,,"Repr-",,"kill heat, fix TAF, hot L.ph+Cot. Blue, Mounted in hactophenol, plate culture origin, 1 vrouwtje RES lavender",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103697,"Stictylus","mucronatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Neotylenchidae",,"ZIRUG3697","?","15",,,,,FALSE,,"Rhizoctonia cerealis",,,"Repr-",,"kill heat, fix TAF, hot L.ph+Cot. Blue, Mounted in hactophenol, plate culture origin",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103698,"Stictylus","mucronatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Neotylenchidae",,"ZIRUG3698",,,,,,,FALSE,,"Rhizoctonia cerealis",,,"Repr-",,"kill heat, fix TAF, hot L.ph+Cot. Blue, Mounted in hactophenol, plate culture origin, er zijn te veel nematoden aanwezig en er kan onmogelijk een schema gemaakt worden wel zijn de verschillende geslachten (mannetjes, vrouwtjes, juvenielen) aanwezig maar deze liggen kriskras door en op elkaar",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104005,"Monhystrella","lepidura chinensis",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysteroidea","Monhysteridae",,"MDNC4005","2","10",,,"2 females",,TRUE," Li- river,yangdi",,"China","1990-04-19 00:00:00","Repr-",,"n.subsp., I-1; aangevraagd door August Coomans","1f Monhystrella macrura;",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104006,"Monhystrella","lepidura chinensis",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysteroidea","Monhysteridae",,"MDNC4006","2","10",,,"2 females",,TRUE,"Zytax river, Guilin",,"China","1990-04-19 00:00:00","Repr-",,"n.subsp; aangevraagd door August Coomans",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104007,"Eumonhystera","huruii",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysteroidea","Monhysteridae",,"MDNC4007","2","11","1 f (+egg)",,"1 female",,TRUE,"Tributary Li-river",,"China","1990-04-19 00:00:00","Repr-",,"n.subsp; holotype + egg; aangevraagd door August Coomans",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104008,"Eumonhystera","huruii",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysteroidea","Monhysteridae",,"MDNC4008","1","1",,,"1 female",,FALSE,"Li-river,yangdi",,"China","1990-04-19 00:00:00","Repr-",,"n.subsp; aangevraagd door August Coomans",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104009,"Eumonhystera","huruii",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysteroidea","Monhysteridae",,"MDNC4009","1","4",,,"1 female",,TRUE,"Tributary Li-river",,"China","1990-04-19 00:00:00","Repr-",,"n.subsp; aangevraagd door August Coomans","1 male Diplogasterid ,2 females Achromadora",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104010,"Eumonhystera","huruii",,,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Monhysteroidea","Monhysteridae",,"MDNC4010","1","3",,,"1 female",,TRUE,"Tributary Li-river",,"China","1990-04-19 00:00:00","Repr-",,"n.subsp; aangevraagd door August Coomans","1  female Achromadora,1f Acrobeloides",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104011,"Trichodorus","gilanensis",,,,"Nematoda","Enoplea","Enoplia","Triplonchida","Diphterophorina",,"Diphterophoroidea","Trichodoridae",,"MDNC 4011",,,,,,,FALSE,,,,,"Repr-",,"Het preparaat is weg, op preparaat map staat ook nog Frieda",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",104012,"Trichodorus","gilanensis",,,,"Nematoda","Enoplea","Enoplia","Triplonchida","Diphterophorina",,"Diphterophoroidea","Trichodoridae",,"MDNC4012",,,,,,,FALSE,,,,,"Repr-",,"Het preparaat is weg, op preparaat map staat ook nog Frieda",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",104013,"Trichodorus","gilanensis",,,,"Nematoda","Enoplea","Enoplia","Triplonchida","Diphterophorina",,"Diphterophoroidea","Trichodoridae",,"MDNC4013",,,,,,,FALSE,,,,,"Repr-",,"Het preparaat is weg, op preparaat map staat ook nog Frieda",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",104014,"Parapalus","arboricola",,,,"Nematoda","Enoplea","Enoplia","Dorylaimida","?",,"?","Qudsianematidae",,"MDNC4014","4","4",,,,,FALSE,"Acosa,Agujas",,"Costa Rica","1998-02-07 00:00:00","Repr-",,"2 females,2 males",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104015,"Brasilaimus","vinciguerrae",,,,"Nematoda","Adenophorea","Enoplia","Dorylaimida","?",,,"Actinolaimidae",,"MDNC4015","1","1",,,,,FALSE,"ACG,Maritza",,"Costa Rica","1997-11-22 00:00:00","Repr-",,"1 female",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104016,"Ibionema","biliforme",,,,"Nematoda","Enoplea","Enoplia","Dorylaimida","?",,"?","Qudsianematidae ?",,"MDNC4016","1","2",,,,,TRUE,"Tapanti,sendero",,"Costa Rica","1997-03-25 00:00:00","Repr-",,"1 female","2 males Eudorylaimus",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104017,"Ibionema","biliforme",,,,"Nematoda","Enoplea","Enoplia","Dorylaimida","?",,"?","Qudsianematidae ?",,"MDNC4017","1","1",,,,,FALSE,"Tapanti,sendero","Oropendola","Costa Rica","1997-03-25 00:00:00","Repr-",,"1 female",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104018,"Ibionema","biliforme",,,,"Nematoda","Enoplea","Enoplia","Dorylaimida","?",,"?","Qudsianematidae ?",,"MDNC4018","1","1",,,,,FALSE,"Tapanti,sendero","Oropendola","Costa Rica","1997-03-25 00:00:00","Repr-",,"1 male",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104019,"Anonchus","pulcher","Zullini & Loof",,,"Nematoda","Adenophorea","Chromadoria","Chromadorida","Leptolaimina",,,"Leptolaimidae","Anonchinae","MDNC4019","3","3",,,,,FALSE,"Agujas,Agosto",,"Costa Rica","1997-08-11 00:00:00","Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104020,"Mononchus","laminatus","Zullini & Loof",,,"Nematoda","Adenophorea","Enoplia","Dorylaimida",,,,"Mononchidae","Mononchoidea","MDNC4020","1","1",,,,,FALSE,"San Jose de la Montana",,"Costa Rica","1997-10-12 00:00:00","Repr-",,,,,TRUE,FALSE,FALSE,FALSE,,"U",
"UGMD",104021,"Glochinema","trispinatum","Raes, Vanreusel & Decraemer",2003,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Epsilonematidae","Glochinematinae","MDNC4021","3","9",,,"1 male Juv III, Juv IV",,TRUE,,,,,"Repr-104021",,"Aangebracht door Maarten Raes.psb box4? Spoel spous","Trefusia,Microlaimus,Pselionema,Chromadorina,Marylynnia",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104022,"Glochinema","trispinatum","Raes, Vanreusel & Decraemer",2003,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Epsilonematidae","Glochinematinae","MDNC4022","1","9",,"1 female gravid","1 female nom gravid",,TRUE,,,,,"Repr-104021",,"Aangebracht door Maarten Raes.psb box 4 v ,nog 2 extra te determineren","BATHYEPSILONEMA LOPHELIAE PARATYPE NON-GRAVID FEMALE,Metadesmolaimus,Neochromadora,Theristus,Metadasynemella,Calomicrolaimus",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104023,"Glochinema","trispinatum","Raes, Vanreusel & Decraemer",2003,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Epsilonematidae","Glochinematinae","MDNC4023","1","7",,,"juvenile II",,TRUE,,,,,"Repr-104021",,"Aangebracht door Maarten Raes.psb box 4?","Sabatieria,Pselionema,Retrotheristus,Aegialolaimus",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104024,"Glochinema","trispinatum","Raes, Vanreusel & Decraemer",2003,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Epsilonematidae","Glochinematinae","MDNC4024","1","10",,,"  Juvenile III,",,TRUE,,,,,"Repr-104021",,"Aangebracht door Maarten Raes.psb box 4?","Pselionema,Anticoma,Halalaimus,Theristus,Desmoscolex,Acantholaimus",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104025,"Glochinema","trispinatum","Raes, Vanreusel & Decraemer",2003,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Epsilonematidae","Glochinematinae","MDNC4025","1","7",,,"Juvenile  IV",,TRUE,,,,,"Repr-104021",,"Aangebracht door Maarten Raes.box 4 BR","Nemanema,Monhystera,Sabatieria,Desmoscolex,Pareurystomina,Viscosia",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104026,"Epsilonema","multispiralum","Raes et",,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Epsilonematidae",,"MDNC4026","1","8",,,"1male",,TRUE,"Porcupine Seabight,Belgica mound province (51degrees 24'48.2''N  11degrees 45'55.4''W, depth 1005m; box IV 2000)",,,,"Repr-",,"Aangebracht door Maarten Raes.psb box 4?","Desmoscolex,Tricoma,Metadesmolaimus,Indet,Anticoma",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104027,"Epsilonema","multispiralum","Raes et",,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Epsilonematidae",,"MDNC4027","3","3",,"1 female gravid","Juvenile  IV,1 male",,FALSE,"Porcupine Seabight,Belgica mound province (51degrees 24'48.2''N  11degrees 45'55.4''W, depth 1005m; box IV 2000)",,,,"Repr-",,"Aangebracht door Maarten Raes??","Desmoscolex,Tricoma,Metadesmolaimus,Indet,Anticoma",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104028,"Epsilonema","multispiralum","Raes et",,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Epsilonematidae",,"MDNC4028","2","10",,,"juvenile II,female gravid",,TRUE,"Porcupine Seabight,Belgica mound province (51degrees 24'48.2''N  11degrees 45'55.4''W, depth 1005m; box IV 2000)",,,,"Repr-",,"Aangebracht door Maarten Raes.YR2.9","Monhystera,Ceramonema,Sabatieria,Halalaimus,Pselionema,Tricoma",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",104029,"Tenuidraconema","parvospermis","Raes, Decraemer & Vanreusel",,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Draconematidae",,"MDNC4029","1","10",,,"female","paratype juvenile III of Epsilonema multispiralum",TRUE,"Porcupine Seabight,Belgica mound province (51degrees 24'48.2''N  11degrees 45'55.4''W, depth 1005m; box IV 2000)",,,,"Repr-104128"," Raes,Decraemer & Vanreusel, xxxx.  Draconematidae  (Nematoda) from cold-water corals in the Porcupine Seabight; the genus Tenuidraconema Decraemer, 1989.  xxxxx, - .","preparaat afwezig","Epsilonema multispiralum, paratype juv III.  Acantholaimus,Paracantonchus.Tenuidraconema.Molgolaimus.Cygnonema.",,FALSE,FALSE,FALSE,TRUE,,"U",
"UGMD",103556,"Bathyepsilonema","anulosum",,1989,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Epsilonematidae",,"ZIRUG3556","10/-/-","10",,,,,FALSE,,,"kenya",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103557,"preparaat ontbreekt",,,0,,,,,,,,,,,"ZIRUG3557",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U",
"UGMD",103558,"Polkepsilonema","mombosae",,1988,,"Nematoda","Chromadorea","Chromadoria","Chromadorida","Desmodorina",,"Desmodoroidea","Epsilonematidae",,"ZIRUG3558",,"9",,,,,FALSE,,,,,"Repr-",,,"Pternepsilonema servezae (?)",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103559,"Polkepsilonema","mombosae",,1988,,"Nematoda","Chromadorea","Chromadoria","Chromadorida","Desmodorina",,"Desmodoroidea","Epsilonematidae",,"ZIRUG3559","1/-/-","2",,,,,FALSE,,,"kenya",,"Repr-",,,"Pterneps. ser. 1/-/-",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",103560,"Basiria","sp",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchidae",,"ZIRUG3560","3/1/-","4",,,,,FALSE,,,,,"Repr-",,,,,FALSE,TRUE,TRUE,FALSE,,"U",
"UGMD",103561,"Euteratocephalus","punctatus",,1975,,"Nematoda","Chromadorea","Chromadoria","Rhabditida",,,"Teratocephaloidea","Teratocephalidae",,"ZIRUG3561","1/-/-","1","f",,,,FALSE,"Kenia Flut tarn Mount Kenya",,,"1975-07-27 00:00:00","Repr-",,"D de Waele",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103562,"Euteratocephalus","punctatus",,1975,,"Nematoda","Chromadorea","Chromadoria","Rhabditida",,,"Teratocephaloidea","Teratocephalidae",,"ZIRUG3562","1/-/-","10",,,"f",,FALSE,"Kenia Hall Tarn",,,"1975-08-05 00:00:00","Repr-",,"D de Waele","9 rest?",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103563,"Euteratocephalus","punctatus",,1975,,"Nematoda","Chromadorea","Chromadoria","Rhabditida",,,"Teratocephaloidea","Teratocephalidae",,"ZIRUG3563",,"7",,,"f",,FALSE,"Kenia Hut Tarn Mount Kenya",,,"1975-07-27 00:00:00","Repr-",,"D de Waele",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103564,"Euteratocephalus","punctatus",,1975,,"Nematoda","Chromadorea","Chromadoria","Rhabditida",,,"Teratocephaloidea","Teratocephalidae",,"ZIRUG3564",,"10",,,"f",,FALSE,"Kenia Hut Tarn Mount Kenya",,,"1975-07-27 00:00:00","Repr-",,"D de Waele",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103565,"Acrobeles","sp",,1986,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG3565","1/-/-","3",,,,,FALSE,,,,"1986-07-30 00:00:00","Repr-",,"A. Coomans en J. Heyns; SWAYS Gobabeb-op duine (?)","Chiloplacus longiutenis 1/1/-",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103566,"Tylencholaimus","sp",,1986,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Tylencholaimoidea","Tylencholaimidae",,"ZIRUG3566","4/-/-","6",,,,,FALSE,,,,"1986-07-30 00:00:00","Repr-",,"Acrobeles seelyae -/1/- paratype niet teruggevonden; SWA 50 Gobabelo-Oos van Homeb. A.Coomans en J.Heyns","Zeldia 1/-/-, Chephalobino. 1/-/-",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103567,"Seleborca","welwitchia",,1986,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG3567","1/3/1","5",,,"1/3/1",,FALSE,,,,"1986-06-01 00:00:00","Repr-",,"Globabeb-random",,,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103568,"Seleborca","welwitchia",,1986,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG3568","1/1/-","6",,,,,FALSE,,,,"1986-06-01 00:00:00","Repr-",,"Globabeb-random welwitchia mirabilis","Chiloplacus -/1/-, Acrobeles -/-/1, 2 rest?",,TRUE,FALSE,TRUE,FALSE,,"U",
"UGMD",103569,"Seleborca","sp (onleesbaar)",,1983,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG3569","1/1/-","3",,,"f,m",,FALSE,,,,"1983-07-21 00:00:00","Repr-",,"Etosha w.t. Fisherpan J.Heyns","Acrobeles 1/-/-",,TRUE,FALSE,TRUE,FALSE,,"U",
