"Abbrev","Slide-nbr","Genus","species","Author","Year","Synoniems","Phylum","Classis","Subclassis","Ordo","Subordo","Infraordo","Superfamilia","Familia","Subfamilia","Old number","nbr of specimens of main/typecies","Total nbr of specimens in slide","Holotype","Allotype","Paratypes","Other types","Others","Type locality","Locality","Country","Date","Article","Reference","Specifications","Other species","Determination","Cobb-slide","Glass-slide","Present","Absent","Sent in loan to","Loandoucment","Controle"
"UGMD",102755,"Dorylaimoides","bulbosus",,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Tylencholaimoidea","Leptonchidae",,"ZIRUG2755","3/-/-","3",,,,,FALSE,,,,,"Repr-",,,"? Tariania vulbosa?",,FALSE,TRUE,TRUE,FALSE,,"U",
"UGMD",100001,"Metacrobeles","tesselatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 001",,"5","m",,"1 m, 1 f",,FALSE,,,,,"Repr-",,"CDH61",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100002,"Metacrobeles","tesselatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 002",,"6",,,,,TRUE,,,"Senegal",,"Repr-",,"4 f., 1 juv.1022; CDH Pc 100","Discolaimoide 4 juv, Discolaimus 1juv",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100003,"Metacrobeles","tesselatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 003",,"5",,,,,TRUE,,,"Senegal",,"Repr-",,"1 f., 1 juv., 4 f.; 1013 GDH G1","Bathyodontus f, Aporcelaimus juv",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100004,"Metacrobeles","tesselatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 004",,"5",,,,,TRUE,,,"Senegal",,"Repr-",,"1 juv; CDH 1014 G1","Discolaimoide 2 juv; Zeldia 1 juv; Acrobeles 1 juv",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100005,"Metacrobeles","tesselatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 005",,"5",,,,,FALSE,,,"Senegal",,"Repr-",,"5 m; 1023 CDH G2",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100006,"Metacrobeles","tesselatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 006",,"5",,,,,FALSE,,,"Senegal",,"Repr-",,"2 m; 3 f; 1025 CDH G2 PB 300",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100007,"Metacrobeles","tesselatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 007",,"6",,,,,TRUE,,,"Senegal",,"Repr-",,"1 m; 1016 G1+ DBx300","Bathyodontus 2 f, 2 juv; Zeldia 1 f",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100008,"Chiloplacus","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 008",,"1","f",,,,FALSE,"Drongen",,"Belgium",,"Repr-",,"februari 1958",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100009,"Metacrobeles","tesselatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 009",,"5",,,,,TRUE,,,"Senegal",,"Repr-",,"4 m, 1 juv; 1022 CDH PC 100","Acrobeles 4 f",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100010,"Diplopeltula","pulchra","Vincx & Gourbault",0,,"Nematoda","Chromadorea","Chromadoria","Araelaimida","Araeolaimida",,"Axonolaimoidea","Diplopeltidae",,"ZIRUG 010",,"7",,,,,FALSE,,,,"1972-06-28 00:00:00","Repr-",,"m 1; M22",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100011,"Diplopeltula","pulchra",,0,,"Nematoda","Chromadorea","Chromadoria","Araelaimida","Araeolaimida",,"Axonolaimoidea","Diplopeltidae",,"ZIRUG 011",,"8",,,,,FALSE,,,,"1972-09-26 00:00:00","Repr-",," f 1; M22",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100012,"Diplopeltula","pulchra","Vincx & Gourbault",0,,"Nematoda","Chromadorea","Chromadoria","Araelaimida","Araeolaimida",,"Axonolaimoidea","Diplopeltidae",,"ZIRUG 012",,"5",,,,,FALSE,,,,"1972-02-28 00:00:00","Repr-",,"1 m; 1323;",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100013,"Diplopeltula","striolata","Vincx & Gourbault",0,,"Nematoda","Chromadorea","Chromadoria","Araelaimida","Araeolaimida",,"Axonolaimoidea","Diplopeltidae",,"ZIRUG 013",,"6",,,,,FALSE,,,,"1972-01-07 00:00:00","Repr-",,"1 m; M8;",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100014,"Diplopeltula","curta",,0,,"Nematoda","Chromadorea","Chromadoria","Araelaimida","Araeolaimida",,"Axonolaimoidea","Diplopeltidae",,"ZIRUG 014",,"8",,,,,FALSE,,,,"1972-05-12 00:00:00","Repr-",,"1 m; 1127; LICHT BESCHADIGD",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100015,"Diplopeltula","nellyae","Vincx & Gourbault",0,,"Nematoda","Chromadorea","Chromadoria","Araelaimida","Araeolaimida",,"Axonolaimoidea","Diplopeltidae",,"ZIRUG 015",,"5",,,,,FALSE,,,,,"Repr-",,"2 m;CAL 39",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100016,"Diplopeltula","nellyae","Vincx & Gourbault",0,,"Nematoda","Chromadorea","Chromadoria","Araelaimida","Araeolaimida",,"Axonolaimoidea","Diplopeltidae",,"ZIRUG 016",,"4",,,,,FALSE,,,,,"Repr-",,"1 m;CAL 50",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100017,"Diplopeltula","indica","Gerlach",0,,"Nematoda","Chromadorea","Chromadoria","Araelaimida","Araeolaimida",,"Axonolaimoidea","Diplopeltidae",,"ZIRUG 017",,"4",,,,,FALSE,,,,,"Repr-",,"1m; DES 39; Gerlach 1962",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100018,"Pseudochromadora","incubans",,0,,,,,,,,,,,"ZIRUG 018",,,,,,,FALSE,,,,,"Repr-",,"Pseudochromadocu incubum?",,,FALSE,FALSE,FALSE,FALSE,,"U-",
"UGMD",100019,"Pseudochromadora","incubans",,0,,,,,,,,,,,"ZIRUG 019",,,,,,,FALSE,,,,,"Repr-",,"id 18",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100020,"Croconema","otti",,0,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Desmodoridae",,"ZIRUG 020",,,,,,,FALSE,,,,,"Repr-",,"Croconema otti",,,FALSE,FALSE,FALSE,TRUE,"August Coomans, 03/06/1988","U-",
"UGMD",100021,"Cucullitylenchus","amazonensis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchidae",,"ZIRUG 021",,"1",,,,,FALSE,,"Km 45 Rodovia Manaus-Boas Vista, AM","Brasil","1981-12-15 00:00:00","Repr-",,"1 f gen.n.sp.n.; 1982; C.S. Huang J.E. Cares; VERZEGELEN",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100022,"Cucullitylenchus","amazonensis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchidae",,"ZIRUG 022",,"19",,,,,FALSE,,"Km 45 Rodovia Manaus-Boas Vista, AM","Brasil","1981-12-15 00:00:00","Repr-",,"1 f gen.n.sp.n.; 1982; C.S. Huang J.E. Cares",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100023,"Cucullitylenchus","amazonensis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchidae",,"ZIRUG 023",,"2",,,,,FALSE,,"Km 45 Rodovia Manaus-Boas Vista, AM","Brasil","1981-12-15 00:00:00","Repr-",,"1 m gen.n.sp.; 1982; C.S. Huang J.E. Cares; VERZEGELEN!",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100024,"Cucullitylenchus","amazonensis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchidae",,"ZIRUG 024",,"4",,,,,FALSE,,,,,"Repr-",,"1 f",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100025,"Xiphinema","clavicaudatum",,0,,,,,"Dorylaimida",,,"Dorylaimoidea","Longidoridae",,"ZIRUG 025",,,,,,,FALSE,,,,,"Repr-",,"Xiphinema clavicaudatum; August Coomans; Crust 03/06/1988 AC",,,FALSE,FALSE,FALSE,TRUE,"August Coomans, 03/06/1988","U-",
"UGMD",100026,"Xiphinema","clavicaudatum",,0,,,,,"Dorylaimida",,,"Dorylaimoidea","Longidoridae",,"ZIRUG 026",,,,,,,FALSE,,,,,"Repr-",,"id 25",,,FALSE,FALSE,FALSE,TRUE,"August Coomans, 03/06/1988","U-",
"UGMD",100027,"Paralongidorus","cebensis",,0,,,,,,,,,,,"ZIRUG 027",,,,,"f",,FALSE,,,,,"Repr-",,"Paralongidorus cebensis par f; Decraemer Heyns",,,FALSE,FALSE,FALSE,TRUE,"Decraemer en Heyns","U-",
"UGMD",100028,"Theristus","tessae",,0,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Sphaerolaimoidea","Xyalidae",,"ZIRUG 028",,"1","f",,,,FALSE,"Ai-Ais",,"Namibia","1986-07-31 00:00:00","Repr-",,"Coll L.J. Jacobs",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100029,"Chronogaster",,,0,,"Nematoda","Chromadorea","Chromadoria","Plectida",,,"Leptolaimoidea","Leptolaimidae",,"ZIRUG 029",,"5",,,,,TRUE,,,,"1986-07-31 00:00:00","Repr-",,"4 f; Coll L.J. Jacobs","Theristus tessae par.m",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100030,"Theristus","tessae",,0,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Sphaerolaimoidea","Xyalidae",,"ZIRUG 030",,"1",,,"1 f",,FALSE,"Ai-Ais",,"Namibia","1986-07-31 00:00:00","Repr-",,"Coll L.J. Jacobs",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100031,"Theristus","tessae",,0,,"Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina",,"Sphaerolaimoidea","Xyalidae",,"ZIRUG 031",,"1",,,"1 f",,FALSE,,,,,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100032,"Belondira","tumicauda",,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Belondiroidea","Belondiridae",,"ZIRUG 032",,"4 of 6","f",,"1 juv",,FALSE,"Vieux Kild-Zere-plantage Ituri",,"Congo",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100033,"Discolaimus",,,0,,,,,,,,,,,"ZIRUG 033",,,,,,,FALSE,,,,,"Repr-",,"Discolai; BC 86;",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100034,"Xiphinema","basilgoodeyi",,0,,"Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina",,"Dorylaimoidea","Longidoridae",,"ZIRUG 034",,"7","f",,"2 f",,FALSE,,,,,"Repr-",,"2L2, 1L4; BCN 90; Nicka monster 1",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100035,"Discolaimus",,,0,,,,,,,,,,,"ZIRUG 035",,,,,,,FALSE,,,,,"Repr-",,"Discola; BC 91",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100036,"Oncholaimus","deconincki",,0,,,,,,,,,,,"ZIRUG 036",,,,,,,FALSE,,,,,"Repr-",,"Oncholaimu deconinck",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100037,"Oncholaimus","deconincki",,0,,,,,,,,,,,"ZIRUG 037",,,,,,,FALSE,,,,,"Repr-",,"Oncholaimu deconinck",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100038,"Croconema","otti",,0,,,,,,,,,,,"ZIRUG 038",,,,,,,FALSE,,,,,"Repr-",,"Croconema otti",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100039,"Perspiria","megamphidia",,0,,,,,,,,,,,"ZIRUG 039",,"3",,,,,FALSE,,,,,"Repr-",,,,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100040,"Perspiria","papillata",,0,,,,,,,,,,,"ZIRUG 040",,"5",,,,,FALSE,,,,,"Repr-",,"2 juv?; 1m; verborgen onder nagellak; R7p33",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100041,"Meloinema","kerongense",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea",,,"ZIRUG 041",,"2",,,,,FALSE,,"Broadleaf Lilac, Kerong Mt","Korea","1973-11-20 00:00:00","Repr-",,"swollen parts of 2 females",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100042,"Meloinema","kerongense",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea",,,"ZIRUG 042",,"1",,,,,FALSE,,"Broadleaf Lilac, Kerong Mt","Korea","1973-11-20 00:00:00","Repr-",,"1 female",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100043,"Meloinema","kerongense",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea",,,"ZIRUG 043",,"1",,,,,FALSE,,"Broadleaf Lilac, Kerong Mt","Korea","1973-11-20 00:00:00","Repr-",,"1 female head part",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100044,"Discocriconemella","limitanea",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 044",,"4",,,,,FALSE,,"Pasoh Forest, Negeri Sembilan","Malaysia",,"Repr-",,"8/1973; 4 male",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100045,"Discocriconemella","limitanea",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 045",,"13",,,,,FALSE,,"Pasoh Forest, Negeri Sembilan","Malaysia",,"Repr-",,"8/1973; 13 female",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100046,"Discocriconemella","macramphidia",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 046",,,,,,,FALSE,,"Pasoh Forest, Negeri Sembilan","Malaysia",,"Repr-",,"8/1973; 468B2; geen specimen te vinden (2 male)",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100047,"Discocriconemella","macramphidia",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 047",,"9",,,,,FALSE,,"Pasoh Forest, Negeri Sembilan","Malaysia",,"Repr-",,"8/1973; 9 female",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100048,"Discocriconemella","pannosa",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 048",,"5",,,"5 f",,FALSE,"Pasoh Forest Negeri Sembilan",,"Malaysia","1973-08-08 00:00:00","Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100049,"Helicotylenchus","paracanalis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Hoplolaimidae",,"ZIRUG 049",,"4",,,,,FALSE,,"Pasoh Forest, Negeri Sembilan","Malaysia","1973-08-08 00:00:00","Repr-",,"4 female",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100050,"Helicotylenchus","pasoni",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Hoplolaimidae",,"ZIRUG 050",,"4",,,"4 f",,FALSE,"Pasoh Forest Negeri Sembilan",,"Malaysia","1973-08-08 00:00:00","Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100051,"Desmodora","granulata","Vincx & Gourbault",0,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Desmodoridae",,"ZIRUG 051",,"2",,,,,FALSE,,,,,"Repr-",,"1 male, R7P, V&G",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100052,"Hemicycliophora","koreana",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Hemicycliophoridae",,"ZIRUG 052",,"4",,,,,FALSE,,"Pine tree; Pohang","Korea","1970-08-17 00:00:00","Repr-",,"4 female",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100053,"Hemicycliophora","koreana",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Hemicycliophoridae",,"ZIRUG 053",,"1",,,,,FALSE,,"Pine tree; Pohang","Korea","1970-08-17 00:00:00","Repr-",,"1 male",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100054,"Hemicycliophora","juglansis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Hemicycliophoridae",,"ZIRUG 054",,"7",,,,,FALSE,,"Walnut Young Duk","Korea","1970-08-17 00:00:00","Repr-",,"5 female; 2 juv. VROEGER 55",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100055,"Discocriconemella","retroversa",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 055",,"8",,,"8 f",,FALSE,"Pasoh Forest Negeri Sembilan",,"Malaysia","1973-08-08 00:00:00","Repr-",,"VROEGER 56",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100056,"Discocriconemella","retroversa",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 056",,"6",,,"6 f",,FALSE,"Pasoh Forest Negeri Sembilan",,"Malaysia","1973-08-08 00:00:00","Repr-",,"460d; VROEGER 0057",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100057,"Discocriconemella","retroversa",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 057",,"1",,,"2??? M",,FALSE,"Pasoh Forest Negeri Sembilan",,"Malaysia","1973-08-08 00:00:00","Repr-",,"478B G; VROEGER 0058; slechts 1 specimen gevonden (2 genoteerd!!)",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100058,"Discocriconemella","retroversa",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 058",,"4",,,"4 m",,FALSE,"Pasoh Forest Negeri Sembilan",,"Malaysia","1973-08-08 00:00:00","Repr-",,"475; VROEGER 0059",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100059,"Nothotylenchus","tuberosus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG 059",,"2","f",,,,TRUE,"Solanum tuberosum, Karadj",,"Iran",,"Repr-",,"9/1967","Neopsilenchus",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100060,"Merlinius","clavicaudatus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 060",,"9","f",,"4m; 1 f",,FALSE,,,,,"Repr-",,"485 A",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100061,"Hoplolaimus","pararobustus","Stekh & Teun",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Hoplolaimidae",,"ZIRUG 061",,"1",,,,"1 lectotype",FALSE,"Kanyabayongo + 1760 m",,"Zaire",,"Repr-",,"S. Stekh & Teun 1938, lectotype design NR Siddiqi",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100062,"Hoplolaimus","pararobustus","Stekh & Teun",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Hoplolaimidae",,"ZIRUG 062",,"6",,,,"paralectotypes: 2 m, 2 f, 2 juv",FALSE,"Kanyabayongo + 1760 m",,"Zaire",,"Repr-",,"S. Stekh & Teun 1938",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100063,"Hoplolaimus","pararobustus","Stekh & Teun",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Hoplolaimidae",,"ZIRUG 063",,"3",,,,"paralectotypes: 3 m",FALSE,"Kanyabayongo + 1760 m",,"Zaire",,"Repr-",,"S. Stekh & Teun 1938",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100064,"Paratrichodorus","tansaniensis",,0,"nanidorus","Nematoda","Enoplea","Enoplia","Triplonchida","Diphterophorina",,"Diphterophoroidea","Trichodoridae",,"ZIRUG 064",,"3",,,"3 f",,TRUE,"Barley Soil- Layamungo",,"Tanzania",,"Repr-",,"gen.n.sp.","Diphterophora M.R. Siddiqi",,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100065,"Paratrichodorus","renifer",,0,"nanidorus","Nematoda","Enoplea","Enoplia","Triplonchida","Diphterophorina",,"Diphterophoroidea","Trichodoridae",,"ZIRUG 065",,"2",,,"2 f",,FALSE,"potato soil, Brumbae, Exp. Sta Limbe",,"Malawi",,"Repr-",,"gen.n.sp.; N.R. Siddiqi",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100066,"Trichodorus","lusitanicus",,0,,"Nematoda","Enoplea","Enoplia","Triplonchida","Diphterophorina",,"Diphterophoroidea","Trichodoridae",,"ZIRUG 066",,"7",,,"7 juv",,FALSE,"tomato soil Lagoalva farm Nr Alpzarca",,"Portugal",,"Repr-",,"sp.n. N.R.Siddiqi",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100067,"Paratrichodorus","renifer",,0,"nanidorus","Nematoda","Enoplea","Enoplia","Triplonchida","Diphterophorina",,"Diphterophoroidea","Trichodoridae",,"ZIRUG 067",,"2",,,"2 f",,FALSE,"potato soil Brumbae Exp Sta Limbe",,"Malawi",,"Repr-",,"gen.n.sp.; N.R. Siddiqi",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100068,"Drilocephalobus","coomansi",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 068",,"2",,,,,FALSE,,,,,"Repr-",,"2 male; KZC/10?",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100069,"Drilocephalobus","coomansi",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 069",,"2",,,,,FALSE,,,,,"Repr-",,"2 female; KZC/1-2",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100070,"Drilocephalobus","goodeyi",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Cephalobomorpha","Cephaloboidea","Cephalobidae",,"ZIRUG 070",,"3",,,"3 f",,FALSE,,,,,"Repr-",,"KZC/2-2",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100071,"Nothotylenchus","tuberosus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG 071",,"13",,,"2 m",,FALSE,"Solanum tuberosum, Karadj",,"Iran",,"Repr-",,"9/1967",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100072,"Merlinius","pseudonanus","Degrisse",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 072",,"4","f",,"1 m, 1 f, 1 juv",,FALSE,"Kirdomatesi , Tuzla",,"Bosnië","1972-07-28 00:00:00","Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100073,"Merlinius","pseudonanus","Degrisse",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 073",,"5",,"m","1 m, 1 f, 1 juv",,TRUE,"Kirdomatesi, Tuzla",,"Bosnië","1972-07-28 00:00:00","Repr-",,,"Aphelenchus avenae",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100074,"Merlinius","pseudonanus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 074",,"1",,,,,FALSE,,,,,"Repr-",,"Dolmabiber:II; 189; Coupe?; Mid Body",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100075,"Merlinius","pseudonanus","Degrisse",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 075",,"5",,,"4 f, 1 juv",,FALSE,"Kirdomatesi, Tuzla",,"Bosnië","1972-07-28 00:00:00","Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100076,"Merlinius","pseudonanus","Degrisse",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 076",,"5",,,"2 f, 1 m, 1 juv",,TRUE,"Kirdomatesi, Tuzla",,"Bosnië","1972-07-28 00:00:00","Repr-",,,"Aphelenchus, Tylenchus",,TRUE,FALSE,TRUE,FALSE,,"U-",
