gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled	repatriated
163989457																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100421																														1975-07-30T00:00Z				1975	7	30																KE				Arundinaria Alpina, Mount Kenya																																																										Hemicycliophora brzeskii Barbez & Geraert, 1980								Animalia	Nematoda	Secernentea	Rhabditida	Hemicycliophoridae	Aulosphora		brzeskii		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7023064	1	5967481	250	440	4556531	4630806		7023063	Aulosphora brzeskii	Hemicycliophora		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163989459																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100422																														1975-07-30T00:00Z				1975	7	30																KE				Arundinaria Alpina, Mount Kenia																																																										Hemicycliophora brzeskii Barbez & Geraert, 1980								Animalia	Nematoda	Secernentea	Rhabditida	Hemicycliophoridae	Aulosphora		brzeskii		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7023064	1	5967481	250	440	4556531	4630806		7023063	Aulosphora brzeskii	Hemicycliophora		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163989733																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100444																														1979-08-14T00:00Z				1979	8	14																CI				Bingerville I.F.C.C., Coffea arabica L.																																																										Hemicriconemoides snoecki van Doorsselaere & Samsoen, 1982								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Hemicriconemoides		snoecki		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7022568	1	5967481	250	972	2552	2284045		7022568	Hemicriconemoides snoecki	Hemicriconemoides		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163989759																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100528																																																																																																																		Mesodiplogaster								Animalia	Nematoda	Secernentea	Diplogasterida	Diplogasteridae	Mesodiplogaster				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_HIGHERRANK		false	false	2283801	1	5967481	250	974	6484	2283801				Mesodiplogaster		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989776																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100551																														1974-10-23T00:00Z				1974	10	23																BR				Arabic coffee, Belmonte Bahia State																																																										Heterocephalobus Brzeski, 1960								Animalia	Nematoda	Secernentea	Rhabditida	Cephalobidae	Heterocephalobus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_HIGHERRANK		false	false	2283752	1	5967481	250	440	2560	2283752				Heterocephalobus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163989798																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100681																														1983-01-19T00:00Z				1983	1	19																CL				Orange Bay,Hoste Island, moist soil beneath tundra																																																										Eutylenchus fueguensis Valenzuela & Raski, 1985								Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Eutylenchus		fueguensis		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7022270	1	5967481	250	972	6463	2284172		7022270	Eutylenchus fueguensis	Eutylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163989838																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100834																																																				NL				grond helm Texel																																																										Longidorus kuiperi Brinkman, Loof & Barbez, 1987								Animalia	Nematoda	Adenophorea	Dorylaimida	Longidoridae	Longidorus		kuiperi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4554407	1	5967481	251	446	2590	2282727		4554407	Longidorus kuiperi	Longidorus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163989847																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100864																														1985-12-22T00:00Z				1985	12	22																BE				Water in coalmine at Winterslag, 630 m below sea at 27°																																																										Halicephalobus laticauda Geraert, Sudhaus, Lenaerts & Bosmans, 1988								Animalia	Nematoda	Secernentea	Rhabditida	Panagrolaimidae	Halicephalobus		laticauda		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4557913	1	5967481	250	440	6476	4404491		4557913	Halicephalobus laticauda	Halicephalobus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	true
163989914																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101523																														1962-03-07T00:00Z				1962	3	7																																																																														Mesodorylaimus bastiani (Butschli, 1873)								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Mesodorylaimus		bastiani		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2282645	1	5967481	251	446	2592	2282644		2282645	Mesodorylaimus bastiani	Mesodorylaimus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989931																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101682																														1962-05-10T00:00Z				1962	5	10																																																																														Dorylaimidae								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae					FAMILY							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_HIGHERRANK		false	false	2592	1	5967481	251	446	2592					Dorylaimidae		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163989939																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101725																														1962-09-13T00:00Z				1962	9	13																																																																														Paratylenchus Micoletzky, 1922								Animalia	Nematoda	Secernentea	Rhabditida		Paratylenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	6756644	1	5967481	250	440		7235427				Paratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989941																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101736																														1962-09-18T00:00Z				1962	9	18																																																																														Paratylenchus Micoletzky, 1922								Animalia	Nematoda	Secernentea	Rhabditida		Paratylenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	6756644	1	5967481	250	440		7235427				Paratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990030																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100028																														1986-07-31T00:00Z				1986	7	31																NA				Ai-Ais																																																										Theristus tessae Heyns & Coomans, 1989								Animalia	Nematoda	Adenophorea	Monhysterida	Monhysteridae	Theristus		tessae		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7020713	1	5967481	251	445	2570	2279936		7020712	Penzancia tessae	Theristus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163990098																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100281																																																																																																																		Trichodorus eburneus de Waele & Carbonell, 1983								Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Trichodora		eburneus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7015523	1	5967481	251	781	5980	4630262		7015522	Trichodora eburneus	Trichodorus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990125																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100367																																																				CA				Vancouver																																																										Propomponema websteri Sharma & Vincx, 1982								Animalia	Nematoda	Adenophorea	Desmodorida	Cyatholaimidae	Propomponema		websteri		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4348442	1	5967481	251	447	6512	2280567		4348442	Propomponema websteri	Propomponema		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163990168																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100482																														1978-09-05T00:00Z				1978	9	5																																																																														Pomponema coomansi Vincx, 1981								Animalia	Nematoda	Adenophorea	Desmodorida	Cyatholaimidae	Pomponema		coomansi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4347611	1	5967481	251	447	6512	2280645		4347611	Pomponema coomansi	Pomponema		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990204																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100575																														1967-12-09T00:00Z				1967	12	9																JM				Rose Graig, Portland																																																										Sclerolabia jamaicensia Carbonell & Coomans, 1986								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Sclerolabia		jamaicensia		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7017593	1	5967481	251	446	2592	4631226		7017593	Sclerolabia jamaicensia	Sclerolabia		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163990218																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100589																														1975-08-05T00:00Z				1975	8	5																CI				Taï, Primary Forest, Diospyros chevalieri De Wild																																																										Willinema eburnense Carbonell & Coomans, 1985								Animalia	Nematoda	Adenophorea	Dorylaimida	Qudsianematidae	Willinema		eburnense		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7017686	1	5967481	251	446	5984	4405524		7017686	Willinema eburnense	Willinema		TAPIR	2014-05-29T12:06Z	2016-06-28T13:44Z	false
163990555																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100770																																																				BR				Belmonte Faz. Futurosa, Bahia State; Theobroma c.																																																										Peltamigratus banoae Rashid, Geraert & Sharma, 1987								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Peltamigratus		banoae		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7021098	1	5967481	250	972	6465	4404473		7021098	Peltamigratus banoae	Peltamigratus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163990558																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100775																																																				BR				Itamaraju Faz. Vigia, Bahia State, Theobroma c.																																																										Peltamigratus vigiae Rashid, Geraert & Sharma, 1987								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Peltamigratus		vigiae		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_FUZZY		false	false	7021123	1	5967481	250	972	6465	4404473		7021123	Peltamigratus vigiae	Peltamigratus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163990610																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101064																																																																																																																		Tylenchorhynchus nanus Allen, 1955								Animalia	Nematoda	Secernentea	Tylenchida	Dolichodoridae	Merlinius		nanus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556196	1	5967481	250	972	2250	4281837		4556195	Merlinius nanus	Tylenchorhynchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990613																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101082																														1961-09-07T00:00Z				1961	9	7																																																																														Tylenchorhynchus dubius (Butschli, 1873)								Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus		dubius		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2283945	1	5967481	250	972	5968	2283943		2283945	Tylenchorhynchus dubius	Tylenchorhynchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990639																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101155																																																																																																																		Tylenchus thornei Andrássy, 1954								Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Filenchus		thornei		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556040	1	5967481	250	972	6463	2284160		4556039	Filenchus thornei	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990652																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101188																																																																																																																		Thornia dorylaimoides								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Thornia		dorylaimoides		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2282602	1	5967481	251	446	2592	2282599		2282602	Thornia dorylaimoides	Thornia		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990660																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101214																																																																																																																		Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990683																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101283																														1962-05-18T00:00Z				1962	5	18																																																																														Rotylenchus goodeyi Loof & Oostenbrink, 1958								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus		goodeyi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556473	1	5967481	250	972	6465	2284116		4556473	Rotylenchus goodeyi	Rotylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990684																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101284																														1962-05-18T00:00Z				1962	5	18																																																																														Tylenchorhynchus dubius (Butschli, 1873)								Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus		dubius		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2283945	1	5967481	250	972	5968	2283943		2283945	Tylenchorhynchus dubius	Tylenchorhynchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990702																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101327																														1962-05-30T00:00Z				1962	5	30																																																																														Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990713																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101346																														1962-06-08T00:00Z				1962	6	8																																																																														Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990787																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101491																														1962-02-28T00:00Z				1962	2	28																																																																														Psilenchus de Man, 1921								Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Psilenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_HIGHERRANK		false	false	2284167	1	5967481	250	972	6463	2284167				Psilenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990804																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101533																														1962-03-12T00:00Z				1962	3	12																																																																														Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990821																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101571																														1962-04-02T00:00Z				1962	4	2																																																																														Trichodorus pachydermus Steinhorst, 1954								Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Paratrichodorus		pachydermus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4555354	1	5967481	251	781	5980	2279610		2279614	Paratrichodorus pachydermus	Trichodorus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990904																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101754																														1962-09-20T00:00Z				1962	9	20																																																																														Tylenchorhynchus dubius (Butschli, 1873)								Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus		dubius		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2283945	1	5967481	250	972	5968	2283943		2283945	Tylenchorhynchus dubius	Tylenchorhynchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990914																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101768																														1962-10-17T00:00Z				1962	10	17																																																																														Tylenchus Bastian, 1865								Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Tylenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4281839	1	5967481	250	972	6463	4281839				Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990920																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101776																														1962-10-19T00:00Z				1962	10	19																																																																														Pratylenchus crenatus Loof, 1960								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus		crenatus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556354	1	5967481	250	972	6465	2284120		4556354	Pratylenchus crenatus	Pratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990923																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101779																														1962-10-20T00:00Z				1962	10	20																																																																														Tylenchus Bastian, 1865								Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Tylenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4281839	1	5967481	250	972	6463	4281839				Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990950																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101836																														1962-11-27T00:00Z				1962	11	27																																																																														Tylenchorhynchus dubius (Butschli, 1873)								Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus		dubius		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2283945	1	5967481	250	972	5968	2283943		2283945	Tylenchorhynchus dubius	Tylenchorhynchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990951																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101837																														1962-11-27T00:00Z				1962	11	27																																																																														Pratylenchus crenatus Loof, 1960								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus		crenatus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556354	1	5967481	250	972	6465	2284120		4556354	Pratylenchus crenatus	Pratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990989																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101866																														1962-12-13T00:00Z				1962	12	13																																																																														Pratylenchus crenatus Loof, 1960								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus		crenatus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556354	1	5967481	250	972	6465	2284120		4556354	Pratylenchus crenatus	Pratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163991002																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101886																														1962-12-18T00:00Z				1962	12	18																																																																														Pratylenchus crenatus Loof, 1960								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus		crenatus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556354	1	5967481	250	972	6465	2284120		4556354	Pratylenchus crenatus	Pratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163991024																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101916																														1963-01-07T00:00Z				1963	1	7																																																																														Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163991059																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101968																														1963-01-31T00:00Z				1963	1	31																																																																														Tylenchus orbus Andrássy, 1954								Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Filenchus		orbus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556051	1	5967481	250	972	6463	2284160		4556050	Filenchus orbus	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163987211																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100048																														1973-08-08T00:00Z				1973	8	8																MY				Pasoh Forest Negeri Sembilan																																																										Discocriconemella pannosa Sauer & Winoto, 1975								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Discocriconemella		pannosa		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7022500	1	5967481	250	972	2552	4630730		7022500	Discocriconemella pannosa	Discocriconemella		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987259																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100292																																																				IN				Rohtang Pass, Kulu, H.P.grasses (soil)																																																										Dorylaimellus himalayensis Ali, Jairajpuri & Coomans, 1974								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Dorylaimellus		himalayensis		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_FUZZY		false	false	7019608	1	5967481	251	446	2592	2282692		7019608	Dorylaimellus himalayensis	Dorylaimellus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987312																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100516																														1972-10-09T00:00Z				1972	10	9																																																																														Desmodora schulzi (Gerlach, 1950)								Animalia	Nematoda	Adenophorea	Desmodorida	Desmodoridae	Desmodora		schulzi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_FUZZY		false	false	7925522	1	5967481	251	447	2604	2281080		4348208	Desmodora schulzi	Desmodora		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163987319																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100553																														1974-10-23T00:00Z				1974	10	23																BR				Cocoa, Belmonte Bahia State																																																										Animalia								Animalia									KINGDOM							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_HIGHERRANK		false	false	1	1									Animalia		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987325																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100559																																																				CM				Palm trees																																																										Chronogaster cameroonensis Heyns & Coomans, 1984								Animalia	Nematoda	Adenophorea	Araeolaimida	Leptolaimidae	Chronogaster		cameroonensis		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4555752	1	5967481	251	978	2608	2283256		4555752	Chronogaster cameroonensis	Chronogaster		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
