gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled	repatriated
163990236																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100598																																																				CM				Ngauoudère, beboste savanne																																																										Thornenema elegans Carbonell & Coomans, 1987								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Thornenema		elegans		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7017373	1	5967481	251	446	2592	2282595		7017373	Thornenema elegans	Thornenema		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163990359																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100746																																																																																																																		Richtersia coomansi Soetaert & Vincx, 1987								Animalia	Nematoda	Adenophorea	Desmodorida	Richtersiidae	Richtersia		coomansi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	5722236	1	5967481	251	447	6510	2281260		5722236	Richtersia coomansi	Richtersia		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990638																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101153																														1981-10-25T00:00Z				1981	10	25																																																																														Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990665																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101230																														1961-12-14T00:00Z				1961	12	14																																																																														Rotylenchus uniformis (Thorne, 1949)								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus		uniformis		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2284119	1	5967481	250	972	6465	2284116		2284119	Rotylenchus uniformis	Rotylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990782																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101481																																																																																																																		Trichodorus primitivus (de Man, 1880)								Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Trichodorus		primitivus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2279608	1	5967481	251	781	5980	2279607		2279608	Trichodorus primitivus	Trichodorus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990791																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101508																																																																																																																		Rotylenchus uniformis (Thorne, 1949)								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus		uniformis		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2284119	1	5967481	250	972	6465	2284116		2284119	Rotylenchus uniformis	Rotylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990827																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101582																														1962-04-04T00:00Z				1962	4	4																																																																														Tylenchorhynchus								Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_HIGHERRANK		false	false	8408267	1	5967481	250	972	5968	8408267				Tylenchorhynchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990839																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101605																														1962-04-17T00:00Z				1962	4	17																																																																														Tylenchorhynchus dubius (Butschli, 1873)								Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus		dubius		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2283945	1	5967481	250	972	5968	2283943		2283945	Tylenchorhynchus dubius	Tylenchorhynchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990843																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101612																														1962-04-18T00:00Z				1962	4	18																																																																														Tylenchus Bastian, 1865								Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Tylenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4281839	1	5967481	250	972	6463	4281839				Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990927																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101787																														1962-10-26T00:00Z				1962	10	26																																																																														Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990928																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101792																														1962-10-29T00:00Z				1962	10	29																																																																														Trichodorus primitivus (de Man, 1880)								Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Trichodorus		primitivus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2279608	1	5967481	251	781	5980	2279607		2279608	Trichodorus primitivus	Trichodorus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990949																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101830																														1962-11-22T00:00Z				1962	11	22																																																																														Psilenchus de Man, 1921								Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Psilenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_HIGHERRANK		false	false	2284167	1	5967481	250	972	6463	2284167				Psilenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990956																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101846																														1962-12-03T00:00Z				1962	12	3																																																																														Tylenchus agricola de Man, 1884								Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus		agricola		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556002	1	5967481	250	440	4281840	4281838		4346564	Aglenchus agricola	Tylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163991045																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101951																														1963-01-21T00:00Z				1963	1	21																																																																														Trichodorus primitivus (de Man, 1880)								Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Trichodorus		primitivus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2279608	1	5967481	251	781	5980	2279607		2279608	Trichodorus primitivus	Trichodorus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163991096																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101999																														1963-07-01T00:00Z				1963	7	1																BE				Baraque Michel, grachtkant struikgewas																																												NEOTYPE														Paratylenchus straeleni								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Paratylenchus		straeleni		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7690205	1	5967481	250	972	2552	7235427		7690205	Paratylenchus straeleni	Paratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	true
163991100																																																											UGENT	nematodes			PRESERVED_SPECIMEN					102027																														1963-02-07T00:00Z				1963	2	7																																																																														Pratylenchus crenatus Loof, 1960								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus		crenatus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556354	1	5967481	250	972	6465	2284120		4556354	Pratylenchus crenatus	Pratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163987206																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100032																																																								Vieux Kild-Zere-plantage Ituri																																																										Belondira tumicauda Coomans & Baqri, 1972								Animalia	Nematoda	Adenophorea	Dorylaimida	Belondiridae	Belondira		tumicauda		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							COUNTRY_INVALID		false	false	7019696	1	5967481	251	446	6508	2282504		7019696	Belondira tumicauda	Belondira		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163987207																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100044																																																				MY				Pasoh Forest, Negeri Sembilan																																																										Discocriconemella limitanea Luc, 1959								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Discocriconemella		limitanea		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7022492	1	5967481	250	972	2552	4630730		7022492	Discocriconemella limitanea	Discocriconemella		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987209																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100046																																																				MY				Pasoh Forest, Negeri Sembilan																																																										Discocriconemella macramphidia De Grisse, 1967								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Discocriconemella		macramphidia		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7022507	1	5967481	250	972	2552	4630730		7022507	Discocriconemella macramphidia	Discocriconemella		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987278																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100384																														1972-02-26T00:00Z				1972	2	26																FR				Marseille																																																										Dracograllus demani Allen & Noffsinger, 1978 								Animalia	Nematoda	Adenophorea	Desmodorida	Draconematidae	Dracograllus		demani		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_FUZZY		false	false	6484697	1	5967481	251	447	2603	4348103		6484697	Dracograllus demani	Dracograllus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987315																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100521																																																																																																																		Daptonema williamsi Vincx & Coomans, 1983								Animalia	Nematoda	Adenophorea	Monhysterida	Xyalidae	Daptonema		williamsi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4348805	1	5967481	251	445	4348631	2279924		4348805	Daptonema williamsi	Daptonema		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163987340																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100669																																																				AU				Mallee Soil, Webster's Hill Hattah Vic.																																																										Discolaimus silvicolus Sauer & Annells, 1986								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Discolaimus		silvicolus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7017896	1	5967481	251	446	2592	2282615		7017896	Discolaimus silvicolus	Discolaimus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987372																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100756																														1931-03-02T00:00Z				1931	3	2																																																																														Actinca Andrássy, 1964								Animalia	Nematoda	Adenophorea	Dorylaimida	Actinolaimidae	Brasilaimus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_HIGHERRANK		false	false	4630324	1	5967481	251	446	2597	4630323				Actinca		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163987387																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100790																														1983-01-19T00:00Z				1983	1	19																CL				Orange Bay, Hoste Island, soil under tundra																																																										Criconema certesi Raski & Valenzuela, 1986								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Criconema		certesi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7022874	1	5967481	250	972	2552	2284086		7022874	Criconema certesi	Criconema		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	false
163987814																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101201																																																																																																																		Dorylaimus Dujardin, 1845								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Dorylaimus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2282620	1	5967481	251	446	2592	2282620				Dorylaimus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163987890																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101305																														1962-05-24T00:00Z				1962	5	24																																																																														Aporcelaimus superbus								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Aporcelaimus		superbus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2282659	1	5967481	251	446	2592	2282655		2282659	Aporcelaimus superbus	Aporcelaimus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163987966																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101501																																																																																																																		Eudorylaimus carteri (Bastian, 1865)								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Dorylaimus		carteri		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_FUZZY		false	false	4349410	1	5967481	251	446	2592	2282620		4554695	Dorylaimus carteri	Eudorylaimus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163987982																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101536																																																								Zea mays																																																										Aphelenchus avenae Bastian, 1965								Animalia	Nematoda	Secernentea	Aphelenchida	Aphelenchidae	Aphelenchus		avenae		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							COUNTRY_INVALID		false	false	2284396	1	5967481	250	443	6492	2284394		2284396	Aphelenchus avenae	Aphelenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163988007																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101597																														1962-04-13T00:00Z				1962	4	13																																																																														Aphelenchoides parietinus (Bastian, 1865) Steiner, 1932								Animalia	Nematoda	Secernentea	Aphelenchida	Aphelenchoididae	Aphelenchoides		parietinus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4559471	1	5967481	250	443	2566	2284354		4559471	Aphelenchoides parietinus	Aphelenchoides		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163988074																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101752																														1962-09-20T00:00Z				1962	9	20																																																																														Eudorylaimus monohystera (de Man, 1880) Andrássy, 1959								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Dorylaimus		monohystera		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	6484826	1	5967481	251	446	2592	2282620		4554861	Dorylaimus monohystera	Eudorylaimus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:42Z	
163989123																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100050																														1973-08-08T00:00Z				1973	8	8																MY				Pasoh Forest Negeri Sembilan																																																										Helicotylenchus pasohi Sauer & Winoto, 1975								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Helicotylenchus		pasohi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_FUZZY		false	false	7021275	1	5967481	250	972	6465	2284094		7021275	Helicotylenchus pasohi	Helicotylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163989219																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100114																																																																																																																		Meloidogyne litoralis Elmiligy, 1968								Animalia	Nematoda	Secernentea	Rhabditida	Meloidogynidae	Meloidogyne		litoralis		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_FUZZY		false	false	4556293	1	5967481	250	440	4556279	2283979		4556292	Meloidogyne ardenensis	Meloidogyne		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989401																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100313																																																				KR				Apple, Youngchun																																																										Merlinius koreanus Choi & Geraert, 1971								Animalia	Nematoda	Secernentea		Telotylenchidae	Scutylenchus		koreanus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7023619	1	5967481	250		4556124	4404480		7023618	Scutylenchus koreanus	Merlinius		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163989471																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100427																														1975-08-05T00:00Z				1975	8	5																KE				Moss Mount Kenya																																																										Hemicycliophora pseudochilensis Barbez & Geraert, 1980								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Hemicycliophora		pseudochilensis		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7023125	1	5967481	250	972	2552	2284090		7023125	Hemicycliophora pseudochilensis	Hemicycliophora		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163989745																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100469																														1978-09-05T00:00Z				1978	9	5																																																																														Gonionchus villosus Cobb, 1920								Animalia	Nematoda	Adenophorea	Monhysterida	Monhysteridae	Gonionchus		villosus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2279931	1	5967481	251	445	2570	2279930		2279931	Gonionchus villosus	Gonionchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989757																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100526																																																																																																																		Mesodiplogaster								Animalia	Nematoda	Secernentea	Diplogasterida	Diplogasteridae	Mesodiplogaster				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_HIGHERRANK		false	false	2283801	1	5967481	250	974	6484	2283801				Mesodiplogaster		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989770																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100545																																																				BR				Nicotiana tabacum, Muritiba, Bahia State																																																										Heterocephalobus tabacum Rashid, Geraert & Sharma, 1985								Animalia	Nematoda	Secernentea	Rhabditida	Cephalobidae	Pseudacrobeles		tabacum		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7024867	1	5967481	250	440	2560	4404392		7024866	Pseudacrobeles tabacum	Heterocephalobus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163989874																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101135																																																																																																																		Helicotylenchus erythrinae (Zimmermann, 1904)								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Helicotylenchus		erythrinae		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556505	1	5967481	250	972	6465	2284094		4556505	Helicotylenchus erythrinae	Helicotylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989888																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101262																														1961-12-29T00:00Z				1961	12	29																																																																														Macroposthonia de Man, 1880								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Macroposthonia				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_HIGHERRANK		false	false	2284084	1	5967481	250	972	2552	2284084				Macroposthonia		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989907																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101457																														1973-12-16T00:00Z				1973	12	16																																																																														Hemicycliophora triangulum Loof, 1968								Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Hemicycliophora		triangulum		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4556543	1	5967481	250	972	2552	2284090		4556543	Hemicycliophora triangulum	Hemicycliophora		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989917																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101547																														1962-03-14T00:00Z				1962	3	14																																																																														Paratylenchus Micoletzky, 1922								Animalia	Nematoda	Secernentea	Rhabditida		Paratylenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	6756644	1	5967481	250	440		7235427				Paratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989974																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101974																														1963-02-05T00:00Z				1963	2	5																																																																														Paratylenchus Micoletzky, 1922								Animalia	Nematoda	Secernentea	Rhabditida		Paratylenchus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	6756644	1	5967481	250	440		7235427				Paratylenchus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163989975																																																											UGENT	nematodes			PRESERVED_SPECIMEN					101983																														1963-08-25T00:00Z				1963	8	25																GB				Tunbridge Wells, mud from pond																																																										Oxydirus Thorne, 1939								Animalia	Nematoda	Adenophorea	Dorylaimida	Oxydiridae	Oxydirus				GENUS							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	2282740	1	5967481	251	446	2586	2282740				Oxydirus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163990037																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100040																																																																																																																		Perspiria papillata Vincx & Gourbault, 1989								Animalia	Nematoda	Adenophorea	Desmodorida	Desmodoridae	Spirinia		papillata		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4348275	1	5967481	251	447	2604	2281044		4348332	Spirinia papillata	Perspiria		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	
163990062																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100194																														1967-09-12T00:00Z				1967	9	12																AU				+/- 800 m van Lizard Isl, Great Barrier Reef																																																										Tricoma rostralis Decraemer, 1978								Animalia	Nematoda	Adenophorea	Desmoscolecida	Desmoscolecidae	Tricoma		rostralis		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	4630014	1	5967481	251	977	2598	2280317		4630014	Tricoma rostralis	Tricoma		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163990073																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100234																																																				AR				Provincia de Cordoba, La Faldu Villa Giardina																																																										Peltamigratus longistylus Doucet, 1980								Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Peltamigratus		longistylus		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7021112	1	5967481	250	972	6465	4404473		7021108	Nectopelta longistylus	Peltamigratus		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163990111																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100354																																																				CI				Maraoue, Tree Savanna																																												PARATYPE														Thornenema maraouense Coomans & Carbonell, 1982								Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Thornenema		maraouense		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z									false	false	7017355	1	5967481	251	446	2592	2282595		7017355	Thornenema maraouense	Thornenema		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
163990144																																																											UGENT	nematodes			PRESERVED_SPECIMEN					100399																																																				FR				Marseille																																																										Prochaetosoma vitielloi Allen & Noffsinger, 1978 								Animalia	Nematoda	Adenophorea	Desmodorida	Draconematidae	Prochaetosoma		vitielloi		SPECIES							b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	BE	2016-04-17T12:49Z							TAXON_MATCH_FUZZY		false	false	4348136	1	5967481	251	447	2603	2280678		4348136	Prochaetosoma vitielloi	Prochaetosoma		TAPIR	2014-05-29T12:06Z	2016-06-28T13:43Z	false
