institutionCode;ownerInstitutionCode;rightsHolder;type;collectionCode;datasetName;basisOfRecord;license;day;month;year;occurrenceID;Acronym;catalogNumber;scientificName_accepted;scientificNameAuthorship;taxonID;taxonRank;kingdom;scientificName;identificationRemarks;otherCatalogNumbers;individualCount;typestatus;sex;locality;Country;geoReferenceRemarks;decimalLatitude;decimalLongitude;eventDate;namePublishedIn;disposition;language
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;12;08;1985;Ugent:UGMD:100001;UGMD;100001;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989;de Ley, Coomans & Geraert, 1989;7023542;SPECIES;Animalia;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia);collection and data is currently is under review;ZIRUG 001;5;Holotype Paratype ;1 male, 1 female;Cambérène;Senegal;only georeferenced to country level;14,497401;-14,452362;;"Source: Nematologica, Volume 35, Issue 1, pages 25 – 36 Publication Year : 1989
DOI: 10.1163/002825989X00034";in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;12;08;1985;Ugent:UGMD:100002;UGMD;100002;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989;de Ley, Coomans & Geraert, 1989;7023542;SPECIES;Animalia;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia);collection and data is currently is under review;ZIRUG 002;6;  Paratype ;;Cambérène;Senegal;only georeferenced to country level;14,497401;-14,452362;;"Source: Nematologica, Volume 35, Issue 1, pages 25 – 36 Publication Year : 1989
DOI: 10.1163/002825989X00034";in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;12;08;1985;Ugent:UGMD:100003;UGMD;100003;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989;de Ley, Coomans & Geraert, 1989;7023542;SPECIES;Animalia;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia);collection and data is currently is under review;ZIRUG 003;5;  Paratype ;;Cambérène;Senegal;only georeferenced to country level;14,497401;-14,452362;;"Source: Nematologica, Volume 35, Issue 1, pages 25 – 36 Publication Year : 1989
DOI: 10.1163/002825989X00034";in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;12;08;1985;Ugent:UGMD:100004;UGMD;100004;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989;de Ley, Coomans & Geraert, 1989;7023542;SPECIES;Animalia;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia);collection and data is currently is under review;ZIRUG 004;5;  Paratype ;;Cambérène;Senegal;only georeferenced to country level;14,497401;-14,452362;;"Source: Nematologica, Volume 35, Issue 1, pages 25 – 36 Publication Year : 1989
DOI: 10.1163/002825989X00034";in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;12;08;1985;Ugent:UGMD:100005;UGMD;100005;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989;de Ley, Coomans & Geraert, 1989;7023542;SPECIES;Animalia;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia);collection and data is currently is under review;ZIRUG 005;5;  Paratype ;;Cambérène;Senegal;only georeferenced to country level;14,497401;-14,452362;;"Source: Nematologica, Volume 35, Issue 1, pages 25 – 36 Publication Year : 1989
DOI: 10.1163/002825989X00034";in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;12;08;1985;Ugent:UGMD:100006;UGMD;100006;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989;de Ley, Coomans & Geraert, 1989;7023542;SPECIES;Animalia;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia);collection and data is currently is under review;ZIRUG 006;5;  Paratype ;;Cambérène;Senegal;only georeferenced to country level;14,497401;-14,452362;;"Source: Nematologica, Volume 35, Issue 1, pages 25 – 36 Publication Year : 1989
DOI: 10.1163/002825989X00034";in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;12;08;1985;Ugent:UGMD:100007;UGMD;100007;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989;de Ley, Coomans & Geraert, 1989;7023542;SPECIES;Animalia;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia);collection and data is currently is under review;ZIRUG 007;6;  Paratype ;;Cambérène;Senegal;only georeferenced to country level;14,497401;-14,452362;;"Source: Nematologica, Volume 35, Issue 1, pages 25 – 36 Publication Year : 1989
DOI: 10.1163/002825989X00034";in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;1958;Ugent:UGMD:100008;UGMD;100008;Chiloplacus deconincki Coomans, 1962;Coomans, 1962;7024793;SPECIES;Animalia;Chiloplacus deconincki Coomans, 1962 [=> Acrobelophis deconincki (Coomans, 1962)] (Animalia);collection and data is currently is under review;ZIRUG 008;1;Holotype   ;1 female;;Belgium;only georeferenced to country level;50,503887;4,469936;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;12;08;1985;Ugent:UGMD:100009;UGMD;100009;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989;de Ley, Coomans & Geraert, 1989;7023542;SPECIES;Animalia;Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia);collection and data is currently is under review;ZIRUG 009;5;  Paratype ;;Cambérène;Senegal;only georeferenced to country level;14,497401;-14,452362;;"Source: Nematologica, Volume 35, Issue 1, pages 25 – 36 Publication Year : 1989
DOI: 10.1163/002825989X00034";in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;28;6;1972;Ugent:UGMD:100010;UGMD;100010;Diplopeltula pulchra Vincx & Gourbault, 1992;Vincx & Gourbault, 1992;4349054;SPECIES;Animalia;Diplopeltula pulchra Vincx & Gourbault, 1992 (Animalia);collection and data is currently is under review;ZIRUG 010;7;Holotype   ;female;Southern Bight of the North Sea;Belgium;"station M22 (52 ° 36' 30"" N-04 ° 04' 45"" E; 23 m
depth; fine sand);
28 June and 26 September 1972. ";52.608333333;4.079166667;1972-06-28;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;26;9;1972;Ugent:UGMD:100011;UGMD;100011;Diplopeltula pulchra Vincx & Gourbault, 1992;Vincx & Gourbault, 1992;4349054;SPECIES;Animalia;Diplopeltula pulchra Vincx & Gourbault, 1992 (Animalia);collection and data is currently is under review;ZIRUG 011;8;Holotype   ;Male;Southern Bight of the North Sea;Belgium;"station M22 (52 ° 36' 30"" N-04 ° 04' 45"" E; 23 m
depth; fine sand);
28 June and 26 September 1972. ";52.608333333;4.079166667;1972-09-26;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;28;2;1972;Ugent:UGMD:100012;UGMD;100012;Diplopeltula pulchra Vincx & Gourbault, 1992;Vincx & Gourbault, 1992;4349054;SPECIES;Animalia;Diplopeltula belgica Vincx & Gourbault, 1992 ;collection and data is currently is under review (Diplopeltula belgica??);ZIRUG 012;5;Holotype   ;Male;Southern Bight of the North Sea, M1323;Belgium;M1323 ;51.543611111;3.350555556;1972-02-28;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;7;1;1972;Ugent:UGMD:100013;UGMD;100013;Diplopeltula striolata Vincx & Gourbault, 1992;Vincx & Gourbault, 1992;4349042;SPECIES;Animalia;Diplopeltula striolata Vincx & Gourbault, 1992 (Animalia);collection and data is currently is under review;ZIRUG 013;6;Holotype   ;Male;Southern Bight of the North Sea M8;Belgium;M8;51.473611111;2.55;1972-01-07;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;12;5;1972;Ugent:UGMD:100014;UGMD;100014;Diplopeltula curta Vincx, 1992;Vincx, 1992;4349056;SPECIES;Animalia;Diplopeltula curta Vincx, 1992 (Animalia);collection and data is currently is under review;ZIRUG 014;8;Holotype   ;Male;Southern Bight of the North Sea;Belgium;M1127;51.281111111;1.95;1972-05-12;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100015;UGMD;100015;Diplopeltula nellyae Vincx & Gourbault, 1992;Vincx & Gourbault, 1992;4349045;SPECIES;Animalia;Diplopeltula nellyae Vincx & Gourbault, 1992 (Animalia);collection and data is currently is under review;ZIRUG 015;5;  Paratype ;Male; Loyaut6 Basin, New Caledonia;France;only georeferenced to country level;-22.217777778;167.484166667;1985-09-05;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100016;UGMD;100016;Diplopeltula nellyae Vincx & Gourbault, 1992;Vincx & Gourbault, 1992;4349045;SPECIES;Animalia;Diplopeltula nellyae Vincx & Gourbault, 1992 (Animalia);collection and data is currently is under review;ZIRUG 016;4;  Paratype ;Male;Station 86, New Caledonia;France;only georeferenced to country level;-21.016666667;166.952222222;1985-09/06;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100017;UGMD;100017;Diplopeltula indica Gerlach, 1962;Gerlach, 1962;4349053;SPECIES;Animalia;Diplopeltula indica Gerlach, 1962 (Animalia);collection and data is currently is under review;ZIRUG 017;4;;Male;"La D6sirade, FWI, Anse Petite Rivi6re,
sample 38, littoral, medium sand, 12 December
1982; La Guadeloupe, Grande-Terre, Le Moule,
sample 150, littoral calcareous poorly sorted fine
sand with pebbles;
";Guadeloupe;only georeferenced to country level;16.333055556;;1983-12-11;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100018;UGMD;100018;Pseudochromadora incubans Gourbault & Vincx, 1990;Gourbault & Vincx, 1990;4350475;SPECIES;Animalia;Pseudochromadora incubans Gourbault & Vincx, 1990 (Animalia);collection and data is currently is under review;ZIRUG 018;;;; Grand Cui-de-Sac marin;Guadeloupe;only georeferenced to country level;16,265;-61,551;;Nemtltologica 36 (1990): 131-143, E. J. Brill, Leiden;missing;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100019;UGMD;100019;Pseudochromadora incubans Gourbault & Vincx, 1990;Gourbault & Vincx, 1990;4350475;SPECIES;Animalia;Pseudochromadora incubans Gourbault & Vincx, 1990 (Animalia);collection and data is currently is under review;ZIRUG 019;;;; Grand Cui-de-Sac marin;Guadeloupe;only georeferenced to country level;16,265;-61,551;;Nemtltologica 36 (1990): 131-143, E. J. Brill, Leiden;missing;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100020;UGMD;100020;Croconema otti Gourbault & Vincx, 1990;Gourbault & Vincx, 1990;4350572;SPECIES;Animalia;Croconema otti Gourbault & Vincx, 1990 (Animalia);collection and data is currently is under review;ZIRUG 020;;;; Grand Cui-de-Sac marin;Guadeloupe;only georeferenced to country level;16,265;-61,551;;Nemtltologica 36 (1990): 131-143, E. J. Brill, Leiden;missing;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;15;12;1981;Ugent:UGMD:100021;UGMD;100021;Cucullitylenchus amazonensis Huang & Raski, 1986;Huang & Raski, 1986;7025329;SPECIES;Animalia;Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia);collection and data is currently is under review;ZIRUG 021;1;Paratype;;Km 45 Rodovia Manaus-Boas Vista, AM ;Brasil;only georeferenced to country level;-14,235004;-51,92528;1981-12-15;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;15;12;1981;Ugent:UGMD:100022;UGMD;100022;Cucullitylenchus amazonensis Huang & Raski, 1986;Huang & Raski, 1986;7025329;SPECIES;Animalia;Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia);collection and data is currently is under review;ZIRUG 022;19;Paratype;;Km 45 Rodovia Manaus-Boas Vista, AM ;Brasil;;-14,235004;-51,92528;1981-12-15;http://horizon.documentation.ird.fr/exl-doc/pleins_textes/pleins_textes_5/pt5/nemato/25468.pdf;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;15;12;1981;Ugent:UGMD:100023;UGMD;100023;Cucullitylenchus amazonensis Huang & Raski, 1986;Huang & Raski, 1986;7025329;SPECIES;Animalia;Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia);collection and data is currently is under review;ZIRUG 023;2;Paratype;;"Km 45 Rodovia Manaus-Boas Vista, AM Collected by C. S. Huang and J. E. Cares in
December 1981 from the Fruit Tree Experiment
Station, INPA-Institut0 Nacional de Pesquisas de
Amazonas, Km 45, Highway Manaus-Boa Vista, State
of Amazonas, Brazil. ";Brasil;only georeferenced to country level;-14,235004;-51,92528;1981-12-15;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100024;UGMD;100024;Cucullitylenchus amazonensis Huang & Raski, 1986;Huang & Raski, 1986;7025329;SPECIES;Animalia;Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia);collection and data is currently is under review;ZIRUG 024;4;;;;;only georeferenced to country level;;;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100025;UGMD;100025;Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987;Huang, Uesugi & Raski, 1987;7019334;SPECIES;Animalia;Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987 (Animalia);collection and data is currently is under review;ZIRUG 025;;;;;;only georeferenced to country level;;;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100026;UGMD;100026;Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987;Huang, Uesugi & Raski, 1987;7019334;SPECIES;Animalia;Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987 (Animalia);collection and data is currently is under review;ZIRUG 026;;;;;;only georeferenced to country level;;;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100027;UGMD;100027;Paralongidorus cebensis Heyns & Coomans, 1989;Heyns & Coomans, 1989;7019081;SPECIES;Animalia;Paralongidorus cebensis Heyns & Coomans, 1989 (Animalia);collection and data is currently is under review;ZIRUG 027;;  Paratype ;1 female;Eastern Cape;South Africa;only georeferenced to country level;;;;;missing;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;31;7;1986;Ugent:UGMD:100028;UGMD;100028;Theristus tessae Heyns & Coomans, 1989;Heyns & Coomans, 1989;7020713;SPECIES;Animalia;Theristus tessae Heyns & Coomans, 1989 [=> Penzancia tessae (Heyns & Coomans, 1989)] (Animalia);collection and data is currently is under review;ZIRUG 028;1;Holotype   ;1 female;;Namibia;only georeferenced to country level;-22,95764;18,49041;1986-07-31;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;31;7;1986;Ugent:UGMD:100029;UGMD;100029;Chronogaster;;2283256;GENUS;Animalia;Chronogaster (Animalia);collection and data is currently is under review;ZIRUG 029;5;;;;;only georeferenced to country level;;;1986-07-31;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;31;7;1986;Ugent:UGMD:100030;UGMD;100030;Theristus tessae Heyns & Coomans, 1989;Heyns & Coomans, 1989;7020713;SPECIES;Animalia;Theristus tessae Heyns & Coomans, 1989 [=> Penzancia tessae (Heyns & Coomans, 1989)] (Animalia);collection and data is currently is under review;ZIRUG 030;1;  Paratype ;1 female;;Namibia;only georeferenced to country level;-22,95764;18,49041;1986-07-31;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100031;UGMD;100031;Theristus tessae Heyns & Coomans, 1989;Heyns & Coomans, 1989;7020713;SPECIES;Animalia;Theristus tessae Heyns & Coomans, 1989 [=> Penzancia tessae (Heyns & Coomans, 1989)] (Animalia);collection and data is currently is under review;ZIRUG 031;1;  Paratype ;1 female;Fish River;Namibia;only georeferenced to country level;-22,95764;18,49041;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100032;UGMD;100032;Belondira tumicauda Coomans & Baqri, 1972;Coomans & Baqri, 1972;7019696;SPECIES;Animalia;Belondira tumicauda Coomans & Baqri, 1972 (Animalia);collection and data is currently is under review;ZIRUG 032;6;Holotype Paratype ;1 female, 1 juvenile;;Congo;only georeferenced to country level;-0,228021;15,827659;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100033;UGMD;100033;Discolaimus;;2282615;GENUS;Animalia;Discolaimus (Animalia);collection and data is currently is under review;ZIRUG 033;;;;;;only georeferenced to country level;;;;;missing;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100034;UGMD;100034;Xiphinema basilgoodeyi Coomans, 1965;Coomans, 1965;4554499;SPECIES;Animalia;Xiphinema basilgoodeyi Coomans, 1965 (Animalia);collection and data is currently is under review;ZIRUG 034;7;Holotype Paratype ;2 females;roots of Coffea arabica L. in Congo;Democratic Republic of the Congo;only georeferenced to country level;;;;Nematologica 10(4):581-593;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100035;UGMD;100035;Discolaimus;;2282615;GENUS;Animalia;Discolaimus (Animalia);collection and data is currently is under review;ZIRUG 035;;;;;;only georeferenced to country level;;;;;missing;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100036;UGMD;100036;Oncholaimus deconincki Heyns & Coomans, 1977;Heyns & Coomans, 1977;7015154;SPECIES;Animalia;Oncholaimus deconincki Heyns & Coomans, 1977 (Animalia);collection and data is currently is under review;ZIRUG 036;;;;;;only georeferenced to country level;;;;;missing;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100037;UGMD;100037;Oncholaimus deconincki Heyns & Coomans, 1977;Heyns & Coomans, 1977;7015154;SPECIES;Animalia;Oncholaimus deconincki Heyns & Coomans, 1977 (Animalia);collection and data is currently is under review;ZIRUG 037;;;;;;only georeferenced to country level;;;;;missing;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100038;UGMD;100038;Croconema otti Gourbault & Vincx, 1990;Gourbault & Vincx, 1990;4350572;SPECIES;Animalia;Croconema otti Gourbault & Vincx, 1990 (Animalia);collection and data is currently is under review;ZIRUG 038;;;;;;only georeferenced to country level;;;;;missing;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100039;UGMD;100039;;;;;;Perspiria megamphidia;collection and data is currently is under review;ZIRUG 039;3;;;;;only georeferenced to country level;;;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100040;UGMD;100040;Perspiria papillata Vincx & Gourbault, 1989;Vincx & Gourbault, 1989;4348275;SPECIES;Animalia;Perspiria papillata Vincx & Gourbault, 1989 (Animalia);collection and data is currently is under review;ZIRUG 040;5;;;;;only georeferenced to country level;;;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;20;11;1973;Ugent:UGMD:100041;UGMD;100041;Meloinema kerongense Choi & Geraert, 1974;Choi & Geraert, 1974;7024756;SPECIES;Animalia;Meloinema kerongense Choi & Geraert, 1974 (Animalia);collection and data is currently is under review;ZIRUG 041;2;;;Broadleaf Lilac, Kerong Mt ;Korea;only georeferenced to country level;37,6639976;127,9784585;1973-11-20;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;20;11;1973;Ugent:UGMD:100042;UGMD;100042;Meloinema kerongense Choi & Geraert, 1974;Choi & Geraert, 1974;7024756;SPECIES;Animalia;Meloinema kerongense Choi & Geraert, 1974 (Animalia);collection and data is currently is under review;ZIRUG 042;1;;;Broadleaf Lilac, Kerong Mt ;Korea;only georeferenced to country level;37,6639976;127,9784585;1973-11-20;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;20;11;1973;Ugent:UGMD:100043;UGMD;100043;Meloinema kerongense Choi & Geraert, 1974;Choi & Geraert, 1974;7024756;SPECIES;Animalia;Meloinema kerongense Choi & Geraert, 1974 (Animalia);collection and data is currently is under review;ZIRUG 043;1;;;Broadleaf Lilac, Kerong Mt ;Korea;only georeferenced to country level;37,6639976;127,9784585;1973-11-20;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100044;UGMD;100044;Discocriconemella limitanea Luc, 1959;Luc, 1959;7022492;SPECIES;Animalia;Discocriconemella limitanea Luc, 1959 (Animalia);collection and data is currently is under review;ZIRUG 044;4;;;Pasoh Forest, Negeri Sembilan ;Malaysia;only georeferenced to country level;4,210484;101,975766;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100045;UGMD;100045;Discocriconemella limitanea Luc, 1959;Luc, 1959;7022492;SPECIES;Animalia;Discocriconemella limitanea Luc, 1959 (Animalia);collection and data is currently is under review;ZIRUG 045;13;;;Pasoh Forest, Negeri Sembilan ;Malaysia;only georeferenced to country level;4,210484;101,975766;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100046;UGMD;100046;Discocriconemella macramphidia De Grisse, 1967;De Grisse, 1967;7022507;SPECIES;Animalia;Discocriconemella macramphidia De Grisse, 1967 (Animalia);collection and data is currently is under review;ZIRUG 046;;;;Pasoh Forest, Negeri Sembilan ;Malaysia;only georeferenced to country level;4,210484;101,975766;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;;;;Ugent:UGMD:100047;UGMD;100047;Discocriconemella macramphidia De Grisse, 1967;De Grisse, 1967;7022507;SPECIES;Animalia;Discocriconemella macramphidia De Grisse, 1967 (Animalia);collection and data is currently is under review;ZIRUG 047;9;;;Pasoh Forest, Negeri Sembilan ;Malaysia;only georeferenced to country level;4,210484;101,975766;;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;8;8;1973;Ugent:UGMD:100048;UGMD;100048;"Discocriconemella pannosa Sauer & Winoto, 1975;";Sauer & Winoto, 1975;7022500;SPECIES;Animalia;Discocriconemella pannosa (Animalia);collection and data is currently is under review;ZIRUG 048;5;  Paratype ;5 females;;Malaysia;only georeferenced to country level;4,210484;101,975766;1973-08-08;;in collection;EN
Ugent;Ugent;Ugent;collection;MVD:Nematods;Ghent university - Zoology Museum - Nematod Collection;PreservedSpecimen;https://creativecommons.org/licenses/by/4.0/;8;8;1973;Ugent:UGMD:100049;UGMD;100049;Helicotylenchus paracanalis Sauer & Winoto, 1975;Sauer & Winoto, 1975;7021297;SPECIES;Animalia;Helicotylenchus paracanalis Sauer & Winoto, 1975 (Animalia);collection and data is currently is under review;ZIRUG 049;4;;;Pasoh Forest, Negeri Sembilan ;Malaysia;only georeferenced to country level;4,210484;101,975766;1973-08-08;;in collection;EN
