id	language	license	rightsHolder	datasetID	datasetName	ownerInstitutionCode	eventID	year	decimalLatitude	decimalLongitude
CH036	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH036	1993	46.40222222	7.58694444
CH037	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH037	1994	46.38722222	7.12944444
CH038	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH038	1993	47.02027778	6.99777778
CH039	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH039	1993	46.83666667	8.35138889
CH040	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH040	1993	47.26055556	8.77277778
CH041	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH041	1993	47.17222222	8.07638889
CH042	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH042	1993	46.77194444	8.26861111
CH043	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH043	1993	47.47527778	8.49305556
CH044	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH044	1994	45.78305556	9.13972222
CH045	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH045	1993	47.02361111	7.47833333
CH046	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH046	1993	45.99805556	8.92833333
CH047	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH047	1993	46.37888889	6.98527778
CH048	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH048	1994	47.60805556	8.83277778
CH049	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH049	1993	46.78527778	9.68138889
CH050	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH050	1993	46.05194444	8.94388889
CH053	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH053	1993	46.36138889	7.2
CH054	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH054	1993	47.07166667	8.31694444
CH055	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH055	1994	46.50333333	6.08638889
CH056	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH056	1993	46.68083333	7.9775
CH057	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH057	1993	47.26944444	9.39888889
CH058	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH058	1993	46.76555556	9.64861111
CH059	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH059	1993	46.66944444	7.285
CH060	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH060	1993	47.18861111	9.33194444
CH061	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH061	1993	46.57805556	7.44388889
CH062	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH062	1993	46.79638889	7.04138889
CH063	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH063	1994	45.83083333	9.26722222
CH064	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH064	1993	46.95888889	8.57111111
CH065	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH065	1993	46.88916667	8.0875
CH066	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH066	1993	47.09194444	8.08222222
CH067	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH067	1993	46.8125	8.71722222
CH068	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH068	1993	46.96583333	6.56861111
CH069	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH069	1993	46.775	8.30611111
CH070	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH070	1993	46.34638889	6.8425
CH071	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH071	1993	46.79222222	8.39388889
CH072	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH072	1993	46.55277778	7.74361111
CH073	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH073	1993	47.27138889	8.50055556
CH074	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH074	1993	46.73527778	7.56666667
CH075	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH075	1993	47.15833333	9.37861111
CH076	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH076	1993	46.68277778	8.29944444
CH077	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CH077	1993	47.17222222	8.62027778
CHA01	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA01	1999	-50.1	-73
CHA02	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA02	1999	-50.1	-73
CHA03	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA03	1999	-50.1	-73
CHA04	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA04	1999	-50.1	-73
CHA05	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA05	1999	-50.1	-73
CHA06	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA06	1999	-50.1	-73
CHA07	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA07	1999	-50.1	-73
CHA08	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA08	1999	-50.1	-73
CHA09	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA09	1999	-55.06177	-67.6164
CHA10	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA10	1999	-55.06177	-67.6164
CHA11	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA11	1999	-55.06177	-67.6164
CHA12	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA12	1999	-55.06177	-67.6164
CHA13	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA13	1999	-55.06177	-67.6164
CHA14	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA14	1999	-55.06177	-67.6164
CHA15	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA15	1999	-55.06177	-67.6164
CHA16	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA16	1999	-55.06177	-67.6164
CHA17	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA17	1999	-55.06177	-67.6164
CHA18	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA18	1999	-55.06177	-67.6164
CHA19	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA19	1999	-55.06177	-67.6164
CHA20	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA20	1999	-55.06177	-67.6164
CHA21	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA21	1999	-55.06177	-67.6164
CHA22	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA22	1999	-55.06177	-67.6164
CHA23	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CHA23	1999	-55.06177	-67.6164
CT00	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT00	1999	-45.9	-72.2
CT01	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT01	1999	-45.9	-72.2
CT02	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT02	1999	-45.9	-72.2
CT03	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT03	1999	-45.9	-72.2
CT04	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT04	1999	-45.9	-72.2
CT05	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT05	1999	-45.9	-72.2
CT06	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT06	1999	-45.9	-72.2
CT07	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT07	1999	-45.9	-72.2
CT08	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT08	1999	-45.9	-72.2
CT09	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT09	1999	-45.9	-72.2
CT10	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CT10	1999	-45.9	-72.2
CW001	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW001	1993	53.1154292	-4.02453212
CW002	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW002	1993	53.07275269	-4.15091465
CW003	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW003	1993	52.91485175	-4.41379872
CW004	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW004	1993	53.26751574	-4.53410887
CW005	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW005	1993	53.26315291	-4.52785232
CW007	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW007	1994	52.28335568	-4.04649216
CW008	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW008	1994	52.25904613	-4.04830325
CW009	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW009	1994	52.57539906	-3.83868996
CW013	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW013	1994	52.24778142	-3.91593787
CW014	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW014	1994	51.98035984	-3.99187645
CW015	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	CW015	1994	51.98482794	-3.99353108
DK001	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK001	1991	54.93333333	9.45
DK002	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK002	1991	55.71666667	9.31666667
DK003	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK003	1991	55.38333333	9.25
DK004	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK004	1991	55.43333333	9.31666667
DK005	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK005	1991	56.25	9.5
DK006	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK006	1991	55.26666667	10.13333333
DK007	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK007	1991	56.1	9.83333333
DK008	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK008	1991	56.01666667	9.53333333
DK009	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK009	1991	56.15	9.51666667
DK010	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK010	1991	55.56666667	9.43333333
DK011	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK011	1991	55.16666667	10.31666667
DK012	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK012	1991	56.56666667	8.78333333
DK013	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK013	1991	55.43333333	10.2
DK014	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK014	1991	54.86666667	11.26666667
DK015	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK015	1991	55.5	11.96666667
DK016	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK016	1991	55.36666667	11.58333333
DK017	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK017	1991	55.81666667	12.26666667
DK018	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK018	1991	55.78333333	12.35
DK019	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK019	1991	55.76666667	12.46666667
DK020	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK020	1991	56.25	9.81666667
DK021	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK021	1991	55.46666667	11.51666667
DK022	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK022	1991	55.76666667	12.21666667
DK023	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK023	1991	54.73333333	11.58333333
DK024	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK024	1991	54.73333333	11.56666667
DK025	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK025	1991	55.73333333	9.4
DK026	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK026	1991	55.73333333	12.2
DK027	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK027	1991	56	12.11666667
DK052	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	DK052	1991	55.8	12.41666667
FILA	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILA	2002	-51.67118	-59.96926
FILB	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILB	2002	-51.55377	-59.61264
FILC	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILC	2002	-51.49941	-59.7319
FILE	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILE	2002	-51.84165	-60.19698
FILG	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILG	2002	-52.02099	-60.45026
FILH	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILH	2002	-51.90698	-60.15072
FILI	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILI	2002	-51.71165	-60.01786
FILJ	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILJ	2002	-51.47103	-58.78444
FILK	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILK	2002	-51.68694	-57.93763
FILL	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILL	2002	-51.50411	-58.2358
FILM	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILM	2002	-51.72319	-58.07708
FILO	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILO	2002	-51.43597	-58.45388
FILP	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILP	2002	-51.56127	-60.07603
FILQ	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILQ	2002	-51.56127	-60.0683
FILR	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILR	2002	-51.83875	-58.65011
FILT	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILT	2002	-51.75258	-58.9106
FILW	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FILW	2002	-51.81472	-58.4025
FIN001	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN001	1996	68.76	26.63
FIN002	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN002	1996	68.68	27.03
FIN003	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN003	1996	68.66	26.38
FIN004	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN004	1996	68.65	27.05
FIN005	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN005	1996	68.73	26.73
FIN006	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN006	1996	68.75	27.1
FIN007	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN007	1996	68.83	27.13
FIN008	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN008	1996	68.85	26.91
FIN009	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN009	1996	69	27.16
FIN010	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN010	1996	68.98	27.3
FIN011	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN011	1996	69.18	27.28
FIN012	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN012	1996	69.55	27.61
FIN013	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN013	1996	69.78	28.2
FIN014	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN014	1996	69.88	28.22
FIN015	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN015	1996	69.7	28.63
FIN016	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN016	1996	69.39	29
FIN017	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN017	1996	69.46	29.11
FIN018	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN018	1996	69.46	29.28
FIN019	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN019	1996	69.54	29.27
FIN020	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN020	1996	69.55	29.12
FIN021	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN021	1996	69.55	28.93
FIN022	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN022	1996	69.54	28.86
FIN023	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN023	1996	69.62	28.48
FIN024	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN024	1996	69.61	28.62
FIN025	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN025	1996	69.683	28.63
FIN026	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN026	1996	69.678	28.63
FIN027	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN027	1996	69.67	28.96
FIN028	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN028	1996	69.65	29.1
FIN029	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN029	1996	69.32	28.92
FIN030	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN030	1996	69.35	29
FIN031	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN031	1996	69.25	28.58
FIN032	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN032	1996	69.1	28.58
FIN033	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN033	1996	69.06	28.82
FIN034	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN034	1996	68.76	28.68
FIN035	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN035	1996	68.78	28.31
FIN036	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN036	1996	68.73	28.13
FIN037	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN037	1996	68.63	28.07
FIN038	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN038	1996	68.65	27.93
FIN039	en	https://creativecommons.org/licenses/by/4.0/	Ugent	doi:10.15468/q457rc	Global Lacustrine Diatoms	Ugent	FIN039	1996	68.6	27.71
