gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1305954989	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100019	Animalia	Nematoda	Adenophorea	Desmodorida	Desmodoridae	Pseudochromadora	Pseudochromadora incubans		SPECIES	Pseudochromadora incubans Gourbault & Vincx, 1990	GP	Grand Cui-de-Sac marin	05c249d0-dfa0-11d8-b22e-b8a03c50a862	16.265	-61.551											4350475	4350475	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100019			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84
1305955008	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100017	Animalia	Nematoda	Adenophorea	Araeolaimida	Axonolaimidae	Diplopeltula	Diplopeltula indica		SPECIES	Diplopeltula indica Gerlach, 1962	GP	La D6sirade, FWI, Anse Petite Rivi6re, sample 38, littoral, medium sand, 12 December 1982; La Guadeloupe, Grande-Terre, Le Moule, sample 150, littoral calcareous poorly sorted fine sand with pebbles;	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1983-12-11T01:00Z	11	12	1983	4349053	4349053	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100017			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955048	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100074	Animalia	Nematoda	Secernentea	Tylenchida	Dolichodoridae	Merlinius			GENUS	Merlinius Siddiqi, 1970			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4281837		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100074			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_HIGHERRANK
1305955074	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100093	Animalia	Nematoda	Secernentea	Rhabditida	Meloidogynidae	Meloidogyne	Meloidogyne ardenensis		SPECIES	Meloidogyne deconincki Elmiligy, 1968			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4556294	4556292	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100093			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955051	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100052	Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Hemicycliophora	Hemicycliophora koreana		SPECIES	Hemicycliophora koreana Choi & Geraert, 1971	KR	Pine tree; Pohang	05c249d0-dfa0-11d8-b22e-b8a03c50a862	37.664	127.97846							1970-08-17T01:00Z	17	8	1970	7023091	7023091	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100052			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955059	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100063	Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Hoplolaimus			GENUS	Hoplolaimus Daday, 1905	CD		05c249d0-dfa0-11d8-b22e-b8a03c50a862													2284105		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100063			CC_BY_4_0	Ugent		PARALECTOTYPE		2016-09-08T12:12Z		TAXON_MATCH_HIGHERRANK
1305955131	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100150	Animalia	Nematoda	Adenophorea	Desmoscolecida	Desmoscolecidae	Desmoscolex			GENUS	Desmoscolex Claparède, 1863			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2280240		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100150			CC_BY_4_0	Ugent		HOLOTYPE		2016-09-08T12:12Z		TAXON_MATCH_HIGHERRANK;COUNTRY_INVALID
1305955138	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100163													05c249d0-dfa0-11d8-b22e-b8a03c50a862															PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100163			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_NONE
1305955211	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100245	Animalia	Nematoda	Adenophorea	Dorylaimida	Longidoridae	Xiphidorus	Xiphidorus saladillensis		SPECIES	Xiphidorus saladillensis Chaves & Coomans, 1984			05c249d0-dfa0-11d8-b22e-b8a03c50a862													7019102	7019102	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100245			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955164	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100198	Animalia	Nematoda	Adenophorea	Desmoscolecida	Desmoscolecidae	Quadricoma	Quadricoma lizardiensis		SPECIES	Quadricoma lizardiensis Decraemer, 1977	AU		05c249d0-dfa0-11d8-b22e-b8a03c50a862	-25.2744	133.77514							1967-09-12T01:00Z	12	9	1967	4630026	4630026	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100198			CC_BY_4_0	Ugent		HOLOTYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955282	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100308	Animalia	Nematoda			Telotylenchidae	Scutylenchus	Scutylenchus koreanus		SPECIES	Merlinius koreanus Choi & Geraert, 1971	KR		05c249d0-dfa0-11d8-b22e-b8a03c50a862	37.664	127.97846											7023619	7023618	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100308			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955311	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100356	Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Thornenema	Thornenema maraouense		SPECIES	Thornenema maraouense Coomans & Carbonell, 1982	CI		05c249d0-dfa0-11d8-b22e-b8a03c50a862													7017355	7017355	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100356			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		
1305955310	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100374	Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Irantylenchus	Irantylenchus vicinus		SPECIES	Tylenchus vicinus Szczygiel, 1970			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4555943	4555942	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100374			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		
1305955354	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100403	Animalia	Nematoda	Adenophorea	Araeolaimida	Camacolaimidae	Setostephanolaimus	Setostephanolaimus gandavensis		SPECIES	Stephanolaimus gandavensis Jensen, 1976			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1973-01-09T01:00Z	9	1	1973	4347067	7026402	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100403			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		
1305955355	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100391	Animalia	Nematoda	Adenophorea	Desmodorida	Draconematidae	Paradraconema	Paradraconema newelli		SPECIES	Paradraconema newelli	CO		05c249d0-dfa0-11d8-b22e-b8a03c50a862	4.57087	-74.29733							1968-05-27T01:00Z	27	5	1968	4348069	4348069	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100391			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955397	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100463	Animalia	Nematoda	Adenophorea	Desmodorida	Richtersiidae	Richtersia	Richtersia deconincki		SPECIES	Richtersia deconincki Vincx, 1981			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1978-09-05T01:00Z	5	9	1978	5722232	5722232	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100463			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955512	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100557	Animalia	Nemertea				Cephalonema			GENUS	Cephalonema Stimpson, 1857	BR	Cocoa idem.	05c249d0-dfa0-11d8-b22e-b8a03c50a862	-14.235	-51.92528											2508806		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100557			CC_BY_4_0	Ugent				2016-09-08T12:12Z		INDIVIDUAL_COUNT_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1305955472	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100523	Animalia	Nematoda	Secernentea	Diplogasterida	Diplogasteridae	Mesodiplogaster			GENUS	Mesodiplogaster			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2283801		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100523			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955525	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100599	Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Thornenema	Thornenema elegans		SPECIES	Thornenema elegans Carbonell & Coomans, 1987	CM		05c249d0-dfa0-11d8-b22e-b8a03c50a862	7.36972	12.35472											7017373	7017373	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100599			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;COORDINATE_ROUNDED
1305955499	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100574	Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Sclerolabia	Sclerolabia jamaicensia		SPECIES	Sclerolabia jamaicensia Carbonell & Coomans, 1986	JM		05c249d0-dfa0-11d8-b22e-b8a03c50a862	18.10958	-77.29751							1967-12-09T01:00Z	9	12	1967	7017593	7017593	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100574			CC_BY_4_0	Ugent		HOLOTYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955587	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100665	Animalia	Nematoda	Secernentea	Tylenchida	Heteroderidae	Atalodera	Atalodera gracilancea		SPECIES	Thecavermiculatus gracilancea Robbins, 1978	US	Montercy Co. Ca, Rangeland Rattail Fescue	05c249d0-dfa0-11d8-b22e-b8a03c50a862	37.09024	-95.71289											7025604	7025603	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100665			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955576	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100650	Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus	Rotylenchus mesorobustus		SPECIES	Rotylenchus mesorobustus Zancada, 1986	ES		05c249d0-dfa0-11d8-b22e-b8a03c50a862	40.46367	-3.74922											4556434	4556434	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100650			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955532	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100598	Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Thornenema	Thornenema elegans		SPECIES	Thornenema elegans Carbonell & Coomans, 1987	CM		05c249d0-dfa0-11d8-b22e-b8a03c50a862	7.36972	12.35472											7017373	7017373	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100598			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;COORDINATE_ROUNDED
1305955601	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100662	Animalia	Nematoda	Secernentea	Tylenchida	Heteroderidae	Dolichodorus	Dolichodorus grandaspicatus		SPECIES	Dolichodorus grandaspicatus Robbins, 1982			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1979-10-15T01:00Z	15	10	1979	7024279	7024279	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100662			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		
1305955713	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100789	Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Criconema	Criconema certesi		SPECIES	Criconema certesi Raski & Valenzuela, 1986	CL		05c249d0-dfa0-11d8-b22e-b8a03c50a862	-35.67515	-71.54297							1983-01-19T01:00Z	19	1	1983	7022874	7022874	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100789			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955701	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100749	Animalia	Nematoda	Secernentea	Tylenchida	Heteroderidae	Meloidogyne			GENUS	Meloidogyne	IN		05c249d0-dfa0-11d8-b22e-b8a03c50a862	20.59368	78.96288							1985-03-04T01:00Z	4	3	1985	2283979		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100749			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		INDIVIDUAL_COUNT_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1305955721	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100773	Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Peltamigratus	Peltamigratus banoae		SPECIES	Peltamigratus banoae Rashid, Geraert & Sharma, 1987	BR		05c249d0-dfa0-11d8-b22e-b8a03c50a862	-14.235	-51.92528											7021098	7021098	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100773			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955709	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100758	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Australoactina	Australoactina costata		SPECIES	Actina costata White, 1914	CI	Man I Km 21b	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1931-03-03T01:00Z	3	3	1931	5078518	1580018	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100758			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_FUZZY
1305955712	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100771	Animalia	Nematoda	Adenophorea	Monhysterida	Monhysteridae	Diplolaimella			GENUS	Diplolaimella Allgén, 1929			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2279868		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100771			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955813	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100954	Animalia	Nematoda	Adenophorea	Enoplida	Trefusiidae	Africanema	Africanema interstitialis		SPECIES	Africanema interstitialis Vincx & Furstenberg, 1988			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1986-08-17T02:00Z	17	8	1986	4349432	4349432	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100954			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955660	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100721	Animalia	Nematoda	Adenophorea	Dorylaimida	Nordiidae	Enchodelus	Rotundus signyensis		SPECIES	Enchodelus signyensis Loof, 1975			05c249d0-dfa0-11d8-b22e-b8a03c50a862													7018618	7018617	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100721			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		
1305955810	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100872	Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Coslenchus	Coslenchus aquaticus		SPECIES	Coslenchus aquaticus Geraert & Raski, 1989	NL	Broekse Wielen	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1986-03-14T01:00Z	14	3	1986	4556010	4556010	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100872			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955768	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100826	Animalia	Nematoda	Secernentea	Aphelenchida	Aphelenchidae	Laimaphelenchus	Laimaphelenchus penardi		SPECIES	Laimaphelenchus penardi	CH	Ufenau	05c249d0-dfa0-11d8-b22e-b8a03c50a862	46.81819	8.22751							1981-05-19T02:00Z	19	5	1981	2284378	2284378	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100826			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955735	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100797	Animalia	Nematoda	Secernentea	Diplogasterida	Diplogasteridae	Pristionchus			GENUS	Pristionchus Kreis, 1932	PH	Culture Mraceh	05c249d0-dfa0-11d8-b22e-b8a03c50a862	14.48037	121.03902											4281833		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100797			CC_BY_4_0	Ugent				2016-09-08T12:12Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COUNTRY_INVALID;COORDINATE_ROUNDED
1305955803	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100887	Animalia	Nematoda			Rotylenchulidae	Bilobodera	Bilobodera mesoangustus		SPECIES	Verutus mesoangustus Minagawa, 1986	JP		05c249d0-dfa0-11d8-b22e-b8a03c50a862	36.20482	138.25292							1980-11-28T01:00Z	28	11	1980	7024351	7024350	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100887			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305955834	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:100950	Animalia	Nematoda	Adenophorea	Desmodorida	Desmodoridae	Chromadoropsis	Chromadoropsis namibiensis		SPECIES	Chromadoropsis namibiensis Furstenberg & Vincx, 1988	NA	Langstrand Bay of Cuspi	05c249d0-dfa0-11d8-b22e-b8a03c50a862	-22.95764	18.49041											6485046	6485046	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	100950			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84
1305956025	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101250	Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Basiria			GENUS	Basiria Siddiqi, 1959			05c249d0-dfa0-11d8-b22e-b8a03c50a862													3249175		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101250			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_HIGHERRANK
1305955908	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101083	Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus	Rotylenchus uniformis		SPECIES	Rotylenchus uniformis (Thorne, 1949)			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1961-09-17T01:00Z	17	9	1961	2284119	2284119	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101083			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955895	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101132	Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus	Aglenchus agricola		SPECIES	Tylenchus agricola de Man, 1884			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4556002	4346564	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101132			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955933	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101171	Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Paratylenchus			GENUS	Paratylenchus Filipjev, 1936			05c249d0-dfa0-11d8-b22e-b8a03c50a862													7235427		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101171			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955898	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101115	Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus	Pratylenchus crenatus		SPECIES	Pratylenchus crenatus Loof, 1960			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4556354	4556354	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101115			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955954	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101153	Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus	Aglenchus agricola		SPECIES	Tylenchus agricola de Man, 1884			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1981-10-25T01:00Z	25	10	1981	4556002	4346564	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101153			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955968	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101192	Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Mesodorylaimus			GENUS	Mesodorylaimus Andrássy, 1959			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2282644		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101192			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305956005	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101208	Animalia	Nematoda	Adenophorea	Dorylaimida	Tylencholaimellidae	Doryllium	Doryllium uniforme		SPECIES	Doryllium uniforme Cobb, 1920			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2282482	2282482	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101208			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955912	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101116	Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus	Tylenchorhynchus dubius		SPECIES	Tylenchorhynchus dubius (Butschli, 1873)			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2283945	2283945	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101116			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305955982	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101201	Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Dorylaimus			GENUS	Dorylaimus Dujardin, 1845			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2282620		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101201			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305956030	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101288	Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Basiria	Basiria aberrans		SPECIES	Basiria aberrans (Thorne, 1949)			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-05-21T01:00Z	21	5	1962	5889742	5889742	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101288			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_FUZZY
1305956128	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101416	Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Paratylenchus			GENUS	Paratylenchus Filipjev, 1936			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-09-10T01:00Z	10	9	1962	7235427		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101416			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305956119	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101348	Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Tylenchus			GENUS	Tylenchus Bastian, 1865			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-06-12T01:00Z	12	6	1962	4281839		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101348			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305956214	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101479	Animalia	Nematoda			Telotylenchidae	Quinisulcius	Quinisulcius capitatus		SPECIES	Quinisulcius capitatus (Allen, 1955)	IR	Bostanu	05c249d0-dfa0-11d8-b22e-b8a03c50a862	32.42791	53.68805							1972-07-27T01:00Z	27	7	1972	4556249	4556249	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101479			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305956152	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101442	Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Eudorylaimus			GENUS	Eudorylaimus Andrássy, 1959			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-02-07T01:00Z	7	2	1962	2282714		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101442			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_HIGHERRANK
1305956087	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101371	Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Trichodorus	Trichodorus primitivus		SPECIES	Trichodorus primitivus (de Man, 1880)			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-08-29T01:00Z	29	8	1962	2279608	2279608	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101371			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305956092	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:101353	Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus	Rotylenchus goodeyi		SPECIES	Rotylenchus goodeyi Loof & Oostenbrink, 1958			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-06-14T01:00Z	14	6	1962	4556473	4556473	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	101353			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
