gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1305957361	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:102781	Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Basiria	Basiria graminophila		SPECIES	Basiria graminophila Siddiqi, 1959			05c249d0-dfa0-11d8-b22e-b8a03c50a862													5889741	5889741	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	102781			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957442	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:102881	Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Filenchus			GENUS	Filenchus Andrassy, 1954		P.W. 3	05c249d0-dfa0-11d8-b22e-b8a03c50a862													2284160		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	102881			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957482	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:102923	Animalia	Nematoda	Secernentea	Tylenchida	Heteroderidae	Cactodera			GENUS	Cactodera Krall & Krall, 1978		S.J. De Tandil (Bs As), uncultivated soil (Cau Bal	05c249d0-dfa0-11d8-b22e-b8a03c50a862													4406810		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	102923			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957336	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:102751	Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Cephalenchus	Cephalenchus emarginatus		SPECIES	Tylenchus emarginatus Cobb, 1893		Maclean, N.S.W.	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1963-09-01T01:00Z	1	9	1963	4555929	2284177	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	102751			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957609	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103063	Animalia	Nematoda	Secernentea	Tylenchida	Dolichodoridae	Merlinius	Merlinius microdorus		SPECIES	Merlinius microdorus (Geraert, 1966)	IR	Wheat, Karadj/ Iran	05c249d0-dfa0-11d8-b22e-b8a03c50a862	32.42791	53.68805							1967-09-11T01:00Z	11	9	1967	4556202	4556202	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103063			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305957593	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103034	Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus			GENUS	Tylenchorhynchus	MA	Larache- Ksar el Kebir, gebied van Oued Loukous, Q	05c249d0-dfa0-11d8-b22e-b8a03c50a862	31.7917	-7.09262							1973-08-02T01:00Z	2	8	1973	8408267		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103034			CC_BY_4_0	Ugent				2016-09-08T12:12Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;COORDINATE_ROUNDED
1305957575	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103014	Animalia	Nematoda	Adenophorea	Araeolaimida	Haliplectidae	Haliplectus	Haliplectus bidenticulatus		SPECIES	Haliplectus bidenticulatus Heyns & Swart, 1993	SC	Seychelles, Curieuse, Beach sand under Takamaka tr	05c249d0-dfa0-11d8-b22e-b8a03c50a862	-4.67957	55.49198							1990-06-19T02:00Z	19	6	1990	7026408	7026408	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103014			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305957605	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103067	Animalia	Nematoda	Secernentea	Tylenchida	Neotylenchidae	Boleodorus	Boleodorus thylactus		SPECIES	Boleodorus thylactus Thorne, 1941	IR	Wheat, Karadj/ Iran	05c249d0-dfa0-11d8-b22e-b8a03c50a862	32.42791	53.68805							1967-09-11T01:00Z	11	9	1967	4555968	4555968	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103067			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305957398	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:102819	Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Crossonema			GENUS	Crossonema Mehta & Raski, 1971	KR	Zelkova	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1971-04-08T01:00Z	8	4	1971	2284072		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	102819			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_HIGHERRANK
1305957504	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:102939	Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Macroposthonia	Macroposthonia oostenbrinki		SPECIES	Criconemoides oostenbrinki Loof, 1964	VE	Grond koffie, Bocono	05c249d0-dfa0-11d8-b22e-b8a03c50a862	6.42375	-66.58973							1964-09-24T01:00Z	24	9	1964	7022790	7022789	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	102939			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84
1305957382	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:102822	Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus	Pararotylenchus pini		SPECIES	Rotylenchus pini Mamiya, 1968	IT	Firmiano 231	05c249d0-dfa0-11d8-b22e-b8a03c50a862	41.87194	12.56738											7021399	7021398	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	102822			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84
1305957511	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:102954	Animalia	Nematoda	Adenophorea	Dorylaimida	Mononchidae	Iotonchus	Iotonchus southi		SPECIES	Iotonchus southi Dhanam & Jairajpuri, 1998			05c249d0-dfa0-11d8-b22e-b8a03c50a862													7015995	7015995	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	102954			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		
1305957536	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:102979	Animalia	Nematoda	Secernentea	Rhabditida	Meloidogynidae	Meloidogyne	Meloidogyne duytsi		SPECIES	Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998	NL	Elymus Farctus, Oostvoorne	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1997-05-15T02:00Z	15	5	1997	4556301	4556301	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	102979			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957676	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103141	Animalia	Nematoda	Secernentea	Tylenchida	Neotylenchidae	Deladenus			GENUS	Deladenus			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1974-07-08T01:00Z	8	7	1974	8084785		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103141			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957731	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103197	Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Tylenchus			GENUS	Tylenchus Bastian, 1865	TR	Maltepe	05c249d0-dfa0-11d8-b22e-b8a03c50a862	38.96375	35.24332											4281839		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103197			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305957604	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103071	Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus			GENUS	Aglenchus Andrássy, 1954	IR	Tea, Lahidjan/ Iran	05c249d0-dfa0-11d8-b22e-b8a03c50a862	32.42791	53.68805							1967-09-20T01:00Z	20	9	1967	4281838		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103071			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1305957624	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103095	Animalia	Nematoda	Secernentea	Tylenchida	Neotylenchidae	Nothotylenchus	Nothotylenchus affinis		SPECIES	Nothotylenchus affinis Thorne, 1941	IR	Wheat, Karadj/ Iran	05c249d0-dfa0-11d8-b22e-b8a03c50a862	32.42791	53.68805							1967-09-06T01:00Z	6	9	1967	4555906	4555906	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103095			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305957362	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:102792	Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Hemicriconemoides	Hemicriconemoides strictathecatus		SPECIES	Hemicriconemoides mangiferae Siddiqi, 1961		Abdel-Akman farm U.A.R.	05c249d0-dfa0-11d8-b22e-b8a03c50a862													7022561	7022557	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	102792			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_FUZZY;COUNTRY_INVALID
1305957791	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103262	Animalia	Nematoda	Secernentea	Tylenchida	Anguinidae	Ditylenchus	Ditylenchus leptosoma		SPECIES	Ditylenchus leptosoma Geraert & Choi, 1990			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1987-09-14T02:00Z	14	9	1987	7024512	7024512	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103262			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957821	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103309	Animalia	Nematoda			Telotylenchidae	Bitylenchus	Bitylenchus clavicaudatus		SPECIES	Tylenchorhynchus clavicauda Seinhorst, 1968	KR		05c249d0-dfa0-11d8-b22e-b8a03c50a862	37.664	127.97846											7023934	4556244	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103309			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305957754	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103228	Animalia	Nematoda	Secernentea	Rhabditida		Paratylenchus	Paratylenchus aquaticus		SPECIES	Paratylenchus aquaticus Merny, 1966			05c249d0-dfa0-11d8-b22e-b8a03c50a862													7023273	7023273	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103228			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_FUZZY
1305957804	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103264	Animalia	Nematoda	Secernentea	Tylenchida	Anguinidae	Ditylenchus	Ditylenchus leptosoma		SPECIES	Ditylenchus leptosoma Geraert & Choi, 1990			05c249d0-dfa0-11d8-b22e-b8a03c50a862													7024512	7024512	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103264			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957824	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103285	Animalia	Nematoda	Adenophorea	Dorylaimida	Leptonchidae	Margollus	Margollus hispanicus		SPECIES	Tylencholaimellus hispanicus Pena Santiago & Coomans, 1990	ES		05c249d0-dfa0-11d8-b22e-b8a03c50a862	40.46367	-3.74922											4555321	4555320	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103285			CC_BY_4_0	Ugent		HOLOTYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305957709	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103159	Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus	Pratylenchus pseudopratensis		SPECIES	Pratylenchus pseudopratensis Seinhorst, 1968			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4556349	4556349	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103159			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957698	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103178	Animalia	Nematoda	Secernentea	Tylenchida	Dolichodoridae	Merlinius	Merlinius pseudobavaricus		SPECIES	Merlinius pseudobavaricus Saltukoglu, Geraert & Coomans, 1976			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1972-04-16T01:00Z	16	4	1972	7023569	7023569	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103178			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957873	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103355	Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Belonolaimus	Belonolaimus gracilis		SPECIES	Belonolaimus gracilis	US	Florida Haines City	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1955-12-05T01:00Z	5	12	1955	2284128	2284128	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103355			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305957755	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103214											IR	Behbahan, Iran/ Khazestan; Ficus Carica	05c249d0-dfa0-11d8-b22e-b8a03c50a862	32.42791	53.68805							1981-03-08T01:00Z	8	3	1981			PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103214			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_NONE;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305957972	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103458	Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Filenchus	Filenchus vulgaris		SPECIES	Filenchus vulgaris	PL	Parlin Poland, 8 m Lutocin noj Ciechanow 198O	05c249d0-dfa0-11d8-b22e-b8a03c50a862	51.91944	19.14514											7734417	7734417	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103458			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305957836	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103333	Animalia	Nematoda	Secernentea	Rhabditida	Rhabditidae	Mesorhabditis	Mesorhabditis minuta		SPECIES	Mesorhabditis minuta Bostrom, 1991	GR	Kahari, Samos	05c249d0-dfa0-11d8-b22e-b8a03c50a862	39.07421	21.82431							1988-06-19T02:00Z	19	6	1988	7036090	7036090	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103333			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305957933	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103406	Animalia	Nematoda	Secernentea	Tylenchida	Anguinidae	Ditylenchus	Ditylenchus filicauda		SPECIES	Ditylenchus filicauda Geraert & Raski, 1990	CL	Orange Bay Hoste Island	05c249d0-dfa0-11d8-b22e-b8a03c50a862	-35.67515	-71.54297							1983-01-19T01:00Z	19	1	1983	7024454	7024454	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103406			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305958030	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103509	Animalia	Nematoda	Adenophorea	Dorylaimida	Alaimidae	Cristamphidelus	Cristamphidelus acucephalus		SPECIES	Etamphidelus acucephalus Coomans & Raski, 1988			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1983-01-19T01:00Z	19	1	1983	7015363	7015362	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103509			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		TAXON_MATCH_FUZZY
1305958011	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103490	Animalia	Nematoda	Secernentea	Tylenchida	Neotylenchidae	Ecphyadophora			GENUS	Ecphyadophora de Man, 1921	US	San Lorenzo	05c249d0-dfa0-11d8-b22e-b8a03c50a862													2283995		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103490			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_HIGHERRANK
1305958017	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103491	Animalia	Nematoda							PHYLUM	Nematoda			05c249d0-dfa0-11d8-b22e-b8a03c50a862													5967481		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103491			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305958078	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103535	Animalia	Nematoda	Adenophorea	Dorylaimida	Actinolaimidae				FAMILY	Neoactinolaimidae Thorne, 1967	BE		05c249d0-dfa0-11d8-b22e-b8a03c50a862	50.50389	4.46994											7018699		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103535			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1305958049	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103537	Animalia	Nematoda	Adenophorea	Araeolaimida	Plectidae	Ereptonema	Ereptonema arcticum		SPECIES	Ereptonema arcticum Loof, 1971	KE	aarde basis, Senecio fkeniodendron	05c249d0-dfa0-11d8-b22e-b8a03c50a862	-0.02356	37.90619							1975-08-01T01:00Z	1	8	1975	2283140	2283140	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103537			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305958015	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103471	Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Coslenchus	Coslenchus multigyrus		SPECIES	Coslenchus multigyrus Siddiqi, 1981			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4556007	4556007	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103471			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305958024	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103515	Animalia	Nematoda	Secernentea	Aphelenchida	Aphelenchoididae	Aphelenchoides	Aphelenchoides eltayebi		SPECIES	Aphelenchoides eltayebi Zeidan & Geraert, 1991	SD		05c249d0-dfa0-11d8-b22e-b8a03c50a862	12.86281	30.21764											7021813	7021813	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103515			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305958150	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103652	Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Basiria	Basiria tumida		SPECIES	Basiria paratumida Sakwe & Geraert, 1994	CM		05c249d0-dfa0-11d8-b22e-b8a03c50a862	7.36972	12.35472							1991-08-10T02:00Z	10	8	1991	7025270	5777047	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103652			CC_BY_4_0	Ugent				2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305958219	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103692	Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus	Pratylenchus panamaensis		SPECIES	Pratylenchus gutierrezi Golden, López & Vílchez, 1992	CR		05c249d0-dfa0-11d8-b22e-b8a03c50a862													7024118	7024117	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103692			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		
1305958225	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103701	Animalia	Nematoda	Secernentea	Tylenchida	Heteroderidae	Dolichodorus	Dolichodorus profundus		SPECIES	Dolichodorus profundus Luc, 1960	IN	Tube 1, coconut garden, Thottapally	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1992-08-07T02:00Z	7	8	1992	7024275	7024275	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103701			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305958061	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103541													05c249d0-dfa0-11d8-b22e-b8a03c50a862															PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103541			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_NONE
1305958141	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103624	Animalia	Nematoda	Adenophorea	Araeolaimida	Leptolaimidae	Aphanolaimus			GENUS	Aphanolaimus de Man, 1880	BO	roadside brooklet between LaPaz-Lagunes Tuni	05c249d0-dfa0-11d8-b22e-b8a03c50a862													2281349		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103624			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_HIGHERRANK
1305958358	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103848	Animalia	Nematoda	Adenophorea	Monhysterida	Monhysteridae	Monhystrella			GENUS	Monhystrella Cobb, 1918	ET		05c249d0-dfa0-11d8-b22e-b8a03c50a862	9.145	40.48967											2279677		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103848			CC_BY_4_0	Ugent		HOLOTYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1305958226	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103705	Animalia	Nematoda	Secernentea	Aphelenchida	Aphelenchoididae	Aphelenchoides	Aphelenchoides aligarhiensis		SPECIES	Aphelenchoides aligarhiensis Siddiqi, Husain & Khan, 1967	CD	Tube 3, C.P.C.R.I., Kayangulum, coconut garden	05c249d0-dfa0-11d8-b22e-b8a03c50a862													7021857	7021857	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103705			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305958237	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103720	Animalia	Nematoda	Adenophorea	Monhysterida	Monhysteridae	Tridentulus	Tridentulus floreanae		SPECIES	Monhystera floreanae Abebe & Coomans, 1995	EC	Galapagos	05c249d0-dfa0-11d8-b22e-b8a03c50a862	-0.95377	-90.9656											7020929	7020927	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103720			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305958346	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103812	Animalia	Nematoda	Secernentea	Tylenchida	Tylenchulidae	Gracilacus	Gracilacus colinus		SPECIES	Gracilacus colinus Huang & Raski, 1986	AR	Cordoba, Pampa dé Achab	05c249d0-dfa0-11d8-b22e-b8a03c50a862	-38.4161	-63.61667							1986-06-15T02:00Z	15	6	1986	7023373	7023373	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103812			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305958366	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103850	Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Eudorylaimus	Eudorylaimus antarcticus		SPECIES	Eudorylaimus antarcticus (Steiner, 1916) Yeates, 1970			05c249d0-dfa0-11d8-b22e-b8a03c50a862													6484817	6484817	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103850			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_FUZZY
1305958320	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103800	Animalia	Nematoda	Adenophorea	Dorylaimida	Nygolaimidae	Aquatides	Aquatides coboi		SPECIES	Aquatides coboi de Ley & Coomans, 1995			05c249d0-dfa0-11d8-b22e-b8a03c50a862													7018881	7018881	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103800			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
1305958407	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103900	Animalia	Nematoda	Secernentea	Rhabditida		Radopholus	Radopholus bridgei		SPECIES	Radopholus bridgei Siddiqi & Hahn, 1995	ID		05c249d0-dfa0-11d8-b22e-b8a03c50a862	-0.78927	113.92133											7024231	7024231	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103900			CC_BY_4_0	Ugent		PARATYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305958333	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103827	Animalia	Nematoda	Adenophorea	Desmodorida	Cyatholaimidae	Achromadora	Achromadora inflata		SPECIES	Achromadora inflata Abebe & Coomans, 1996	ET		05c249d0-dfa0-11d8-b22e-b8a03c50a862	9.145	40.48967											7026526	7026526	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103827			CC_BY_4_0	Ugent		HOLOTYPE		2016-09-08T12:12Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1305958263	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103707	Animalia	Nematoda	Secernentea	Rhabditida	Pangrolaimidae	Panagrolaimus			GENUS	Pangrolaimus	CD	Tube 3, C.P.C.R.I., Kayangulum, coconut garden	05c249d0-dfa0-11d8-b22e-b8a03c50a862													4631080		PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103707			CC_BY_4_0	Ugent				2016-09-08T12:12Z		TAXON_MATCH_FUZZY
1305958420	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862	Ugent:UGMD:103894	Animalia	Nematoda	Adenophorea	Desmodorida	Desmodoridae	Eubostrichus	Eubostrichus africanus		SPECIES	Eubostrichus africanus Muthumbi, Verschelde & Vincx, 1995			05c249d0-dfa0-11d8-b22e-b8a03c50a862													5722298	5722298	PRESERVED_SPECIMEN	Ugent	MVD:Nematods	103894			CC_BY_4_0	Ugent				2016-09-08T12:12Z		
