institutionCode,Acronym,Catalogue number,occurrenceID,genus,scientificName,scientificNameAuthorship,kingdom,scientificName_recon,identificationRemarks,Year,class,Subclassis,Order,otherCatalogNumber,individualCount,typestatus,sex,locality,Country,geoReferenceRemarks,decimalLatitude,decimalLongitude,eventDate,Reference,disposition,Phylum
Ugent,UGMD,100762,UgentUGMD100762,Criconemella,"Criconemella paralineolata Rashid, Geraert & Sharma, 1987","Rashid, Geraert & Sharma, 1987",Animalia,"Criconemella paralineolata Rashid, Geraert & Sharma, 1987 [=> Macroposthonia paralineolata (Rashid, Geraert & Sharma, 1987)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 762,3,  Paratype ,2 females,,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100763,UgentUGMD100763,Criconemella,"Criconemella paradenoudeni Rashid, Geraert & Sharma, 1987","Rashid, Geraert & Sharma, 1987",Animalia,"Criconemella paradenoudeni Rashid, Geraert & Sharma, 1987 [=> Macroposthonia paradenoudeni (Rashid, Geraert & Sharma, 1987)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 763,1,Holotype   ,1 female,,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100764,UgentUGMD100764,Criconemella,"Criconemella paradenoudeni Rashid, Geraert & Sharma, 1987","Rashid, Geraert & Sharma, 1987",Animalia,"Criconemella paradenoudeni Rashid, Geraert & Sharma, 1987 [=> Macroposthonia paradenoudeni (Rashid, Geraert & Sharma, 1987)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 764,1,  Paratype ,1 female,,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100765,UgentUGMD100765,Criconemella,"Criconemella paradenoudeni Rashid, Geraert & Sharma, 1987","Rashid, Geraert & Sharma, 1987",Animalia,"Criconemella paradenoudeni Rashid, Geraert & Sharma, 1987 [=> Macroposthonia paradenoudeni (Rashid, Geraert & Sharma, 1987)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 765,8,  Paratype ,"1 female, 4 juveniles ",,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100766,UgentUGMD100766,Criconemella,"Criconemella paradenoudeni Rashid, Geraert & Sharma, 1987","Rashid, Geraert & Sharma, 1987",Animalia,"Criconemella paradenoudeni Rashid, Geraert & Sharma, 1987 [=> Macroposthonia paradenoudeni (Rashid, Geraert & Sharma, 1987)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 766,7,,,"Ilhéus Cepec Quadra ""G"", Bahia State, Theobroma c. ",Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100767,UgentUGMD100767,Criconemella,"Criconemella paradenoudeni Rashid, Geraert & Sharma, 1987","Rashid, Geraert & Sharma, 1987",Animalia,"Criconemella paradenoudeni Rashid, Geraert & Sharma, 1987 [=> Macroposthonia paradenoudeni (Rashid, Geraert & Sharma, 1987)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 767,3,,,"Ilhéus Cepec Quadra ""G"", Bahia State, Theobroma c. ",Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100768,UgentUGMD100768,Criconemella,,,,Criconemella onoensis,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 768,10,,,"Ilhéus Cepec Quadra ""G"", Bahia State, Theobroma c. ",Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100769,UgentUGMD100769,Hemicycliophora,"Hemicycliophora koreana Choi & Geraert, 1971","Choi & Geraert, 1971",Animalia,"Hemicycliophora koreana Choi & Geraert, 1971 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 769,7,  Paratype ,7 juveniles,,Korea,only georeferenced to country level,37.66399759999999,127.9784585,,,in collection,Nematoda
Ugent,UGMD,100770,UgentUGMD100770,Peltamigratus,"Peltamigratus banoae Rashid, Geraert & Sharma, 1987","Rashid, Geraert & Sharma, 1987",Animalia,"Peltamigratus banoae Rashid, Geraert & Sharma, 1987 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 770,2,Holotype Paratype ,2 females,,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100771,UgentUGMD100771,Diplolaimella,Diplolaimella,,Animalia,Diplolaimella (Animalia),collection and data is currently is under review,unknown,,,,ZIRUG 771,,,,,,only georeferenced to country level,,,,,missing,
Ugent,UGMD,100772,UgentUGMD100772,Diplolaimella,Diplolaimella,,Animalia,Diplolaimella (Animalia),collection and data is currently is under review,unknown,,,,ZIRUG 772,,,,,,only georeferenced to country level,,,,,missing,
Ugent,UGMD,100773,UgentUGMD100773,Peltamigratus,"Peltamigratus banoae Rashid, Geraert & Sharma, 1987","Rashid, Geraert & Sharma, 1987",Animalia,"Peltamigratus banoae Rashid, Geraert & Sharma, 1987 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 773,10,  Paratype ,5 males ,,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100774,UgentUGMD100774,Peltamigratus,"Peltamigratus banoae Rashid, Geraert & Sharma, 1987","Rashid, Geraert & Sharma, 1987",Animalia,"Peltamigratus banoae Rashid, Geraert & Sharma, 1987 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 774,11,  Paratype ,2 males,,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100775,UgentUGMD100775,Peltamigratus,,,,Peltamigratus vigae,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 775,1,Holotype   ,1 female,,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100776,UgentUGMD100776,Peltamigratus,,,,Peltamigratus vigae,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 776,1,  Paratype ,1 female,,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100779,UgentUGMD100779,Peltamigratus,,,,Peltamigratus vigae,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 779,10,  Paratype ,"4 males, 5 juveniles ",,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100780,UgentUGMD100780,Longidoroides,,,,Longidoroides spec.,collection and data is currently is under review,unknown,Enoplea,Dorylaimia,Dorylaimida,ZIRUG 780,1,Holotype   ,1 female,,? ?,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100781,UgentUGMD100781,Xiphinema,Xiphinema,,Animalia,Xiphinema (Animalia),collection and data is currently is under review,unknown,Enoplea,Dorylaimia,Dorylaimida,ZIRUG 781,7,Holotype   ,1 female,,? ?,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100782,UgentUGMD100782,Xiphidorus,"Xiphidorus minor Rashid, Coomans & Sharma, 1986","Rashid, Coomans & Sharma, 1986",Animalia,"Xiphidorus minor Rashid, Coomans & Sharma, 1986 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Dorylaimia,Dorylaimida,ZIRUG 782,10,Holotype   ,1 female,,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100783,UgentUGMD100783,Xiphidorus,"Xiphidorus minor Rashid, Coomans & Sharma, 1986","Rashid, Coomans & Sharma, 1986",Animalia,"Xiphidorus minor Rashid, Coomans & Sharma, 1986 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Dorylaimia,Dorylaimida,ZIRUG 783,1,  Paratype ,1 female,,Brasil,only georeferenced to country level,-14.235004,-51.92528,,,in collection,Nematoda
Ugent,UGMD,100784,UgentUGMD100784,Neodolichodorus,Neodolichodorus sp. WY-2012,,Metazoa,Neodolichodorus spec. (Metazoa),collection and data is currently is under review,unknown,,,,,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100785,UgentUGMD100785,Trichodorus,Trichodorus,,Animalia,Trichodorus (Animalia),collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 785,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100786,UgentUGMD100786,Trichodorus,Trichodorus,,Animalia,Trichodorus (Animalia),collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 786,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100787,UgentUGMD100787,Criconema,"Criconema certesi Raski & Valenzuela, 1986","Raski & Valenzuela, 1986",Animalia,"Criconema certesi Raski & Valenzuela, 1986 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 787,1,  Paratype ,1 female,,Chile,only georeferenced to country level,-35.675147,-71.542969,1983-01-18T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100788,UgentUGMD100788,Criconema,"Criconema certesi Raski & Valenzuela, 1986","Raski & Valenzuela, 1986",Animalia,"Criconema certesi Raski & Valenzuela, 1986 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 788,1,  Paratype ,1 female,,Chile,only georeferenced to country level,-35.675147,-71.542969,1983-01-18T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100789,UgentUGMD100789,Criconema,"Criconema certesi Raski & Valenzuela, 1986","Raski & Valenzuela, 1986",Animalia,"Criconema certesi Raski & Valenzuela, 1986 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 789,1,  Paratype ,1 female,,Chile,only georeferenced to country level,-35.675147,-71.542969,1983-01-18T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100790,UgentUGMD100790,Criconema,"Criconema certesi Raski & Valenzuela, 1986","Raski & Valenzuela, 1986",Animalia,"Criconema certesi Raski & Valenzuela, 1986 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 790,1,  Paratype ,1 male,,Chile,only georeferenced to country level,-35.675147,-71.542969,1983-01-18T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100791,UgentUGMD100791,Criconema,"Criconema giardi (Certes, 1889)"," (Certes, 1889)",Animalia,"Criconema giardi  (Certes, 1889) (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 791,2,  Paratype ,1 female,,Chile,only georeferenced to country level,-35.675147,-71.542969,1983-01-18T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100792,UgentUGMD100792,Ogma,"Ogma terrestris Raski & Valenzuela, 1986","Raski & Valenzuela, 1986",Animalia,"Ogma terrestris Raski & Valenzuela, 1986 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 792,1,  Paratype ,1 female,,,only georeferenced to country level,,,1983-01-18T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100793,UgentUGMD100793,Rotylenchoides,"Rotylenchoides valdeclarus Orton Williams, 1983","Orton Williams, 1983",Animalia,"Rotylenchoides valdeclarus Orton Williams, 1983 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 793,2,  Paratype ,2 females,,Western Samoa,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100794,UgentUGMD100794,Pristionchus,,,,Pristionchus pseudolheritieri,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 794,5,,,Culture Mraceh ,Czechoslovakia,only georeferenced to country level,14.4803708,121.0390178,,,in collection,Nematoda
Ugent,UGMD,100795,UgentUGMD100795,Pristionchus,,,,Pristionchus pseudolheritieri,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 795,3,,,Culture Mraceh ,Czechoslovakia,only georeferenced to country level,14.4803708,121.0390178,,,in collection,Nematoda
Ugent,UGMD,100796,UgentUGMD100796,Pristionchus,,,,Pristionchus pseudolheritieri,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 796,4,,,Culture Mraceh ,Czechoslovakia,only georeferenced to country level,14.4803708,121.0390178,,,in collection,Nematoda
Ugent,UGMD,100797,UgentUGMD100797,Pristionchus,,,,Pristionchus pseudolheritieri,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 797,,,,Culture Mraceh ,Czechoslovakia,only georeferenced to country level,14.4803708,121.0390178,,,in collection,Nematoda
Ugent,UGMD,100798,UgentUGMD100798,Pristionchus,,,,Pristionchus pseudolheritieri,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 798,?,,,Culture Mraceh ,Czechoslovakia,only georeferenced to country level,14.4803708,121.0390178,,,in collection,Nematoda
Ugent,UGMD,100799,UgentUGMD100799,Chronogaster,"Chronogaster zujarensis Ocaa & Coomans, 1991","Ocaa & Coomans, 1991",Animalia,"Chronogaster zujarensis Ocaa & Coomans, 1991 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Plectida,ZIRUG 799,2,  Paratype ,"1 female, 1 juvenile",,Spain,only georeferenced to country level,40.46366700000001,-3.74922,,,in collection,Nematoda
Ugent,UGMD,100800,UgentUGMD100800,Chronogaster,"Chronogaster zujarensis Ocaa & Coomans, 1991","Ocaa & Coomans, 1991",Animalia,"Chronogaster zujarensis Ocaa & Coomans, 1991 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Plectida,ZIRUG 800,1,,,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100801,UgentUGMD100801,Trichodorus,"Trichodorus petrusalberti (De Waele, 1988)"," (De Waele, 1988)",Animalia,"Trichodorus petrusalberti  (De Waele, 1988) (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 801,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100802,UgentUGMD100802,Trichodorus,"Trichodorus petrusalberti (De Waele, 1988)"," (De Waele, 1988)",Animalia,"Trichodorus petrusalberti  (De Waele, 1988) (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 802,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100803,UgentUGMD100803,Trichodorus,"Trichodorus petrusalberti (De Waele, 1988)"," (De Waele, 1988)",Animalia,"Trichodorus petrusalberti  (De Waele, 1988) (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 803,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100804,UgentUGMD100804,Trichodorus,"Trichodorus petrusalberti (De Waele, 1988)"," (De Waele, 1988)",Animalia,"Trichodorus petrusalberti  (De Waele, 1988) (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 804,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100805,UgentUGMD100805,Trichodorus,"Trichodorus beirensis Almeida & al., 1989","Almeida et al., 1989",Animalia,"Trichodorus beirensis Almeida et al., 1989 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 805,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100806,UgentUGMD100806,Trichodorus,"Trichodorus beirensis Almeida & al., 1989","Almeida et al., 1989",Animalia,"Trichodorus beirensis Almeida et al., 1989 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 806,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100807,UgentUGMD100807,Trichodorus,"Trichodorus beirensis Almeida & al., 1989","Almeida et al., 1989",Animalia,"Trichodorus beirensis Almeida et al., 1989 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 807,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100808,UgentUGMD100808,Trichodorus,"Trichodorus azorensis Almeida & al., 1989","Almeida et al., 1989",Animalia,"Trichodorus azorensis Almeida et al., 1989 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 808,,  Paratype ,"1 male, 4 females",,Azoren,only georeferenced to country level,37.7412488,-25.6755944,1969-06-01T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100809,UgentUGMD100809,Trichodorus,"Trichodorus persicus de Waele & Sturhan, 1987","de Waele & Sturhan, 1987",Animalia,"Trichodorus persicus de Waele & Sturhan, 1987 [=> Trichodora persicus (de Waele & Sturhan, 1987)] (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 809,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100810,UgentUGMD100810,Trichodorus,"Trichodorus persicus de Waele & Sturhan, 1987","de Waele & Sturhan, 1987",Animalia,"Trichodorus persicus de Waele & Sturhan, 1987 [=> Trichodora persicus (de Waele & Sturhan, 1987)] (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 810,,,,,,only georeferenced to country level,,,,,missing,Nematoda
Ugent,UGMD,100811,UgentUGMD100811,Prismatolaimus,"Prismatolaimus matoni Mulk & Coomans, 1979","Mulk & Coomans, 1979",Animalia,"Prismatolaimus matoni Mulk & Coomans, 1979 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 811,10,  Paratype ,2 females,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100821,UgentUGMD100821,Neodolichodorus,"Neodolichodorus rostrulatus (Siddiqi, 1976)","Siddiqi, 1976",Animalia,"Neodolichodorus rostrulatus  (Siddiqi, 1976) (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG 821,3,,,Vr Tomate cerise Niayes de Tiaroye ,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100822,UgentUGMD100822,Neodolichodorus,"Neodolichodorus rostrulatus (Siddiqi, 1976)","Siddiqi, 1976",Animalia,"Neodolichodorus rostrulatus  (Siddiqi, 1976) (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG 822,3,,,Vr Tomate cerise Niayes de Tiaroye ,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100823,UgentUGMD100823,Neodolichodorus,"Neodolichodorus rostrulatus (Siddiqi, 1976)","Siddiqi, 1976",Animalia,"Neodolichodorus rostrulatus  (Siddiqi, 1976) (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG 823,3,,,Vr Tomate cerise Niayes de Tiaroye ,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100824,UgentUGMD100824,Prismatolaimus,"Prismatolaimus matoni Mulk & Coomans, 1979","Mulk & Coomans, 1979",Animalia,"Prismatolaimus matoni Mulk & Coomans, 1979 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 824,1,  Paratype ,1 female,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100825,UgentUGMD100825,Laimaphelenchus,Laimaphelenchus penardi,,Animalia,Laimaphelenchus penardi (Animalia),collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 825,2,,,Ufenau ,Switzerland,only georeferenced to country level,46.818188,8.227511999999999,1981-05-18T22:00:00Z,,in collection,Nematoda
Ugent,UGMD,100826,UgentUGMD100826,Laimaphelenchus,Laimaphelenchus penardi,,Animalia,Laimaphelenchus penardi (Animalia),collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 826,1,,,Ufenau ,Switzerland,only georeferenced to country level,46.818188,8.227511999999999,1981-05-18T22:00:00Z,,in collection,Nematoda
Ugent,UGMD,100827,UgentUGMD100827,Laimaphelenchus,Laimaphelenchus penardi,,Animalia,Laimaphelenchus penardi (Animalia),collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 827,1,,,Ufenau ,Switzerland,only georeferenced to country level,46.818188,8.227511999999999,1981-05-18T22:00:00Z,,in collection,Nematoda
Ugent,UGMD,100828,UgentUGMD100828,Laimaphelenchus,Laimaphelenchus penardi,,Animalia,Laimaphelenchus penardi (Animalia),collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 828,3,,,Ufenau ,Switzerland,only georeferenced to country level,46.818188,8.227511999999999,1981-05-18T22:00:00Z,,in collection,Nematoda
Ugent,UGMD,100829,UgentUGMD100829,Laimaphelenchus,"Laimaphelenchus praepenardi Hirling, 1986","Hirling, 1986",Animalia,"Laimaphelenchus praepenardi Hirling, 1986 [=> Aphelenchoides praepenardi (Hirling, 1986)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 829,2,,,Dreiländer Blick ,Germany,only georeferenced to country level,,,1985-02-26T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100830,UgentUGMD100830,Laimaphelenchus,"Laimaphelenchus praepenardi Hirling, 1986","Hirling, 1986",Animalia,"Laimaphelenchus praepenardi Hirling, 1986 [=> Aphelenchoides praepenardi (Hirling, 1986)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 830,2,,,Dreiländer Blick ,Germany,only georeferenced to country level,,,1985-02-26T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100831,UgentUGMD100831,Laimaphelenchus,"Laimaphelenchus praepenardi Hirling, 1986","Hirling, 1986",Animalia,"Laimaphelenchus praepenardi Hirling, 1986 [=> Aphelenchoides praepenardi (Hirling, 1986)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 831,2,,,Dreiländer Blick ,Germany,only georeferenced to country level,,,1985-05-06T22:00:00Z,,in collection,Nematoda
Ugent,UGMD,100832,UgentUGMD100832,Longidorus,"Longidorus dunensis Brinkman & al., 1987","Brinkman et al., 1987",Animalia,"Longidorus dunensis Brinkman et al., 1987 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Dorylaimia,Dorylaimida,ZIRUG 832,1,  Paratype ,1 female,,The Netherlands,only georeferenced to country level,,,1985-11-24T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100833,UgentUGMD100833,Longidorus,"Longidorus kuiperi Brinkman & al., 1987","Brinkman et al., 1987",Animalia,"Longidorus kuiperi Brinkman et al., 1987 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Dorylaimia,Dorylaimida,ZIRUG 833,1,  Paratype ,1 female,,The Netherlands,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100834,UgentUGMD100834,Longidorus,"Longidorus kuiperi Brinkman & al., 1987","Brinkman et al., 1987",Animalia,"Longidorus kuiperi Brinkman et al., 1987 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Dorylaimia,Dorylaimida,ZIRUG 834,1,  Paratype ,1 male,,The Netherlands,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100835,UgentUGMD100835,Brevitobrilus,,,,Brevitobrilus fontinalis,collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 835,3,  Paratype ,2 males,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100836,UgentUGMD100836,Brevitobrilus,,,,Brevitobrilus fontinalis,collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 836,2,,,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100837,UgentUGMD100837,Dolichodorus,"Dolichodorus aquaticus Doucet, 1986","Doucet, 1986",Animalia,"Dolichodorus aquaticus Doucet, 1986 (Animalia)",collection and data is currently is under review,1986,Chromadorea,Chromadoria,Rhabditida,ZIRUG 837,5,  Paratype ,"2 males, 3 females",,Argentina,only georeferenced to country level,-38.416097,-63.61667199999999,,,in collection,Nematoda
Ugent,UGMD,100838,UgentUGMD100838,Aglenchus,"Aglenchus fragariae Szczygiel, 1969","Szczygiel, 1969",Animalia,"Aglenchus fragariae Szczygiel, 1969 [=> Filenchus fragariae (Szczygiel, 1969)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 838,9,,,,,only georeferenced to country level,,,1984-07-21T22:00:00Z,,in collection,Nematoda
Ugent,UGMD,100841,UgentUGMD100841,Proditylenchus,,,,Proditylenchus longicauda,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 841,5,Holotype Paratype ,5 females,,Korea,only georeferenced to country level,37.66399759999999,127.9784585,,,in collection,Nematoda
Ugent,UGMD,100842,UgentUGMD100842,Proditylenchus,,,,Proditylenchus longicauda,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 842,5,,,"Rice-Oryza sativa, Yuga-Myon, Talsong Gun Kyungsan ",Korea,only georeferenced to country level,37.66399759999999,127.9784585,,,in collection,Nematoda
Ugent,UGMD,100843,UgentUGMD100843,Bathyepsilonema,"Bathyepsilonema dermoglyphum Gourbault & Decraemer, 1987","Gourbault & Decraemer, 1987",Animalia,"Bathyepsilonema dermoglyphum Gourbault & Decraemer, 1987 (Animalia)",collection and data is currently is under review,1987,Chromadorea,Chromadoria,Desmodorida,ZIRUG 843,5,,,"Ile des Saintes, plage Pompierre ",Guadeloupe,only georeferenced to country level,16.265,-61.55099999999999,,,in collection,Nematoda
Ugent,UGMD,100844,UgentUGMD100844,Trefusia,"Trefusia litoralis (Allgen, 1932)"," (Allgen, 1932)",Animalia,"Trefusia litoralis  (Allgen, 1932) (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG,,,,,,only georeferenced to country level,,,,,missing,
Ugent,UGMD,100845,UgentUGMD100845,Trefusia,"Trefusia litoralis (Allgen, 1932)"," (Allgen, 1932)",Animalia,"Trefusia litoralis  (Allgen, 1932) (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG,,,,,,only georeferenced to country level,,,,,missing,
Ugent,UGMD,100850,UgentUGMD100850,Tylenchus,"Tylenchus stachys Brzeski, 1996","Brzeski, 1996",Animalia,"Tylenchus stachys Brzeski, 1996 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 850,4,  Paratype ,,,Australia,only georeferenced to country level,-25.274398,133.775136,,,in collection,Nematoda
Ugent,UGMD,100851,UgentUGMD100851,Malenchus,"Malenchus parvus Brzeski, 1989","Brzeski, 1989",Animalia,"Malenchus parvus Brzeski, 1989 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 851,2,  Paratype ,,,Mexico,only georeferenced to country level,23.634501,-102.552784,1982-07-24T22:00:00Z,,in collection,Nematoda
