institutionCode,Acronym,Catalogue number,occurrenceID,genus,scientificName,scientificNameAuthorship,kingdom,scientificName_recon,identificationRemarks,Year,class,Subclassis,Order,otherCatalogNumber,individualCount,typestatus,sex,locality,Country,geoReferenceRemarks,decimalLatitude,decimalLongitude,eventDate,Reference,disposition,Phylum
Ugent,UGMD,100001,UgentUGMD100001,Metacrobeles,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989","de Ley, Coomans & Geraert, 1989",Animalia,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 001,5,Holotype Paratype ,"1 male, 1 female",,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100002,UgentUGMD100002,Metacrobeles,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989","de Ley, Coomans & Geraert, 1989",Animalia,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 002,6,,,,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100003,UgentUGMD100003,Metacrobeles,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989","de Ley, Coomans & Geraert, 1989",Animalia,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 003,5,,,,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100004,UgentUGMD100004,Metacrobeles,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989","de Ley, Coomans & Geraert, 1989",Animalia,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 004,5,,,,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100005,UgentUGMD100005,Metacrobeles,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989","de Ley, Coomans & Geraert, 1989",Animalia,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 005,5,,,,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100006,UgentUGMD100006,Metacrobeles,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989","de Ley, Coomans & Geraert, 1989",Animalia,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 006,5,,,,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100007,UgentUGMD100007,Metacrobeles,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989","de Ley, Coomans & Geraert, 1989",Animalia,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 007,6,,,,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100008,UgentUGMD100008,Chiloplacus,"Chiloplacus deconincki Coomans, 1962","Coomans, 1962",Animalia,"Chiloplacus deconincki Coomans, 1962 [=> Acrobelophis deconincki (Coomans, 1962)] (Animalia)",collection and data is currently is under review,1958,Chromadorea,Chromadoria,Rhabditida,ZIRUG 008,1,Holotype   ,1 female,,Belgium,only georeferenced to country level,50.503887,4.469936,,,in collection,Nematoda
Ugent,UGMD,100009,UgentUGMD100009,Metacrobeles,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989","de Ley, Coomans & Geraert, 1989",Animalia,"Metacrobeles tessellatus de Ley, Coomans & Geraert, 1989 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 009,5,,,,Senegal,only georeferenced to country level,14.497401,-14.452362,,,in collection,Nematoda
Ugent,UGMD,100010,UgentUGMD100010,Diplopeltula,"Diplopeltula pulchra Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",Animalia,"Diplopeltula pulchra Vincx & Gourbault, 1992 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Araelaimida,ZIRUG 010,7,,,Southern Bight of the North Sea,Belgium,only georeferenced to country level,50.503887,4.469936,1972-06-27T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100011,UgentUGMD100011,Diplopeltula,"Diplopeltula pulchra Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",Animalia,"Diplopeltula pulchra Vincx & Gourbault, 1992 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Araelaimida,ZIRUG 011,8,,,Southern Bight of the North Sea,Belgium,only georeferenced to country level,50.503887,4.469936,1972-09-25T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100012,UgentUGMD100012,Diplopeltula,"Diplopeltula pulchra Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",Animalia,"Diplopeltula pulchra Vincx & Gourbault, 1992 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Araelaimida,ZIRUG 012,5,,,,,only georeferenced to country level,,,1972-02-27T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100013,UgentUGMD100013,Diplopeltula,"Diplopeltula striolata Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",Animalia,"Diplopeltula striolata Vincx & Gourbault, 1992 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Araelaimida,ZIRUG 013,6,,,,,only georeferenced to country level,,,1972-01-06T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100014,UgentUGMD100014,Diplopeltula,"Diplopeltula curta Vincx, 1992","Vincx, 1992",Animalia,"Diplopeltula curta Vincx, 1992 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Araelaimida,ZIRUG 014,8,,,,,only georeferenced to country level,,,1972-05-11T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100015,UgentUGMD100015,Diplopeltula,"Diplopeltula nellyae Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",Animalia,"Diplopeltula nellyae Vincx & Gourbault, 1992 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Araelaimida,ZIRUG 015,5,,,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100016,UgentUGMD100016,Diplopeltula,"Diplopeltula nellyae Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",Animalia,"Diplopeltula nellyae Vincx & Gourbault, 1992 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Araelaimida,ZIRUG 016,4,,,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100017,UgentUGMD100017,Diplopeltula,"Diplopeltula indica Gerlach, 1962","Gerlach, 1962",Animalia,"Diplopeltula indica Gerlach, 1962 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Araelaimida,ZIRUG 017,4,,,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100018,UgentUGMD100018,Pseudochromadora,"Pseudochromadora incubans Gourbault & Vincx, 1990","Gourbault & Vincx, 1990",Animalia,"Pseudochromadora incubans Gourbault & Vincx, 1990 (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG 018,,,, Grand Cui-de-Sac marin,Guadeloupe,only georeferenced to country level,16.265,-61.55099999999999,,"Nemtltologica 36 (1990): 131-143, E. J. Brill, Leiden",missing,
Ugent,UGMD,100019,UgentUGMD100019,Pseudochromadora,"Pseudochromadora incubans Gourbault & Vincx, 1990","Gourbault & Vincx, 1990",Animalia,"Pseudochromadora incubans Gourbault & Vincx, 1990 (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG 019,,,, Grand Cui-de-Sac marin,Guadeloupe,only georeferenced to country level,16.265,-61.55099999999999,,"Nemtltologica 36 (1990): 131-143, E. J. Brill, Leiden",missing,
Ugent,UGMD,100020,UgentUGMD100020,Croconema,"Croconema otti Gourbault & Vincx, 1990","Gourbault & Vincx, 1990",Animalia,"Croconema otti Gourbault & Vincx, 1990 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Desmodorida,ZIRUG 020,,,, Grand Cui-de-Sac marin,Guadeloupe,only georeferenced to country level,16.265,-61.55099999999999,,"Nemtltologica 36 (1990): 131-143, E. J. Brill, Leiden",missing,Nematoda
Ugent,UGMD,100021,UgentUGMD100021,Cucullitylenchus,"Cucullitylenchus amazonensis Huang & Raski, 1986","Huang & Raski, 1986",Animalia,"Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 021,1,,,"Km 45 Rodovia Manaus-Boas Vista, AM ",Brasil,only georeferenced to country level,-14.235004,-51.92528,1981-12-14T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100022,UgentUGMD100022,Cucullitylenchus,"Cucullitylenchus amazonensis Huang & Raski, 1986","Huang & Raski, 1986",Animalia,"Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 022,19,,,"Km 45 Rodovia Manaus-Boas Vista, AM ",Brasil,only georeferenced to country level,-14.235004,-51.92528,1981-12-14T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100023,UgentUGMD100023,Cucullitylenchus,"Cucullitylenchus amazonensis Huang & Raski, 1986","Huang & Raski, 1986",Animalia,"Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 023,2,,,"Km 45 Rodovia Manaus-Boas Vista, AM ",Brasil,only georeferenced to country level,-14.235004,-51.92528,1981-12-14T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100024,UgentUGMD100024,Cucullitylenchus,"Cucullitylenchus amazonensis Huang & Raski, 1986","Huang & Raski, 1986",Animalia,"Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 024,4,,,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100025,UgentUGMD100025,Xiphinema,"Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987","Huang, Uesugi & Raski, 1987",Animalia,"Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987 (Animalia)",collection and data is currently is under review,unknown,,,Dorylaimida,ZIRUG 025,,,,,,only georeferenced to country level,,,,,in collection,
Ugent,UGMD,100026,UgentUGMD100026,Xiphinema,"Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987","Huang, Uesugi & Raski, 1987",Animalia,"Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987 (Animalia)",collection and data is currently is under review,unknown,,,Dorylaimida,ZIRUG 026,,,,,,only georeferenced to country level,,,,,in collection,
Ugent,UGMD,100027,UgentUGMD100027,Paralongidorus,"Paralongidorus cebensis Heyns & Coomans, 1989","Heyns & Coomans, 1989",Animalia,"Paralongidorus cebensis Heyns & Coomans, 1989 (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG 027,,  Paratype ,1 female,Eastern Cape,South Africa,only georeferenced to country level,,,,,missing,
Ugent,UGMD,100028,UgentUGMD100028,Theristus,"Theristus tessae Heyns & Coomans, 1989","Heyns & Coomans, 1989",Animalia,"Theristus tessae Heyns & Coomans, 1989 [=> Penzancia tessae (Heyns & Coomans, 1989)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Monhysterida,ZIRUG 028,1,Holotype   ,1 female,,Namibia,only georeferenced to country level,-22.95764,18.49041,1986-07-30T22:00:00Z,,in collection,Nematoda
Ugent,UGMD,100029,UgentUGMD100029,Chronogaster,Chronogaster,,Animalia,Chronogaster (Animalia),collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Plectida,ZIRUG 029,5,,,,,only georeferenced to country level,,,1986-07-30T22:00:00Z,,in collection,Nematoda
Ugent,UGMD,100030,UgentUGMD100030,Theristus,"Theristus tessae Heyns & Coomans, 1989","Heyns & Coomans, 1989",Animalia,"Theristus tessae Heyns & Coomans, 1989 [=> Penzancia tessae (Heyns & Coomans, 1989)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Monhysterida,ZIRUG 030,1,  Paratype ,1 female,,Namibia,only georeferenced to country level,-22.95764,18.49041,1986-07-30T22:00:00Z,,in collection,Nematoda
Ugent,UGMD,100031,UgentUGMD100031,Theristus,"Theristus tessae Heyns & Coomans, 1989","Heyns & Coomans, 1989",Animalia,"Theristus tessae Heyns & Coomans, 1989 [=> Penzancia tessae (Heyns & Coomans, 1989)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Monhysterida,ZIRUG 031,1,  Paratype ,1 female,Fish River,Namibia,only georeferenced to country level,-22.95764,18.49041,,,in collection,Nematoda
Ugent,UGMD,100032,UgentUGMD100032,Belondira,"Belondira tumicauda Coomans & Baqri, 1972","Coomans & Baqri, 1972",Animalia,"Belondira tumicauda Coomans & Baqri, 1972 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Dorylaimia,Dorylaimida,ZIRUG 032,4 of 6,Holotype Paratype ,"1 female, 1 juvenile",,Congo,only georeferenced to country level,-0.228021,15.827659,,,in collection,Nematoda
Ugent,UGMD,100033,UgentUGMD100033,Discolaimus,Discolaimus,,Animalia,Discolaimus (Animalia),collection and data is currently is under review,unknown,,,,ZIRUG 033,,,,,,only georeferenced to country level,,,,,missing,
Ugent,UGMD,100034,UgentUGMD100034,Xiphinema,"Xiphinema basilgoodeyi Coomans, 1965","Coomans, 1965",Animalia,"Xiphinema basilgoodeyi Coomans, 1965 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Dorylaimia,Dorylaimida,ZIRUG 034,7,Holotype Paratype ,2 females,roots of Coffea arabica L. in Congo,Democratic Republic of the Congo,only georeferenced to country level,,,,Nematologica 10(4):581-593,in collection,Nematoda
Ugent,UGMD,100035,UgentUGMD100035,Discolaimus,Discolaimus,,Animalia,Discolaimus (Animalia),collection and data is currently is under review,unknown,,,,ZIRUG 035,,,,,,only georeferenced to country level,,,,,missing,
Ugent,UGMD,100036,UgentUGMD100036,Oncholaimus,"Oncholaimus deconincki Heyns & Coomans, 1977","Heyns & Coomans, 1977",Animalia,"Oncholaimus deconincki Heyns & Coomans, 1977 (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG 036,,,,,,only georeferenced to country level,,,,,missing,
Ugent,UGMD,100037,UgentUGMD100037,Oncholaimus,"Oncholaimus deconincki Heyns & Coomans, 1977","Heyns & Coomans, 1977",Animalia,"Oncholaimus deconincki Heyns & Coomans, 1977 (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG 037,,,,,,only georeferenced to country level,,,,,missing,
Ugent,UGMD,100038,UgentUGMD100038,Croconema,"Croconema otti Gourbault & Vincx, 1990","Gourbault & Vincx, 1990",Animalia,"Croconema otti Gourbault & Vincx, 1990 (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG 038,,,,,,only georeferenced to country level,,,,,missing,
Ugent,UGMD,100039,UgentUGMD100039,Perspiria,,,,Perspiria megamphidia,collection and data is currently is under review,unknown,,,,ZIRUG 039,3,,,,,only georeferenced to country level,,,,,in collection,
Ugent,UGMD,100040,UgentUGMD100040,Perspiria,"Perspiria papillata Vincx & Gourbault, 1989","Vincx & Gourbault, 1989",Animalia,"Perspiria papillata Vincx & Gourbault, 1989 (Animalia)",collection and data is currently is under review,unknown,,,,ZIRUG 040,5,,,,,only georeferenced to country level,,,,,in collection,
Ugent,UGMD,100041,UgentUGMD100041,Meloinema,"Meloinema kerongense Choi & Geraert, 1974","Choi & Geraert, 1974",Animalia,"Meloinema kerongense Choi & Geraert, 1974 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 041,2,,,"Broadleaf Lilac, Kerong Mt ",Korea,only georeferenced to country level,37.66399759999999,127.9784585,1973-11-19T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100042,UgentUGMD100042,Meloinema,"Meloinema kerongense Choi & Geraert, 1974","Choi & Geraert, 1974",Animalia,"Meloinema kerongense Choi & Geraert, 1974 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 042,1,,,"Broadleaf Lilac, Kerong Mt ",Korea,only georeferenced to country level,37.66399759999999,127.9784585,1973-11-19T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100043,UgentUGMD100043,Meloinema,"Meloinema kerongense Choi & Geraert, 1974","Choi & Geraert, 1974",Animalia,"Meloinema kerongense Choi & Geraert, 1974 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 043,1,,,"Broadleaf Lilac, Kerong Mt ",Korea,only georeferenced to country level,37.66399759999999,127.9784585,1973-11-19T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100044,UgentUGMD100044,Discocriconemella,"Discocriconemella limitanea Luc, 1959","Luc, 1959",Animalia,"Discocriconemella limitanea Luc, 1959 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 044,4,,,"Pasoh Forest, Negeri Sembilan ",Malaysia,only georeferenced to country level,4.210484,101.975766,,,in collection,Nematoda
Ugent,UGMD,100045,UgentUGMD100045,Discocriconemella,"Discocriconemella limitanea Luc, 1959","Luc, 1959",Animalia,"Discocriconemella limitanea Luc, 1959 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 045,13,,,"Pasoh Forest, Negeri Sembilan ",Malaysia,only georeferenced to country level,4.210484,101.975766,,,in collection,Nematoda
Ugent,UGMD,100046,UgentUGMD100046,Discocriconemella,"Discocriconemella macramphidia De Grisse, 1967","De Grisse, 1967",Animalia,"Discocriconemella macramphidia De Grisse, 1967 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 046,,,,"Pasoh Forest, Negeri Sembilan ",Malaysia,only georeferenced to country level,4.210484,101.975766,,,in collection,Nematoda
Ugent,UGMD,100047,UgentUGMD100047,Discocriconemella,"Discocriconemella macramphidia De Grisse, 1967","De Grisse, 1967",Animalia,"Discocriconemella macramphidia De Grisse, 1967 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 047,9,,,"Pasoh Forest, Negeri Sembilan ",Malaysia,only georeferenced to country level,4.210484,101.975766,,,in collection,Nematoda
Ugent,UGMD,100048,UgentUGMD100048,Discocriconemella,"Discocriconemella pannosa Sauer & Winoto, 1975;","Sauer & Winoto, 1975",Animalia,Discocriconemella pannosa (Animalia),collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 048,5,  Paratype ,5 females,,Malaysia,only georeferenced to country level,4.210484,101.975766,1973-08-07T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100049,UgentUGMD100049,Helicotylenchus,"Helicotylenchus paracanalis Sauer & Winoto, 1975","Sauer & Winoto, 1975",Animalia,"Helicotylenchus paracanalis Sauer & Winoto, 1975 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 049,4,,,"Pasoh Forest, Negeri Sembilan ",Malaysia,only georeferenced to country level,4.210484,101.975766,1973-08-07T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100050,UgentUGMD100050,Helicotylenchus,,,,Helicotylenchus pasoni,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 050,4,  Paratype ,4 females,,Malaysia,only georeferenced to country level,4.210484,101.975766,1973-08-07T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100051,UgentUGMD100051,Desmodora,"Desmodora granulata Vincx & Gourbault, 1989","Vincx & Gourbault, 1989",Animalia,"Desmodora granulata Vincx & Gourbault, 1989 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Desmodorida,ZIRUG 051,2,,,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100052,UgentUGMD100052,Hemicycliophora,"Hemicycliophora koreana Choi & Geraert, 1971","Choi & Geraert, 1971",Animalia,"Hemicycliophora koreana Choi & Geraert, 1971 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 052,4,,,Pine tree; Pohang ,Korea,only georeferenced to country level,37.66399759999999,127.9784585,1970-08-16T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100053,UgentUGMD100053,Hemicycliophora,"Hemicycliophora koreana Choi & Geraert, 1971","Choi & Geraert, 1971",Animalia,"Hemicycliophora koreana Choi & Geraert, 1971 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 053,1,,,Pine tree; Pohang ,Korea,only georeferenced to country level,37.66399759999999,127.9784585,1970-08-16T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100054,UgentUGMD100054,Hemicycliophora,,,,Hemicycliophora juglansis,collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 054,7,,,Walnut Young Duk ,Korea,only georeferenced to country level,37.66399759999999,127.9784585,1970-08-16T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100055,UgentUGMD100055,Discocriconemella,"Discocriconemella retroversa Sauer & Winoto, 1975;","Sauer & Winoto, 1975",Animalia,Discocriconemella retroversa (Animalia),collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 055,8,  Paratype ,8 females,,Malaysia,only georeferenced to country level,4.210484,101.975766,1973-08-07T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100056,UgentUGMD100056,Discocriconemella,"Discocriconemella retroversa Sauer & Winoto, 1975;",,Animalia,Discocriconemella retroversa (Animalia),collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 056,6,  Paratype ,6 females,,Malaysia,only georeferenced to country level,4.210484,101.975766,1973-08-07T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100057,UgentUGMD100057,Discocriconemella,"Discocriconemella retroversa Sauer & Winoto, 1975;",,Animalia,Discocriconemella retroversa (Animalia),collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 057,1,  Paratype ,,,Malaysia,only georeferenced to country level,4.210484,101.975766,1973-08-07T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100058,UgentUGMD100058,Discocriconemella,"Discocriconemella retroversa Sauer & Winoto, 1975;",,Animalia,Discocriconemella retroversa (Animalia),collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 058,4,  Paratype ,4 males,,Malaysia,only georeferenced to country level,4.210484,101.975766,1973-08-07T23:00:00Z,,in collection,Nematoda
Ugent,UGMD,100059,UgentUGMD100059,Nothotylenchus,"Nothotylenchus tuberosus Kheiri, 1971","Kheiri, 1971",Animalia,"Nothotylenchus tuberosus Kheiri, 1971 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 059,2,Holotype   ,1 female,,Iran,only georeferenced to country level,32.427908,53.688046,,,in collection,Nematoda
Ugent,UGMD,100060,UgentUGMD100060,Merlinius,"Merlinius clavicaudatus Choi & Geraert, 1975","Choi & Geraert, 1975",Animalia,"Merlinius clavicaudatus Choi & Geraert, 1975 [=> Amplimerlinius clavicaudatus (Choi & Geraert, 1975)] (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 060,9,Holotype Paratype ,"4 males, 2 females ",,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100061,UgentUGMD100061,Hoplolaimus,"Hoplolaimus pararobustus (Schuurmans Stekhoven & Teunissen, 1938)","Schuurmans Stekhoven & Teunissen, 1938",Animalia,"Hoplolaimus pararobustus  (Schuurmans Stekhoven & Teunissen, 1938) (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 061,1,   Lectotype,,,Democratic Republic of the Congo,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100062,UgentUGMD100062,Hoplolaimus,"Hoplolaimus pararobustus (Schuurmans Stekhoven & Teunissen, 1938)","Schuurmans Stekhoven & Teunissen, 1938",Animalia,"Hoplolaimus pararobustus  (Schuurmans Stekhoven & Teunissen, 1938) (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 062,6,   Paralectotype,"2 males, 2 females, 2 juveniles ",,Democratic Republic of the Congo,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100063,UgentUGMD100063,Hoplolaimus,"Hoplolaimus pararobustus (Schuurmans Stekhoven & Teunissen, 1938)","Schuurmans Stekhoven & Teunissen, 1938",Animalia,"Hoplolaimus pararobustus  (Schuurmans Stekhoven & Teunissen, 1938) (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 063,3,   Paralectotype,3 males,,Democratic Republic of the Congo,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100064,UgentUGMD100064,Paratrichodorus,"Paratrichodorus tansaniensis Siddiqi, 1974","Siddiqi, 1974",Animalia,"Paratrichodorus tansaniensis Siddiqi, 1974 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 064,3,  Paratype ,3 females,,Tanzania,only georeferenced to country level,-6.369028,34.888822,,,in collection,Nematoda
Ugent,UGMD,100065,UgentUGMD100065,Paratrichodorus,"Paratrichodorus renifer Siddiqi, 1974","Siddiqi, 1974",Animalia,"Paratrichodorus renifer Siddiqi, 1974 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 065,2,  Paratype ,2 females,,Malawi,only georeferenced to country level,-13.254308,34.301525,,,in collection,Nematoda
Ugent,UGMD,100066,UgentUGMD100066,Trichodorus,"Trichodorus lusitanicus Siddiqi, 1974","Siddiqi, 1974",Animalia,"Trichodorus lusitanicus Siddiqi, 1974 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 066,7,  Paratype ,7 juveniles,,Portugal,only georeferenced to country level,39.39987199999999,-8.224454,,,in collection,Nematoda
Ugent,UGMD,100067,UgentUGMD100067,Paratrichodorus,"Paratrichodorus renifer Siddiqi, 1974","Siddiqi, 1974",Animalia,"Paratrichodorus renifer Siddiqi, 1974 (Animalia)",collection and data is currently is under review,unknown,Enoplea,Enoplia,Triplonchida,ZIRUG 067,2,  Paratype ,2 females,,Malawi,only georeferenced to country level,-13.254308,34.301525,,,in collection,Nematoda
Ugent,UGMD,100068,UgentUGMD100068,Drilocephalobus,"Drilocephalobus coomansi Ali & al., 1974","Ali et al., 1974",Animalia,"Drilocephalobus coomansi Ali et al., 1974 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 068,2,,,,,only georeferenced to country level,,,,,in collection,Nematoda
Ugent,UGMD,100069,UgentUGMD100069,Drilocephalobus,"Drilocephalobus coomansi Ali & al., 1974","Ali et al., 1974",Animalia,"Drilocephalobus coomansi Ali et al., 1974 (Animalia)",collection and data is currently is under review,unknown,Chromadorea,Chromadoria,Rhabditida,ZIRUG 069,2,,,,,only georeferenced to country level,,,,,in collection,Nematoda
